step,time_s,rx,ry,speed_mps,d1_linear,d2_triangle,dmin,goals
1,1757174869.2505143,-21.642088012099233,-21.909465092971427,nan,3.5495823933141306,0.9094257124917101,0.9094257124917101,0
2,1757174870.2535481,-21.91880737494426,-22.477328388868028,0.6297872758450419,4.9318238685716524,0.5064275570991915,0.5064275570991915,0
3,1757174871.251598,-22.243930617461324,-22.996935061860007,0.6141383631810862,6.551214132152428,1.569548036428385,1.569548036428385,0
4,1757174872.2544074,-22.60060849597255,-23.4497527026415,0.5748075868082585,8.179936633907683,2.777998196138298,2.777998196138298,0
5,1757174873.2508802,-23.11185604531456,-23.796873970412953,0.6201414096214303,9.819774044792553,4.173478333800827,4.173478333800827,0
6,1757174874.2505465,-23.713693188853743,-24.088734075285753,0.6690957203475907,11.337834354113228,5.610541334588597,5.610541334588597,0
7,1757174875.2576795,-24.2923257125573,-24.268542729095188,0.6016348905603948,12.696895117400329,7.0146666397824875,7.0146666397824875,0
8,1757174876.2508974,-24.84403762715166,-24.499672610963756,0.6022542792622159,14.008138354209676,8.537049559423787,8.537049559423787,1
9,1757174877.257243,-24.72755515339522,-24.33334654300172,0.2017775598049848,14.49245822954932,8.094526686449989,8.094526686449989,1
10,1757174878.2525847,-24.323542872152533,-23.79972200148872,0.6724462877653176,14.383726685927376,6.913900982220802,6.913900982220802,1
11,1757174879.2546906,-23.979184567122886,-23.24838146865527,0.6486793155051597,12.966608443308811,5.626794458737595,5.626794458737595,1
12,1757174880.2560012,-23.8382467247519,-23.02012127925875,0.26791402309251294,11.806702119546747,4.3612908151318805,4.3612908151318805,1
13,1757174881.25237,-23.546968469565897,-23.207318791363335,0.34750731621581277,10.96067157341896,2.858318313381591,2.858318313381591,1
14,1757174882.2545307,-23.0586190090353,-23.018195524776456,0.5225624955977811,9.687722627072622,1.4784004781469993,1.4784004781469993,1
15,1757174883.2494693,-22.46846945558428,-22.72765117307592,0.6611399584861217,8.22092535590775,1.6072269821672318,1.6072269821672318,1
16,1757174884.257806,-21.98791885153699,-22.66655562339051,0.48041367039969035,7.0763853901701825,2.718037034819707,2.718037034819707,1
17,1757174885.2575586,-21.361243071623708,-22.913916976900992,0.673895334433797,6.110068039198092,3.928859226225089,3.928859226225089,1
18,1757174886.251128,-20.798049539654237,-23.204362557712205,0.6377775589390555,5.180632053436191,4.845734768055988,4.845734768055988,1
19,1757174887.249442,-20.340412895197822,-23.580218777642596,0.5931986608729621,4.411071070321234,5.513666443930733,4.411071070321234,1
20,1757174888.2485063,-20.06803775675506,-24.011939984719447,0.5109400981189399,3.8576898114718854,6.256980886000325,3.8576898114718854,1
21,1757174889.2498245,-19.80178138443143,-24.152599106423292,0.3007305292556263,2.8770411524830024,7.064648418513108,2.8770411524830024,1
