step,time_s,rx,ry,speed_mps,d1_linear,d2_triangle,dmin,goals
1,1757289194.0512912,-19.8198990496092,-21.000449812989395,nan,3.828020808775198,2.209396364760719,2.209396364760719,0
2,1757289195.0517642,-19.184594943413362,-21.11381388613536,0.6450341133323335,4.958831844640089,2.1728643464232955,2.1728643464232955,0
3,1757289196.0609376,-18.725180276854296,-21.227988716714655,0.46908650027359783,6.181107740219615,2.0666710819357577,2.0666710819357577,0
4,1757289197.0592704,-18.200577216718546,-21.124156749402903,0.5356729193972479,7.152622718098857,2.3239556828928847,2.3239556828928847,0
5,1757289198.0540476,-17.852097966755302,-20.739424584051733,0.5218174646449313,7.775557772669894,2.9294372866281284,2.9294372866281284,0
6,1757289199.0581832,-17.70985981353625,-20.227384777859584,0.5292399632534923,8.154049218634572,3.848185546870209,3.848185546870209,0
7,1757289200.0536182,-17.65519960237117,-20.0458728745045,0.19043279736669302,8.698483796730223,4.553443546477091,4.553443546477091,0
8,1757289201.0602593,-17.786701561411416,-20.083142534300745,0.13577962211103087,9.207567337151543,4.70596790691765,4.70596790691765,0
9,1757289202.054415,-18.377298357959678,-20.25838323153053,0.6196685398520831,8.4010851241052,4.426126119278997,4.426126119278997,1
10,1757289203.0591438,-19.042009865277755,-20.44920738782349,0.688305156029524,7.649597496088391,4.090348025813653,4.090348025813653,1
11,1757289204.0511444,-19.711059076681575,-20.599520928145935,0.691256276917366,6.918659048535602,3.7941227845890833,3.7941227845890833,1
12,1757289205.0542915,-20.353025575857526,-20.717118953225263,0.6506011429758768,6.317206725178547,3.588685790409811,3.588685790409811,1
13,1757289206.0524132,-20.98313321997439,-20.90073835418395,0.6575518434006713,5.771613117174718,3.424156338132377,3.424156338132377,1
14,1757289207.0597553,-21.622498388133188,-21.04707765103663,0.6511180524118069,5.4205598812687334,3.395617250718688,3.395617250718688,1
15,1757289208.0512164,-22.227194496253443,-21.2742655225159,0.6515291024112969,5.19694136620901,3.362520815715171,3.362520815715171,1
16,1757289209.0534525,-22.68771798821912,-21.517496205611724,0.5196479965622058,5.072963245210755,3.362912467841067,3.362912467841067,1
17,1757289210.0550258,-19.471669846913546,-22.614186742402342,3.3925581932841697,3.133430726824683,6.240208824009702,3.133430726824683,1
18,1757289211.055649,-19.500705414389433,-22.56115706501111,0.060420684143735165,2.170445720067772,6.2505886734958915,2.170445720067772,1
19,1757289212.057808,-19.654105543529155,-21.97396803200656,0.6055884466538659,1.1310637068985956,6.181493313292894,1.1310637068985956,1
20,1757289213.0567222,-19.514535678877213,-21.453683176249122,0.5392654523476732,1.4491529453035836,6.447884886038418,1.4491529453035836,1
21,1757289214.0558853,-18.927464779606268,-21.251771420554892,0.6213424871677695,2.3362479671021767,7.229996666116036,2.3362479671021767,1
22,1757289215.0582733,-18.37952639844969,-21.23078335981175,0.5470338767279345,3.3490196566391393,7.357893513447178,3.3490196566391393,1
23,1757289216.0603242,-17.75178919963909,-21.274729800712787,0.6279856921618782,4.3247206294463725,7.095465027575254,4.3247206294463725,1
24,1757289217.0522513,-17.369178517418877,-21.241672692899343,0.38716157301163484,5.434065551452959,6.561490018688796,5.434065551452959,1
25,1757289218.0553286,-16.791851554080655,-21.381589649123693,0.592217298453931,5.257562870366471,6.223533413100348,5.257562870366471,1
26,1757289219.059082,-16.55716297246868,-21.392316237821866,0.2340550785771184,4.678923151529079,5.602378187161371,4.678923151529079,1
27,1757289220.0559778,-16.061146470875595,-21.197114218360905,0.5347041079825883,4.393093350681987,5.316724431400097,4.393093350681987,1
28,1757289221.0569603,-15.74065583134824,-20.85926042270683,0.4652245970744687,4.126811010468966,4.957522222236957,4.126811010468966,1
29,1757289222.0603166,-15.272922261279486,-20.357208139219413,0.6838761606464299,4.075207795217326,5.009894399222262,4.075207795217326,1
30,1757289223.0573447,-15.026566568913776,-19.89606883278996,0.5243782350789197,3.932945364749299,5.07780506231179,3.932945364749299,1
31,1757289224.0595276,-15.07868157397722,-20.05926998153376,0.17094696466582518,3.5148923305033275,4.654198404778073,3.5148923305033275,1
32,1757289225.0586443,-15.199115583566565,-19.80152693511599,0.28474375528073365,3.43271831483368,4.803471914046413,3.43271831483368,2
33,1757289226.0591269,-15.149154224053888,-19.979574651392856,0.18483545740380894,4.017218933195161,4.777617142741335,4.017218933195161,2
