step,time_s,rx,ry,speed_mps,d1_linear,d2_triangle,dmin,goals
1,1757190277.6643682,-19.906124145681947,-21.805891350576452,nan,4.458387864495918,5.415944157635465,4.458387864495918,0
2,1757190278.6588988,-20.1552246412498,-21.256237572878383,0.6067839671356496,5.200967190303081,4.1148467906338855,4.1148467906338855,0
3,1757190279.6622996,-20.442300528819796,-20.774831229941423,0.558604206568935,6.00084447288025,2.957981443851129,2.957981443851129,0
4,1757190280.6578708,-20.864592481121036,-20.473083510129072,0.5213292999571719,6.920241536924929,1.9753450846891936,1.9753450846891936,0
5,1757190281.6662157,-21.323023076935996,-20.039138703186897,0.6260181416308923,7.633447631591656,2.049941904021928,2.049941904021928,0
6,1757190282.6621442,-21.61738417821883,-19.599051450076026,0.5316219889164556,8.195688981989766,3.047625317291004,3.047625317291004,0
7,1757190283.6568248,-21.805186079782885,-19.116910712912233,0.5201926839120073,8.566023556402259,4.3229289797586175,4.3229289797586175,0
8,1757190284.6610732,-21.944871752835784,-18.594438856055778,0.5385345557913043,8.699638532466714,5.628590597557831,5.628590597557831,0
9,1757190285.662464,-22.059066042512192,-18.243970716929947,0.3680912066941572,7.636922084828152,6.790469610851765,6.790469610851765,0
10,1757190286.6566422,-22.208928151571698,-18.05335690912054,0.2438910464939442,6.720105288927785,7.906665761949682,6.720105288927785,1
11,1757190287.6581657,-22.041861445891627,-18.502169968776666,0.4781707124760636,6.187407196250976,8.373704417722031,6.187407196250976,1
12,1757190288.6604695,-21.898423562230086,-18.397001878821833,0.17745279104813508,5.204466751755214,8.11451243372428,5.204466751755214,1
13,1757190289.664292,-21.3391370832457,-18.32692466962558,0.5615132112757324,4.045650733353955,7.293420242818147,4.045650733353955,1
14,1757190290.6566956,-20.881639360396317,-18.541379529639606,0.5091349488096777,3.182276793761357,6.353835489120063,3.182276793761357,1
15,1757190291.6586819,-20.363849746089308,-18.97134280947733,0.6716996343897703,2.4004489126966813,5.432668853149749,2.4004489126966813,1
16,1757190292.662273,-19.785496339587667,-19.34217474900017,0.6845707691762873,1.5539300370112032,5.058465653601931,1.5539300370112032,1
17,1757190293.665517,-19.281709240401447,-19.765463771929912,0.6558806049896408,0.8254645520741737,5.288485142232372,0.8254645520741737,1
18,1757190294.6632931,-18.922731157760673,-19.84472501472269,0.3684436833124105,0.7485593316731272,6.110263409664321,0.7485593316731272,1
19,1757190295.656958,-18.367377613611723,-19.99158271302097,0.5781052932255795,1.6003794174754666,7.21115911129031,1.6003794174754666,1
20,1757190296.6613057,-17.999757564245677,-20.396418326128956,0.5444750446787151,2.259318578486946,8.021464282854675,2.259318578486946,1
21,1757190297.660171,-18.050305348666637,-20.77165287450126,0.3790539705613793,2.839398554565585,8.08235338817801,2.839398554565585,1
22,1757190298.6606762,-18.23265558335966,-21.03460567004578,0.3198318254897421,3.469707029245558,7.7110615101246704,3.469707029245558,2
23,1757190299.6573024,-18.004209949748805,-20.844963520805692,0.29790837245474233,4.656395204953526,7.904753508750251,4.656395204953526,2
24,1757190300.6571927,-17.98250601268594,-20.765117300359552,0.08275253345001564,5.779265059530884,7.994989983352983,5.779265059530884,2
25,1757190301.6645565,-17.58068236477953,-20.917727170496466,0.4266858639381963,5.460655146176023,8.575078568439706,5.460655146176023,2
26,1757190302.6576636,-17.611981802999225,-20.91977631798644,0.031584151478750155,4.773164420670329,7.837222652191403,4.773164420670329,2
27,1757190303.6659367,-17.471577508501237,-20.887082474350507,0.1429776405158475,3.9882308510897997,7.0395599917899165,3.9882308510897997,2
