sequence,timestamp,concat_min,concat_max,concat_mean,concat_std
1,1732072348488,0.0,0.12350982427597046,0.023284688591957092,0.03211574628949165
2,1732072348727,0.0,0.12322230637073517,0.02325986512005329,0.03209274262189865
3,1732072348733,0.0,0.1230962872505188,0.023246005177497864,0.032081760466098785
4,1732072348738,0.0,0.12304403632879257,0.023319384083151817,0.032034363597631454
5,1732072348743,0.0,0.12297788262367249,0.02330738678574562,0.03203495591878891
6,1732072348747,0.0,0.12294306606054306,0.02329644374549389,0.032033056020736694
7,1732072348752,0.0,0.12291131913661957,0.023289095610380173,0.032033126801252365
8,1732072348760,0.0,0.17354436218738556,0.024503793567419052,0.0344967320561409
9,1732072348764,0.0,0.16352710127830505,0.024426719173789024,0.0341828279197216
10,1732072348768,0.0,0.1550648808479309,0.024362703785300255,0.0339328870177269
11,1732072348772,0.0,0.14779293537139893,0.02430853433907032,0.033731259405612946
12,1732072348777,0.0,0.12282435595989227,0.023532496765255928,0.03194199129939079
13,1732072348782,0.0,0.12282972037792206,0.02351941354572773,0.03194275498390198
14,1732072348787,0.0,0.12048476934432983,0.023429544642567635,0.031754933297634125
15,1732072348839,0.0,0.9089477062225342,0.0364249087870121,0.0860324427485466
16,1732072348899,0.0,0.7102377414703369,0.037651680409908295,0.07417270541191101
17,1732072348943,0.0,0.8393749594688416,0.03417767956852913,0.0795508548617363
18,1732072348993,0.0,0.13520343601703644,0.025432616472244263,0.03450845181941986
19,1732072349043,0.0,0.5247232913970947,0.028318170458078384,0.05518398806452751
20,1732072349095,0.0,0.2136460691690445,0.03951422497630119,0.055067550390958786
21,1732072349257,0.0,1.6429709196090698,0.061783671379089355,0.15454000234603882
22,1732072349262,0.0,1.5636602640151978,0.07335460931062698,0.16046835482120514
23,1732072349267,0.0,2.102447032928467,0.07062947005033493,0.19471560418605804
24,1732072349294,0.0,1.8198223114013672,0.06349548697471619,0.1698712855577469
25,1732072349350,0.0,1.8941231966018677,0.06855612248182297,0.18430157005786896
26,1732072349400,0.0,1.8403043746948242,0.06439658254384995,0.17188479006290436
27,1732072349447,0.0,2.999450206756592,0.0791250690817833,0.28674736618995667
28,1732072349501,0.0,2.9634451866149902,0.08226435631513596,0.27299681305885315
29,1732072349548,0.0,2.977189540863037,0.08152385801076889,0.2704322934150696
30,1732072349601,0.0,1.809779405593872,0.05888070911169052,0.16540728509426117
31,1732072349647,0.0,1.5035548210144043,0.04962179437279701,0.13981924951076508
32,1732072349699,0.0,0.8602007031440735,0.034974854439496994,0.08162835240364075
33,1732072349746,0.0,0.12504833936691284,0.026308797299861908,0.03452994301915169
34,1732072349800,0.0,0.3888133466243744,0.04664267599582672,0.06740958988666534
35,1732072349850,0.0,0.44075125455856323,0.04572160169482231,0.06587135046720505
36,1732072349902,0.0,0.6530675888061523,0.04685400798916817,0.08732259273529053
37,1732072349950,0.0,0.8691824078559875,0.0443788506090641,0.08732477575540543
38,1732072350003,0.0,1.5351802110671997,0.058568041771650314,0.14196617901325226
39,1732072350053,0.0,0.2856813669204712,0.03888208419084549,0.054375238716602325
40,1732072350104,0.0,0.25006693601608276,0.02779419720172882,0.040306538343429565
41,1732072350151,0.0,0.288546621799469,0.032535530626773834,0.04518669471144676
42,1732072350202,0.0,0.5441508889198303,0.032492898404598236,0.05917485058307648
43,1732072350250,0.0,0.2959980070590973,0.032638635486364365,0.045843422412872314
44,1732072350302,0.0,0.6817163228988647,0.04471949487924576,0.08515553176403046
45,1732072350345,0.0,0.6994153261184692,0.048631466925144196,0.08172819763422012
46,1732072350397,0.0,1.1781833171844482,0.05131138488650322,0.11185550689697266
47,1732072350451,0.0,2.2809295654296875,0.06784148514270782,0.20354248583316803
48,1732072350508,0.0,2.3718814849853516,0.07019393146038055,0.21329699456691742
49,1732072350560,0.0,2.230210542678833,0.06516549736261368,0.1980200558900833
50,1732072350606,0.0,1.6810216903686523,0.055729303508996964,0.15153326094150543
51,1732072350658,0.0,3.291579246520996,0.07996224611997604,0.29097846150398254
52,1732072350704,0.0,3.2675929069519043,0.08514575660228729,0.2881387174129486
53,1732072350750,0.0,3.8171586990356445,0.09678297489881516,0.33536896109580994
54,1732072350808,0.0,3.5818674564361572,0.09375739842653275,0.31590625643730164
55,1732072350851,0.0,3.4650700092315674,0.08978953957557678,0.3055771291255951
56,1732072350898,0.0,2.5311903953552246,0.07032419741153717,0.2245989888906479
57,1732072350953,0.0,2.3166253566741943,0.06703078746795654,0.20851829648017883
58,1732072351002,0.0,1.9349509477615356,0.05691323056817055,0.17240144312381744
59,1732072351053,0.0,0.9033668041229248,0.0458984375,0.09208831936120987
60,1732072351106,0.0,0.9718478918075562,0.04349181428551674,0.09433357417583466
61,1732072351153,0.0,0.6507883071899414,0.03696654364466667,0.06795144826173782
62,1732072351206,0.0,0.2244814783334732,0.03044234961271286,0.041799768805503845
63,1732072351258,0.0,0.4776076078414917,0.030563484877347946,0.05392225459218025
64,1732072351315,0.0,0.20727701485157013,0.02824193239212036,0.03843538463115692
65,1732072351384,0.0,0.21317054331302643,0.030370309948921204,0.04296492412686348
66,1732072351439,0.0,0.33741894364356995,0.03266939893364906,0.05142248049378395
67,1732072351500,0.0,0.2186557650566101,0.0319763720035553,0.0467015877366066
68,1732072351543,0.0,0.6201422810554504,0.03643043339252472,0.06933560222387314
69,1732072351583,0.0,0.16923600435256958,0.028818834573030472,0.040859468281269073
70,1732072351623,0.0,0.8138168454170227,0.0323290079832077,0.07741878926753998
71,1732072351665,0.0,0.11835534870624542,0.02503674477338791,0.03376433625817299
72,1732072351714,0.0,0.26857465505599976,0.031048325821757317,0.04853307455778122
73,1732072351764,0.0,0.6323054432868958,0.04360322281718254,0.08289174735546112
74,1732072351810,0.0,0.4516223967075348,0.04615120589733124,0.07446522265672684
75,1732072351860,0.0,0.5374259948730469,0.04657323285937309,0.07976013422012329
76,1732072351916,0.0,0.593981146812439,0.05726996809244156,0.09354982525110245
77,1732072351961,0.0,0.5750606656074524,0.05217108875513077,0.08632906526327133
78,1732072352015,0.0,0.5724332332611084,0.05161963403224945,0.08510389924049377
79,1732072352069,0.0,0.5942426919937134,0.053762033581733704,0.0892559364438057
80,1732072352113,0.0,0.4934385120868683,0.04356912150979042,0.07385339587926865
81,1732072352167,0.0,0.4698399305343628,0.042111270129680634,0.0706653892993927
82,1732072352215,0.0,0.5272942185401917,0.0437978096306324,0.07686468958854675
83,1732072352263,0.0,0.35482725501060486,0.0376913882791996,0.06258144974708557
84,1732072352315,0.0,0.3423937261104584,0.03508428484201431,0.05750880390405655
85,1732072352364,0.0,0.2917577922344208,0.03303198888897896,0.05069345980882645
86,1732072352411,0.0,0.7410786151885986,0.03153542801737785,0.07141146808862686
87,1732072352472,0.0,0.15342578291893005,0.027001122012734413,0.03609000891447067
