sequence,timestamp,lidar_min,lidar_max,lidar_mean,lidar_std,pose_min,pose_max,pose_mean,pose_std,imu_min,imu_max,imu_mean,imu_std,target_min,target_max,target_mean,target_std
1,1732063728614,0.00894386786967516,0.009965450502932072,0.009760650806128979,0.0003216778568457812,-1.6407108560656525e-08,1.7822119843913242e-05,5.934354703640565e-06,1.0295108950231224e-05,-1.1420815098972525e-05,9.00604936759919e-06,-7.99670829110255e-07,1.023781624098774e-05,0.009205111302435398,0.009969271719455719,0.009587191045284271,0.000540342996828258
2,1732063728866,0.006324238143861294,0.007046636659651995,0.006901815067976713,0.00022747025650460273,-1.1601287930318449e-08,1.2601826711033937e-05,4.1961179704230744e-06,7.279559213202447e-06,-8.075534424278885e-06,6.368079084495548e-06,-5.654389383380476e-07,7.239048954943428e-06,0.006508971564471722,0.007049338426440954,0.006779154762625694,0.0003820970596279949
3,1732063728870,0.005163675639778376,0.005753553006798029,0.0056352983228862286,0.00018574179557617754,-9.472017836742452e-09,1.028891983878566e-05,3.425972863624338e-06,5.943487849435769e-06,-6.593371381313773e-06,5.199298357183579e-06,-4.616595106199384e-07,5.910412710363744e-06,0.005314519163221121,0.005755759309977293,0.005535139236599207,0.00031200391822494566
4,1732063728873,0.004471833351999521,0.004982721526175737,0.004880301188677549,0.00016086958930827677,-8.202632351128614e-09,8.910057658795267e-06,2.966844022012083e-06,5.146975581737934e-06,-5.709765446226811e-06,4.502518095250707e-06,-3.998417810180399e-07,5.1183264986320864e-06,0.004602476488798857,0.004984632600098848,0.0047935545444488525,0.00027022516587749124
5,1732063728876,0.00399969145655632,0.00445668026804924,0.004365065135061741,0.00014389770512934774,-7.3363088937128396e-09,7.969018952280749e-06,2.6534996777627384e-06,4.603375600709114e-06,-5.1067268032056745e-06,4.026983333460521e-06,-3.5761908634412976e-07,4.577751951728715e-06,0.004116550087928772,0.004458389710634947,0.004287470132112503,0.00024171711993403733
6,1732063728878,0.0036511665675789118,0.004068372305482626,0.003984732087701559,0.00013137074711266905,-0.026267841458320618,-0.0001763855543686077,-0.008920199237763882,0.015023662708699703,-4.661557341023581e-06,3.675938614833285e-06,-3.2645971259626094e-07,4.178692961431807e-06,0.002621389925479889,0.0031874666456133127,0.002904428169131279,0.0004002767091151327
7,1732063728881,0.0033802904654294252,0.0037665795534849167,0.003689137054607272,0.00012163572682766244,-0.02431691251695156,-0.0001632933272048831,-0.008257697336375713,0.013907838612794876,-4.315552814659895e-06,3.4030917959171347e-06,-3.022454109213868e-07,3.868527073791483e-06,0.002426936523988843,0.002950999652966857,0.00268896808847785,0.0003705685958266258
8,1732063728883,0.0031619411893188953,0.0035233113449066877,0.0034508646931499243,0.00011378925410099328,-0.02274443209171295,-0.00015273941971827298,-0.0077237095683813095,0.01300846878439188,-4.03663216275163e-06,3.1831445994612295e-06,-2.827202365551784e-07,3.6184972032060614e-06,0.0022701916750520468,0.002760387258604169,0.002515289466828108,0.0003466206253506243
9,1732063728885,0.002981077181175351,0.0033218087628483772,0.0032534990459680557,0.0001072904997272417,-0.021441983059048653,-0.00014399702195078135,-0.007281418889760971,0.012263541109859943,-3.8055857203289634e-06,3.0009498459548922e-06,-2.6655820306586975e-07,3.411381385376444e-06,0.002140357391908765,0.0026024989783763885,0.002371428068727255,0.00032678345451131463
10,1732063728888,0.002828070195391774,0.003151343436911702,0.003086533397436142,0.00010179322271142155,-0.02034018002450466,-0.00013660082186106592,-0.006907263770699501,0.011633372865617275,-3.610117346397601e-06,2.8468102755141445e-06,-2.5288841243309435e-07,3.2361581361328717e-06,0.002030521398410201,0.0024689289275556803,0.0022497251629829407,0.00031000093440525234
11,1732063728890,0.0026964324060827494,0.003004687139764428,0.002942887833341956,9.706418495625257e-05,-0.01939227618277073,-0.000130237327539362,-0.006585370283573866,0.011091225780546665,-3.4419415442243917e-06,2.714192760322476e-06,-2.4111918150993006e-07,3.0854018859827193e-06,0.0019360261503607035,0.0023540137335658073,0.0021450198255479336,0.00029556185472756624
12,1732063728893,0.0025816119741648436,0.0028767678886651993,0.002817594213411212,9.293967013945803e-05,-0.018565479665994644,-0.0001246865576831624,-0.006304602604359388,0.010618346743285656,-3.2952448236756027e-06,2.5985129923356e-06,-2.3086667511051928e-07,2.9538980470533716e-06,0.0018536037532612681,0.002253779908642173,0.0020536917727440596,0.00028296728851273656
13,1732063728897,0.002480307826772332,0.0027639081235975027,0.0027070511132478714,8.930102194426581e-05,-0.24425376951694489,0.0036471039056777954,-0.08737373352050781,0.1364433467388153,-3.1658116768085165e-06,2.496446541044861e-06,-2.218237113993382e-07,2.8378694878483657e-06,-0.011022496968507767,-0.002701359800994396,-0.0068619283847510815,0.005883932579308748
14,1732063728926,-0.09185579419136047,0.38466677069664,0.01140195969492197,0.041150517761707306,-0.28620246052742004,0.0064359400421381,-0.10648402571678162,0.1573398858308792,-0.4823946952819824,0.649475634098053,0.04633740708231926,0.5695918202400208,-0.013657939620316029,0.007298912387341261,-0.003179513616487384,0.01481873169541359
15,1732063728975,-3.7409753799438477,3.7415192127227783,0.01001901738345623,0.3327375650405884,-1.0927257537841797,0.02774151787161827,-0.3514932096004486,0.6419841051101685,-0.611299455165863,0.29477459192276,-0.09903310239315033,0.46450716257095337,-0.061680957674980164,-0.02994736284017563,-0.045814160257577896,0.02243904024362564
16,1732063729027,-3.8725337982177734,3.871114492416382,-0.05862860754132271,0.5164151787757874,-0.021535595878958702,0.04642433300614357,0.010049905627965927,0.03423212468624115,-0.6600719690322876,1.3717842102050781,0.06634648889303207,1.1329419612884521,0.0009421387803740799,0.20384284853935242,0.10239249467849731,0.14347246289253235
17,1732063729078,-2.737429618835449,1.2104171514511108,-0.02004328742623329,0.24773456156253815,-0.6210416555404663,0.12587371468544006,-0.14931347966194153,0.41041675209999084,-0.8315948843955994,0.2642827033996582,-0.26587897539138794,0.5488032698631287,-0.04119577258825302,0.08145532011985779,0.020129773765802383,0.08672741800546646
18,1732063729125,-4.122525215148926,4.122986316680908,0.20323650538921356,1.1660428047180176,-0.023427553474903107,0.16864264011383057,0.07649695873260498,0.0962710827589035,-0.6539441347122192,1.6238914728164673,0.7770309448242188,1.2462046146392822,-0.681844174861908,0.013620317913591862,-0.33411192893981934,0.49176764488220215
19,1732063729171,-4.242043495178223,4.242593765258789,0.4286189079284668,1.9492167234420776,-0.5645701289176941,0.14767974615097046,-0.13612088561058044,0.3775147497653961,-1.2734907865524292,3.1728131771087646,0.6516243815422058,2.2822976112365723,-1.8338531255722046,-0.03183013200759888,-0.9328416585922241,1.2742226123809814
20,1732063729229,-4.358191013336182,4.358476161956787,0.43723708391189575,2.0038034915924072,-0.4447844922542572,0.19870485365390778,-0.05242343991994858,0.3442087471485138,-0.7425352334976196,3.1263492107391357,1.370773196220398,1.9590930938720703,-2.2235817909240723,-0.029341913759708405,-1.1264618635177612,1.551561951637268
21,1732063729275,-4.4715070724487305,4.472069263458252,0.4024854302406311,1.912706971168518,-2.0772509574890137,0.11278080195188522,-0.6274183988571167,1.2556848526000977,-1.0834935903549194,2.7849366664886475,0.6381031274795532,1.9689611196517944,-2.2250537872314453,-0.1427983045578003,-1.1839261054992676,1.472376823425293
22,1732063729325,-4.581689834594727,4.581841945648193,0.4128982722759247,1.8185663223266602,-0.7093791961669922,0.27477389574050903,-0.15007752180099487,0.5056648850440979,-0.1294151097536087,2.6395339965820312,0.812103271484375,1.5828455686569214,-2.226771354675293,-0.061678674072027206,-1.144225001335144,1.530951738357544
23,1732063729381,-4.689760208129883,4.690304756164551,0.37922772765159607,1.9081310033798218,-0.09743594378232956,3.2890090942382812,1.1681054830551147,1.8481709957122803,-0.5494140386581421,2.6023168563842773,0.8952096700668335,1.5921761989593506,-2.2433159351348877,0.2998502850532532,-0.9717328548431396,1.7982900142669678
24,1732063729429,-3.327303886413574,3.3166027069091797,0.3302438259124756,1.6497148275375366,-0.06944207102060318,2.425154447555542,0.8757025599479675,1.3526431322097778,-0.4450209438800812,2.26798152923584,0.8021994829177856,1.369643211364746,-2.020434617996216,0.2558961808681488,-0.8822692036628723,1.6096088886260986
