step,time_s,rx,ry,speed_mps,d1_linear,d2_triangle,d3_diag,dmin,goals
1,1765549424.2460415,-21.748268451068817,-25.137093491275678,nan,2.9384004397304535,4.444058438884793,5.41144913749154,2.9384004397304535,0
2,1765549425.2429786,-22.31504058346557,-24.82509244680006,0.6489617036039576,3.465900755861469,3.325964418302436,4.592630466209783,3.325964418302436,0
3,1765549426.2410662,-22.75397090276911,-24.40848577626919,0.6063214168581238,4.001695809398004,2.6193472489600107,4.1112808683953235,2.6193472489600107,0
4,1765549427.2401342,-23.226463668934088,-23.986959646243662,0.6337839232323734,4.6299963602207574,2.7714437074674008,4.207316200882111,2.7714437074674008,0
5,1765549428.2403374,-23.614454300492877,-23.525647454711535,0.6026591893246945,5.181843725466127,3.6099858848958077,4.73309715962856,3.6099858848958077,0
6,1765549429.2417703,-23.904967681426967,-23.183961688489603,0.4478526298840195,5.710227085515399,4.625594702047841,5.587451328676897,4.625594702047841,0
7,1765549430.2450244,-23.99059630675917,-23.113322370085434,0.11064523270891984,6.208713975348639,5.665004497163572,6.467019835865708,5.665004497163572,1
8,1765549431.2439623,-23.875402238198557,-22.64319034971033,0.48455370872884734,6.400382975567207,6.560083243619982,7.147826211394959,6.400382975567207,1
9,1765549432.2432244,-23.418681427590275,-22.31329260726054,0.5638221348527781,6.408335967500144,7.142976775420722,7.572098407812164,6.408335967500144,1
10,1765549433.2465246,-23.022302397472586,-21.95689174474645,0.5312925138980916,6.560435588961949,7.114717273220586,8.158783024938463,6.560435588961949,1
11,1765549434.2441804,-22.727878264451483,-21.368850307930494,0.6591760198931691,6.672840273872642,6.4259815298881575,8.895375278986199,6.4259815298881575,1
12,1765549435.2395744,-22.269302205699415,-20.99124263161829,0.5967854635196855,6.875488369145093,5.38898916964539,8.697211724210721,5.38898916964539,1
13,1765549436.2439172,-21.702726780080898,-20.603980533746945,0.6833120840286557,7.052076597745987,4.535583326817898,7.2797264495572245,4.535583326817898,1
14,1765549437.2430549,-21.249646439120124,-20.136311508556403,0.6517118489679208,7.346716176832606,4.246060719910974,6.066582487363916,4.246060719910974,1
15,1765549438.2436466,-20.756594052925916,-19.690437750553357,0.6643655090908986,7.702616027318632,4.617190126350178,4.862568433691315,4.617190126350178,1
16,1765549439.2423189,-20.332839314887398,-19.371325601844156,0.5311773653874242,8.181395779579944,5.375745012422291,3.8081655187453047,3.8081655187453047,1
17,1765549440.243454,-19.779998791589456,-19.28060307585922,0.5595997616207303,8.480354498913506,6.304412402071813,2.696761467705253,2.696761467705253,1
18,1765549441.2481842,-19.117959562934352,-19.26936990835198,0.6590172218443835,7.3869789212423775,7.3984076376526895,2.0128365064045513,2.0128365064045513,1
19,1765549442.244099,-18.445568301286585,-19.318107656469934,0.6769207320253571,6.413007324680184,8.431641764994687,2.4259337245192474,2.4259337245192474,1
20,1765549443.2416816,-17.801456370600423,-19.325793111803513,0.6457186925215362,5.449761807325414,8.760683822683857,3.5993159129921826,3.5993159129921826,1
21,1765549444.2397435,-17.17925425545248,-19.369040280491074,0.624914436144445,4.6333728274208745,9.076887422953549,4.965670143427698,4.6333728274208745,1
22,1765549445.2420561,-16.634118493961374,-19.455492829966133,0.550674881096407,3.98785862675326,9.446567376243966,6.359749842864465,3.98785862675326,1
23,1765549446.2457511,-16.041525210408896,-19.505084300471466,0.5924755033374325,3.5271322642542025,10.000685127104681,7.849879394780211,3.5271322642542025,1
24,1765549447.241298,-15.758429567128191,-19.535560262090893,0.28600495726950276,3.1546448708010266,10.142562242654188,9.00533856465134,3.1546448708010266,2
25,1765549448.2478814,-15.834516134759857,-19.547360663675107,0.07649261734645624,2.718554486383265,9.22462396145609,9.861311948995857,2.718554486383265,2
26,1765549449.240404,-15.853606492104511,-19.540788659971632,0.020342030619769042,2.6241882037673037,8.389615111775637,10.470503462398357,2.6241882037673037,2
27,1765549450.2418988,-16.371592416488408,-19.352811702980716,0.5502171917962253,2.519457813244021,7.178602568246387,8.999522615770518,2.519457813244021,2
28,1765549451.23931,-16.882533619229065,-19.447397697709167,0.5209710483061896,2.778904955698225,5.965164390074786,7.5695103167707005,2.778904955698225,2
29,1765549452.2474475,-17.404878086255586,-19.42063065472373,0.5188080609575317,3.4571461191314996,4.922934450520756,6.157186407209036,3.4571461191314996,2
30,1765549453.2476597,-17.368200372084715,-19.4456605001702,0.04439494752528812,4.346914514643506,4.515680728419668,5.32289059335337,4.346914514643506,2
31,1765549454.2436156,-17.261673624734044,-19.359367775941706,0.1376492656379392,5.3672036611100875,4.38531531820749,4.619619840012863,4.38531531820749,2
32,1765549455.2416341,-17.632064299767578,-18.914749875872026,0.5798322076024394,6.69677006253364,4.620169410707916,3.652241198062376,3.652241198062376,2
33,1765549456.2473068,-17.98600865403098,-18.473646673771714,0.5623615208409521,8.09398887991197,5.270111499178692,3.2203948967918263,3.2203948967918263,3
34,1765549457.2404213,-18.25338013605144,-18.287042837554036,0.32831043536615007,7.479558456263319,5.9683921469137005,3.1975517606815207,3.1975517606815207,3
35,1765549458.249328,-18.812209446337636,-18.29767935586924,0.5539963015488365,6.481948911141899,6.785432182618663,3.5199206395413842,3.5199206395413842,3
36,1765549459.2421737,-19.200255369388493,-18.52166723216035,0.45128012763979536,5.347241934589456,6.583519691641096,4.101439632640558,4.101439632640558,3
37,1765549460.2392569,-19.473115182753737,-19.06062452707645,0.6058594260904334,3.9137741910668127,5.824198300996545,4.64544643347702,3.9137741910668127,3
38,1765549461.242298,-19.667998155266375,-19.493144209374833,0.47295886062476433,2.6693311428074984,5.102127469765372,5.40160683606362,2.6693311428074984,3
39,1765549462.2451844,-19.719179932053326,-19.471074674944955,0.05557680403804081,1.894442285929445,4.898440946330812,6.406560977027742,1.894442285929445,3
40,1765549463.2450898,-20.04141557518018,-19.473613500929392,0.32227614854488684,1.632155320341549,4.871146204759841,7.559599588503295,1.632155320341549,3
41,1765549464.2446496,-20.37350231432893,-19.236379856277335,0.4082990516337155,1.9429529914387809,5.234599174484792,7.13549237063466,1.9429529914387809,3
42,1765549465.2392,-20.332500925581638,-19.25496932331594,0.04526536193554367,2.292699418538648,5.6534259972606655,6.118744933869445,2.292699418538648,3
43,1765549466.2419443,-20.70673982917469,-19.281469929222244,0.37414927117101465,3.243854803689523,5.922597961620103,5.488039389096303,3.243854803689523,3
44,1765549467.2400658,-20.58656457741497,-19.24906109792829,0.12470281847209433,3.896428108301758,6.525784311560626,4.465633071591078,3.896428108301758,3
45,1765549468.2408433,-20.686264702712464,-19.321435008337637,0.12310371222093834,4.874286778143263,6.584734320513895,3.576318526566792,3.576318526566792,3
46,1765549469.2413716,-20.458767563961118,-19.077654551090436,0.3332663615509502,5.408193298194634,6.449254146816042,2.786748847252538,2.786748847252538,3
47,1765549470.2416105,-19.904745834268677,-19.049728100281285,0.5545926347486912,6.102243318684325,6.546168393132032,2.0451166290404035,2.0451166290404035,3
48,1765549471.2391477,-19.285130751422777,-19.16409315111763,0.6316367537558364,7.053481164019321,6.877640851942094,2.1622258235365037,2.1622258235365037,3
49,1765549472.2390935,-18.606873959207753,-19.234654501646137,0.6819541907027973,8.021848527274766,7.470754954382611,3.295537087284489,3.295537087284489,3
50,1765549473.2405696,-17.947849313509487,-19.320266530497225,0.663582708181446,8.048100018847906,7.738770656499439,4.70567424396842,4.70567424396842,3
51,1765549474.246339,-17.396598308835298,-19.53150987474856,0.5869536649674311,7.325889211953202,7.37310575167095,6.11073424952333,6.11073424952333,3
52,1765549475.2414346,-16.96398316516947,-19.903023344703893,0.5730544640448804,6.783344300408759,6.960413837080285,7.461251638045567,6.783344300408759,3
53,1765549476.2430089,-16.766221233477822,-20.218367386556185,0.37164019798088943,6.212048858124741,6.320805969498524,8.570978011337111,6.212048858124741,3
54,1765549477.239199,-16.84736109809511,-19.94970872568282,0.2817174999452711,4.9987311850561955,5.5752075953951605,9.407134887659042,4.9987311850561955,3
55,1765549478.246447,-17.019913346851553,-20.395105836628627,0.4742163017193549,4.457676707908682,4.6188541598247985,8.85777914823253,4.457676707908682,3
56,1765549479.2453375,-17.183182713350686,-20.581919482171458,0.24838087181227814,3.7023709135566754,3.8133086404885588,7.77301095234454,3.7023709135566754,3
57,1765549480.2408478,-17.24326454823432,-20.653112750726088,0.09357757011934928,2.8640565901847257,3.3126563996615195,6.801946676330215,2.8640565901847257,3
58,1765549481.2463913,-17.285482172549884,-20.619923775194682,0.05340530771120921,1.9978701449156127,3.159445261730299,5.842929320493253,1.9978701449156127,3
