step,time_s,robot_x,robot_y,speed_mps,diag_actor_dist,linear_actor_dist,triangle_actor_dist,dmin,goals_count
1,6.21,-19.51,-22.09,nan,3.29,11.38,2.47,2.47,0
2,6.21,-19.51,-22.09,nan,3.29,11.38,2.47,2.47,0
3,6.21,-19.51,-22.09,nan,3.29,7.15,2.47,2.47,0
4,6.21,-19.51,-22.09,nan,1.33,7.15,2.47,1.33,0
5,6.21,-19.51,-22.09,nan,1.33,7.15,2.07,1.33,0
6,6.21,-19.51,-22.09,nan,1.33,7.11,2.07,1.33,0
7,7.00,-19.79,-22.10,0.36,2.08,6.13,3.31,2.08,0
8,8.00,-20.11,-22.10,0.31,2.78,5.25,4.56,2.78,0
9,9.01,-20.15,-22.09,0.05,3.66,4.34,4.29,3.66,0
10,10.00,-20.39,-22.10,0.24,4.42,3.56,3.73,3.56,0
11,11.00,-20.40,-22.09,0.02,5.35,2.74,2.98,2.74,0
12,12.01,-20.40,-22.07,0.01,6.33,2.09,2.37,2.09,0
13,13.01,-20.41,-22.07,0.01,6.56,1.81,2.28,1.81,0
14,14.01,-20.42,-22.07,0.01,5.53,2.03,2.81,2.03,0
15,15.01,-20.43,-22.06,0.00,4.59,2.59,3.62,2.59,0
16,16.00,-20.37,-22.05,0.06,3.67,3.35,4.50,3.35,0
17,17.00,-19.92,-21.72,0.55,2.88,4.32,5.79,2.88,0
18,18.02,-20.16,-21.95,0.32,1.91,4.40,5.70,1.91,0
19,19.00,-20.23,-21.95,0.07,1.13,3.56,5.58,1.13,0
20,20.00,-20.19,-21.90,0.06,0.96,2.69,5.70,0.96,0
21,21.00,-20.62,-22.36,0.63,2.16,2.12,5.69,2.12,0
22,22.00,-20.69,-22.55,0.20,3.05,2.10,6.04,2.10,0
23,23.00,-20.95,-23.14,0.64,4.30,3.05,5.18,3.05,0
24,24.00,-21.36,-23.67,0.67,5.66,4.46,4.22,4.22,0
25,25.00,-21.82,-24.19,0.69,7.06,5.96,3.47,3.47,0
26,26.00,-22.28,-24.71,0.70,8.45,7.52,3.16,3.16,0
27,27.00,-22.70,-25.27,0.70,8.96,9.11,3.40,3.40,0
28,28.00,-22.81,-25.32,0.12,8.28,10.08,3.49,3.49,0
29,29.00,-22.81,-25.12,0.19,7.43,10.83,3.66,3.66,0
30,30.00,-22.80,-25.04,0.09,6.67,11.68,4.17,4.17,0
31,31.00,-22.77,-24.99,0.06,5.94,12.58,4.83,4.83,0
32,32.00,-22.73,-25.02,0.05,5.39,13.53,5.53,5.39,0
33,33.00,-22.74,-25.01,0.01,4.97,14.49,6.42,4.97,0
34,34.00,-22.73,-25.01,0.01,4.73,14.59,6.12,4.73,0
35,35.00,-22.73,-25.00,0.01,4.67,13.60,5.27,4.67,0
36,36.85,-19.99,-22.19,2.12,3.92,8.33,2.23,2.23,0
37,37.00,-19.94,-22.17,0.33,4.08,8.16,2.20,2.20,0
38,38.01,-19.58,-21.79,0.52,5.19,6.72,2.82,2.82,0
39,39.01,-19.48,-21.20,0.60,6.01,5.24,4.03,4.03,0
40,40.00,-19.56,-20.59,0.62,6.75,3.61,5.19,3.61,0
41,41.01,-19.93,-20.05,0.65,6.03,2.40,5.98,2.40,0
42,42.00,-20.46,-19.73,0.62,4.49,2.08,6.36,2.08,0
43,43.00,-21.11,-19.53,0.68,2.90,2.69,6.04,2.69,0
44,44.00,-21.70,-19.45,0.60,1.47,3.59,5.13,1.47,0
45,45.00,-21.54,-19.46,0.16,1.01,3.99,4.82,1.01,0
46,46.00,-21.41,-19.52,0.15,1.09,4.54,4.69,1.09,0
47,47.00,-21.40,-19.55,0.03,1.77,5.27,4.65,1.77,0
48,48.00,-21.71,-19.65,0.32,2.84,6.13,3.63,2.84,0
49,49.01,-22.33,-19.75,0.63,4.32,7.09,2.28,2.28,0
50,50.00,-22.79,-19.62,0.48,5.81,7.54,1.66,1.66,0
51,51.00,-22.96,-19.47,0.23,7.00,6.99,2.12,2.12,0
52,52.01,-23.06,-19.42,0.11,8.11,6.39,2.87,2.87,0
53,53.00,-23.11,-19.37,0.07,9.17,5.85,3.73,3.73,0
