1737225559.0245466,episode_start,0,x=-25.31,y=-25.38
1737225561.8845274,episode_start,1,x=-27.67,y=-28.36
1737225567.036772,episode_start,2,x=-19.71,y=-20.34
1737225569.156533,episode_start,3,x=-21.14,y=-22.33
1737225672.4345312,episode_start,4,x=-20.75,y=-20.25
1737225774.4885185,episode_start,5,x=-17.45,y=-20.05
1737225876.8995256,episode_start,6,x=-26.88,y=-26.17
1737225901.3504877,goal_reached,6,x=-24.54,y=-22.22
1737225979.345306,episode_start,7,x=-22.62,y=-27.92
1737225981.973577,episode_start,8,x=-26.02,y=-20.60
1737225984.286852,episode_start,9,x=-22.85,y=-27.25
1737225986.406536,episode_start,10,x=-23.18,y=-23.91
1737225989.2735426,episode_start,11,x=-19.94,y=-23.91
1737226092.155534,episode_start,12,x=-18.95,y=-20.43
1737226094.4905982,episode_start,13,x=-14.16,y=-25.04
1737226096.952568,episode_start,14,x=-15.72,y=-28.37
1737226119.2165596,episode_start,15,x=-18.60,y=-25.26
1737226212.8325274,episode_start,16,x=-19.78,y=-19.70
1737226247.3035426,episode_start,17,x=-20.45,y=-21.68
1737226249.3145292,episode_start,18,x=-28.34,y=-25.57
1737226258.9345171,episode_start,19,x=-24.53,y=-21.72
1737226759.4435697,episode_start,0,x=-17.89,y=-23.99
1737226831.5125902,episode_start,1,x=-20.51,y=-24.52
1737226892.8445365,episode_start,2,x=-15.24,y=-23.84
1737226904.097875,goal_reached,2,x=-14.85,y=-22.45
1737226915.8186536,episode_start,3,x=-22.37,y=-22.65
1737226955.0536482,goal_reached,3,x=-18.33,y=-25.51
1737227006.2428873,goal_reached,3,x=-23.84,y=-21.17
1737227017.7220902,episode_start,4,x=-26.22,y=-28.41
1737227019.8775845,episode_start,5,x=-14.09,y=-25.32
1737227021.9459248,episode_start,6,x=-19.48,y=-28.21
1737227024.9075196,episode_start,7,x=-28.37,y=-21.07
1737227027.9405572,episode_start,8,x=-21.22,y=-26.66
1737227054.9706101,goal_reached,8,x=-19.02,y=-20.75
1737227134.0685225,episode_start,9,x=-15.27,y=-20.87
1737227136.1825905,episode_start,10,x=-21.93,y=-26.69
1737227138.286542,episode_start,11,x=-21.70,y=-23.02
1737227166.2238913,goal_reached,11,x=-16.70,y=-25.55
1737227186.6945224,episode_start,12,x=-28.43,y=-25.39
1737227189.027598,episode_start,13,x=-16.87,y=-27.32
1737227214.7635412,episode_start,14,x=-28.45,y=-20.99
1737227216.9745474,episode_start,15,x=-22.53,y=-28.31
1737227219.0785317,episode_start,16,x=-17.73,y=-20.07
1737227220.761542,episode_start,17,x=-16.42,y=-20.33
1737227250.3913586,goal_reached,17,x=-17.99,y=-25.38
1737227322.5705209,episode_start,18,x=-23.70,y=-20.78
1737227324.7290807,episode_start,19,x=-16.33,y=-21.24
1737227326.9375384,episode_start,20,x=-21.32,y=-26.92
1737227428.825494,episode_start,21,x=-16.12,y=-20.86
1737227530.3515277,episode_start,22,x=-19.96,y=-22.77
1737227532.5474699,episode_start,23,x=-25.32,y=-20.72
1737227534.2366571,episode_start,24,x=-14.14,y=-25.97
1737227537.8065403,episode_start,25,x=-23.39,y=-27.10
1737227579.375215,goal_reached,25,x=-17.96,y=-23.04
1737227587.0032086,goal_reached,25,x=-15.88,y=-24.43
1737227587.9084277,goal_reached,25,x=-15.56,y=-24.22
1737227614.550596,episode_start,26,x=-26.50,y=-22.38
1737227685.3915317,episode_start,27,x=-28.08,y=-23.05
1737227687.5265422,episode_start,28,x=-23.46,y=-23.22
1737227690.4105294,episode_start,29,x=-20.71,y=-22.43
1737227692.1675472,episode_start,30,x=-22.71,y=-25.07
1737227743.3707356,goal_reached,30,x=-18.06,y=-20.63
1737227777.8408933,goal_reached,30,x=-19.50,y=-21.71
1737227778.73899,goal_reached,30,x=-20.26,y=-21.87
1737227797.547536,episode_start,31,x=-15.85,y=-24.48
1737227899.1995432,episode_start,32,x=-19.17,y=-25.26
1737227904.0268323,goal_reached,32,x=-16.77,y=-24.66
1737227906.8898594,goal_reached,32,x=-17.45,y=-25.20
1737228000.8195696,episode_start,33,x=-23.17,y=-20.04
1737228003.4715405,episode_start,34,x=-28.30,y=-20.71
1737228005.627594,episode_start,35,x=-23.96,y=-25.15
1737228007.3595533,episode_start,36,x=-16.15,y=-26.20
1737228038.650976,goal_reached,36,x=-20.24,y=-26.16
1737228109.3668811,episode_start,37,x=-24.03,y=-26.34
1737228120.0755317,episode_start,38,x=-22.67,y=-24.13
1737228133.463357,goal_reached,38,x=-26.30,y=-20.89
1737228155.3635783,episode_start,39,x=-21.91,y=-27.01
1737228256.9636045,episode_start,40,x=-26.49,y=-25.10
