step,time_s,rx,ry,speed_mps,d1_triangle,d2_triangle2,d3_triangle3,dmin,goals
1,1759151626.4878204,-4.975029166910745,1.0053042753815349,nan,2.9842925944167504,2.0237469075087584,5.22493281694529,2.0237469075087584,0
2,1759151627.4902108,-5.175462782169148,0.639445570625685,0.4161697014085928,3.149373300188595,2.26292203573854,4.815014404241568,2.26292203573854,0
3,1759151628.4856715,-5.2537190974325165,0.0189510783615189,0.6282616759195282,2.7270481616315454,1.9762633801851468,3.606678563773331,1.9762633801851468,0
4,1759151629.4875026,-5.308371765221907,-0.22893544839379706,0.2533758553055628,1.896500217664572,1.3416967371677335,2.8922036556407495,1.3416967371677335,0
5,1759151630.4911675,-5.522434501977749,-0.24908712305221178,0.21422405002316386,0.941974334997286,0.9751866106578502,2.6937741912589157,0.941974334997286,0
6,1759151631.491359,-5.151415969218536,-0.3725554042868961,0.3909483850873331,1.080171412346799,2.0365736595287127,3.276928676815333,1.080171412346799,0
7,1759151632.4912367,-5.33664026814795,-0.025035048526622618,0.3938481692689579,1.8473222089144752,2.8329760729898203,2.7317742668895972,1.8473222089144752,0
8,1759151633.4856215,-5.616861504109341,0.41327469573566433,0.5231678253857408,2.6346365775963596,3.5301141692358424,1.7644049338182826,1.7644049338182826,1
9,1759151634.4944406,-5.7937444904460955,0.46307609755089674,0.18215365754788526,2.979751843159743,3.877125810419951,0.5314796904992795,0.5314796904992795,1
10,1759151635.4933686,-6.300483098711208,0.2653706582471932,0.5445243668913388,2.4457929902210536,3.171475552858605,1.2427982911130833,1.2427982911130833,1
11,1759151636.487361,-6.7391444022906155,-0.1520998087131805,0.6092220007731015,2.3644732234202603,2.6982965563498738,2.9802986373196703,2.3644732234202603,1
12,1759151637.4884043,-7.0381383699909685,-0.6136117760381137,0.5493274929204066,2.878926289340382,2.8179627170387103,4.5201609467107495,2.8179627170387103,1
13,1759151638.4854317,-7.142449695967788,-0.9413955659010155,0.3450067676197418,3.5336741254998247,3.2582268614571226,5.606324684946324,3.2582268614571226,1
14,1759151639.4887729,-7.025987296550329,-1.5864318608163859,0.6532829738886894,3.1403799446121283,2.731551657376058,5.981630586084405,2.731551657376058,1
