step,time_s,rx,ry,speed_mps,d1_triangle,d2_triangle2,d3_triangle3,dmin,goals
1,1759258288.720965,-2.557707243214367,-4.432926003151069,nan,6.4547620120152525,6.446459037244579,2.8455915373816376,2.8455915373816376,0
2,1759258289.716262,-2.4543007928711047,-5.028149400269677,0.6069934528402153,6.743625228511933,6.840292732946887,3.6600851329924957,3.6600851329924957,0
3,1759258290.7236578,-2.508917018808618,-5.398502837969954,0.37161058309735273,6.774966020901056,6.984094508525858,4.79919556305157,4.79919556305157,1
4,1759258291.7193904,-2.3903737238788803,-4.965048247348638,0.45129811713238555,6.164385047334758,6.573615440042021,5.795557848917529,5.795557848917529,2
5,1759258292.7207203,-2.499644261048665,-5.094528130128137,0.16920074657672668,6.229815249234566,6.7780796404386185,6.752149562106038,6.229815249234566,2
6,1759258293.7191715,-2.980312088169218,-5.106396840470363,0.4815601611646274,6.137801424786571,6.779570185506823,6.740821347719937,6.137801424786571,2
7,1759258294.7180178,-3.608212381587417,-4.939618712347594,0.6504224086894852,5.862260951005888,6.576834209349334,5.880426165879273,5.862260951005888,2
8,1759258295.7166321,-4.073670642123124,-4.617638955679311,0.5667556252880244,5.570655033560466,6.354569830888615,5.135883498528651,5.135883498528651,2
9,1759258296.7210145,-4.38298741896521,-4.0922764507995355,0.6069977077326821,4.688410918513668,5.522763035725971,4.563055591304114,4.563055591304114,2
10,1759258297.72094,-6.198720360419628,-1.5876954042594063,3.093741460398238,1.3894389419273852,2.3793277546508587,2.8395619654093442,1.3894389419273852,2
11,1759258298.7159889,-6.198671614187036,-1.5878639140686432,0.00017629164950563948,1.3889499198550672,2.0131575449020103,3.8389537741561797,1.3889499198550672,2
12,1759258299.717971,-6.192608180975295,-1.4230586893687036,0.16459047518782627,2.303649660917226,2.4338892191687047,4.64997649918007,2.303649660917226,2
13,1759258300.7199388,-6.384599796219251,-1.2005966691244023,0.29327685597462255,3.258413127947741,3.1418567569735387,5.355246306494006,3.1418567569735387,2
14,1759258301.71659,-6.604560239977013,-1.0787979699325903,0.2522757726908727,3.247235340993204,2.9401582838229006,5.154526540847139,2.9401582838229006,2
15,1759258302.7203271,-6.607059483132452,-0.5336527113957038,0.5431212286998212,3.2573795075740084,2.801493647061869,4.192358318879837,2.801493647061869,2
16,1759258303.7186892,-6.69421166534154,0.0794706918234341,0.6203025490421844,3.3785131752280475,2.750959137994718,3.571012754436185,2.750959137994718,2
17,1759258304.721682,-6.527967534684033,0.6684951807342406,0.6102088219215365,3.387734627099648,2.6213495498228956,3.3872831206203426,2.6213495498228956,2
18,1759258305.7206223,-6.37127271119911,1.2665646890799316,0.618911842279582,3.524911701826329,2.642480918026988,4.094105883785506,2.642480918026988,2
19,1759258306.7211025,-6.323983003910968,1.8908525954612794,0.6257759562189289,3.844747118232884,2.899640105204399,5.325847331516039,2.899640105204399,2
20,1759258307.7181528,-6.135891992298531,2.3853084222126255,0.5305875703584995,3.996337921058518,3.0232435333875545,6.4415842674872685,3.0232435333875545,2
21,1759258308.7170227,-5.772062402995416,2.5487407968194637,0.39930224170517786,3.751549127465103,2.753317559212591,6.8998245885632175,2.753317559212591,3
22,1759258309.7230825,-5.913803303687194,2.6932870768152224,0.2012259199874253,3.3408265640822554,2.410648013285848,6.390075618205267,2.410648013285848,3
23,1759258310.7224436,-6.2191858429569775,2.3031123279128667,0.4957911400452215,2.7924243022897444,1.9264238739578052,5.162854311054956,1.9264238739578052,3
24,1759258311.719793,-6.66756141377932,1.8333424204295892,0.6511289416226181,2.28556691263048,1.4802056332782825,3.8963660055753997,1.4802056332782825,3
25,1759258312.7200153,-6.986666561089417,1.283815602923759,0.6353175748091,1.6190081070139188,1.0671128974153625,2.791338202740186,1.0671128974153625,3
26,1759258313.722813,-7.35799332671937,0.8146783660091373,0.5966395502714612,1.2025689464375084,1.1447869814404443,1.9095259184111226,1.1447869814404443,4
27,1759258314.7199497,-7.930578801655633,0.5605037442338091,0.6282642001174257,1.2499713059863484,1.464928454354981,1.2152356872603511,1.2152356872603511,4
28,1759258315.7215235,-7.888124115830883,0.6711275810798197,0.11830446016367602,1.6996811371920029,2.186452570192403,1.5770011239557042,1.5770011239557042,4
29,1759258316.7153134,-7.800437923273522,0.8350935475037078,0.18710198151403348,2.2460735770827793,2.5680580774127084,2.387406401358983,2.2460735770827793,4
30,1759258317.7178488,-7.5460091679488155,0.30957217783022506,0.5823955892869845,2.5101531345997863,2.62755369523172,3.270736619456815,2.5101531345997863,4
31,1759258318.715753,-7.21378041396596,-0.2652525112874166,0.6653215450000349,2.9066241706583242,2.8534694246060908,4.155724816071186,2.8534694246060908,4
32,1759258319.7160845,-6.884251826067495,-0.8238240356008212,0.6483152066119617,3.260607587977734,3.0701045451985878,5.0683110277743015,3.0701045451985878,4
33,1759258320.7202513,-6.455285479061133,-1.3370091986834807,0.6660826247224814,3.2396820972538185,3.4243175028438237,5.566435043367627,3.2396820972538185,4
34,1759258321.7176225,-6.000092929645265,-1.7490149316430823,0.6155799483175926,2.261633970762873,2.0539699479482887,4.865901172436524,2.0539699479482887,4
35,1759258322.7172694,-5.4884596168126,-1.9050888047734313,0.5350980003097433,1.3714370864003067,1.0647095064146679,3.707335291250822,1.0647095064146679,4
