step,time_s,robot_x,robot_y,speed_mps,diag_actor_dist,linear_actor_dist,triangle_actor_dist,dmin,goals_count
1,6.10,-19.51,-22.09,nan,1.48,6.35,2.32,1.48,0
2,6.10,-19.51,-22.09,nan,1.48,6.35,2.32,1.48,0
3,6.10,-19.51,-22.09,nan,1.48,2.34,2.32,1.48,0
4,6.10,-19.51,-22.09,nan,5.43,2.34,2.32,2.32,0
5,6.10,-19.51,-22.09,nan,5.43,2.34,5.14,2.34,0
6,6.10,-19.51,-22.09,nan,5.43,2.34,5.14,2.34,0
7,7.00,-20.01,-22.08,0.56,6.15,1.73,5.56,1.73,0
8,8.00,-20.69,-22.00,0.68,6.50,2.09,5.18,2.09,0
9,9.00,-21.33,-21.85,0.66,5.14,2.95,4.50,2.95,0
10,10.00,-21.59,-21.79,0.26,3.96,3.66,4.31,3.66,0
11,11.00,-21.76,-21.76,0.18,2.90,4.42,4.42,2.90,0
12,12.01,-21.81,-21.75,0.05,2.01,5.20,4.69,2.01,0
13,13.00,-21.78,-21.71,0.05,1.37,5.33,3.76,1.37,0
14,14.00,-21.75,-21.73,0.03,1.30,4.47,2.82,1.30,0
15,15.01,-21.80,-21.78,0.07,1.92,3.84,1.79,1.79,0
16,16.00,-21.74,-21.73,0.08,2.67,3.39,0.87,0.87,0
17,17.00,-21.68,-21.71,0.06,3.51,3.12,0.32,0.32,0
18,18.00,-21.70,-21.46,0.24,4.48,3.16,1.34,1.34,0
19,19.00,-21.64,-21.35,0.13,5.45,3.35,2.34,2.34,0
20,20.00,-21.79,-21.26,0.17,6.59,3.91,3.46,3.46,0
21,21.00,-21.96,-21.28,0.17,7.73,4.62,4.53,4.53,0
22,22.00,-22.01,-21.28,0.05,8.67,5.47,5.57,5.47,0
23,23.00,-22.02,-21.28,0.01,7.82,6.26,6.57,6.26,0
24,24.00,-22.02,-21.28,0.01,6.81,7.12,6.34,6.34,0
25,25.00,-22.03,-21.28,0.00,5.85,8.00,5.60,5.60,0
26,26.00,-22.03,-21.28,0.00,4.89,8.92,4.72,4.72,0
27,27.00,-22.03,-21.28,0.00,3.90,9.88,3.86,3.86,0
28,28.01,-22.03,-21.28,0.00,2.93,10.79,3.17,2.93,0
29,29.00,-22.03,-21.28,0.00,2.04,10.78,2.89,2.04,0
30,30.00,-22.03,-21.29,0.00,1.24,9.84,3.11,1.24,0
31,31.00,-22.03,-21.29,0.00,0.95,8.89,3.61,0.95,0
32,32.00,-22.03,-21.29,0.00,1.49,8.01,4.15,1.49,0
33,33.00,-22.03,-21.29,0.00,2.32,7.12,4.25,2.32,0
34,34.00,-22.03,-21.29,0.00,3.26,6.26,3.97,3.26,0
35,35.00,-22.03,-21.29,0.00,4.24,5.47,3.86,3.86,0
36,36.00,-22.03,-21.29,0.00,5.02,4.77,4.01,4.01,0
37,37.00,-22.03,-21.29,0.00,4.04,4.13,4.28,4.04,0
38,38.00,-22.03,-21.29,0.00,3.07,3.68,3.43,3.07,0
39,39.00,-22.02,-21.29,0.01,2.18,3.48,2.47,2.18,0
40,40.00,-22.03,-21.32,0.03,1.40,3.53,1.51,1.40,0
