step,time_s,robot_x,robot_y,speed_mps,diag_actor_dist,linear_actor_dist,triangle_actor_dist,dmin,goals_count
1,5.88,-19.72,-22.08,nan,2.62,7.04,2.15,2.15,0
2,5.88,-19.55,-21.87,nan,2.46,6.79,2.32,2.32,0
3,5.88,-19.55,-21.87,nan,2.46,10.72,2.32,2.32,0
4,5.88,-19.55,-21.87,nan,1.69,10.72,2.32,1.69,0
5,5.88,-19.55,-21.87,nan,1.69,10.72,2.13,1.69,0
6,6.00,-19.48,-21.86,0.58,2.13,11.11,2.46,2.13,0
7,7.00,-19.35,-21.83,0.14,3.19,10.25,3.34,3.19,0
8,8.01,-19.63,-22.18,0.44,4.10,9.64,4.17,4.10,0
9,9.00,-19.68,-22.08,0.11,4.99,8.55,3.83,3.83,0
10,10.00,-19.68,-22.11,0.03,5.95,7.60,3.14,3.14,0
11,11.02,-19.67,-22.34,0.22,7.07,6.81,2.29,2.29,0
12,12.00,-19.67,-22.41,0.07,7.37,5.91,1.96,1.96,0
13,13.00,-19.41,-22.83,0.50,6.84,5.30,2.30,2.30,0
14,14.00,-18.98,-23.16,0.54,6.39,4.55,3.63,3.63,0
15,15.00,-18.45,-23.58,0.67,6.14,3.94,5.17,3.94,0
16,16.00,-17.95,-23.93,0.62,5.85,3.39,6.64,3.39,0
17,17.00,-17.60,-24.04,0.37,5.24,2.62,7.75,2.62,0
18,18.00,-17.47,-24.04,0.13,4.41,1.84,8.22,1.84,0
19,19.00,-17.23,-23.99,0.25,3.68,1.54,8.73,1.54,0
20,20.00,-17.21,-23.97,0.03,2.85,1.69,9.07,1.69,0
21,21.00,-17.22,-23.97,0.01,2.16,2.33,9.50,2.16,0
22,22.00,-17.18,-23.95,0.04,1.79,3.17,9.72,1.79,0
23,23.00,-17.18,-23.94,0.01,1.93,2.45,8.72,1.93,0
24,24.00,-17.19,-23.94,0.01,2.50,1.80,7.74,1.80,0
25,25.00,-17.19,-23.94,0.01,3.29,1.55,6.73,1.55,0
26,26.00,-17.17,-23.93,0.02,3.32,1.88,5.76,1.88,0
27,27.00,-17.17,-23.92,0.01,2.53,2.50,4.76,2.50,0
28,28.00,-17.07,-23.86,0.12,1.82,3.42,3.81,1.82,0
29,29.00,-16.93,-23.74,0.19,1.53,4.27,2.94,1.53,0
30,30.00,-16.83,-23.58,0.18,1.90,5.07,2.06,1.90,0
