step,time_s,robot_x,robot_y,speed_mps,diag_actor_dist,linear_actor_dist,triangle_actor_dist,dmin,goals_count
1,6.28,-19.51,-22.09,nan,0.95,3.50,5.59,0.95,0
2,6.28,-19.51,-22.09,nan,0.95,3.50,5.59,0.95,0
3,6.28,-19.51,-22.09,nan,0.95,1.14,5.59,0.95,0
4,6.28,-19.51,-22.09,nan,3.92,1.14,5.59,1.14,0
5,6.28,-19.51,-22.09,nan,3.92,1.14,6.58,1.14,0
6,6.28,-19.51,-22.09,nan,3.92,1.14,6.58,1.14,0
7,7.00,-19.84,-22.11,0.47,5.26,2.25,6.62,2.25,0
8,8.00,-20.44,-22.31,0.63,6.79,3.59,5.51,3.59,0
9,9.01,-20.55,-22.45,0.18,6.43,4.66,4.54,4.54,0
10,10.00,-20.69,-23.09,0.66,5.57,6.20,3.70,3.70,0
11,11.00,-20.95,-23.68,0.64,5.05,7.79,2.95,2.95,0
12,12.01,-21.33,-23.90,0.44,4.69,9.11,2.09,2.09,0
13,13.00,-21.93,-24.24,0.69,4.69,10.57,2.09,2.09,0
14,14.00,-21.76,-23.93,0.36,3.83,11.14,1.97,1.97,0
15,15.00,-21.63,-23.32,0.62,2.88,11.52,2.38,2.38,0
16,16.00,-21.81,-22.68,0.67,2.20,11.95,3.55,2.20,0
17,17.00,-22.16,-22.43,0.43,2.06,12.01,4.93,2.06,0
18,18.00,-22.76,-22.22,0.64,2.13,11.09,6.54,2.13,0
19,19.02,-23.17,-22.21,0.40,2.47,10.37,7.16,2.47,0
20,20.00,-23.83,-22.36,0.68,2.98,9.95,6.99,2.98,0
21,21.00,-24.51,-22.59,0.72,3.62,9.73,6.60,3.62,0
22,22.00,-25.15,-22.82,0.68,4.23,9.56,6.01,4.23,0
23,23.00,-25.75,-23.01,0.62,4.02,9.43,5.31,4.02,0
24,24.00,-26.07,-23.08,0.33,3.99,9.11,4.38,3.99,0
25,25.00,-26.26,-23.11,0.19,4.24,8.77,3.37,3.37,1
26,26.00,-26.64,-23.15,0.38,4.91,8.69,2.67,2.67,1
27,27.00,-26.99,-23.02,0.37,5.70,8.66,2.20,2.20,1
28,28.00,-26.97,-22.94,0.08,6.41,8.40,1.63,1.63,1
29,29.00,-26.93,-22.90,0.06,7.14,8.27,1.19,1.19,1
30,30.00,-26.87,-22.79,0.13,7.85,8.21,1.36,1.36,1
31,31.00,-26.71,-22.44,0.38,8.55,8.28,1.77,1.77,1
32,32.00,-26.56,-21.94,0.53,9.31,8.60,2.12,2.12,1
33,33.00,-26.18,-21.41,0.65,9.89,8.66,1.45,1.45,1
34,34.00,-25.72,-21.05,0.59,10.45,8.00,1.15,1.15,1
35,35.01,-25.48,-20.93,0.26,11.22,7.46,1.70,1.70,1
36,36.00,-25.59,-20.89,0.12,12.24,7.29,2.73,2.73,1
37,37.00,-25.29,-21.09,0.36,11.12,6.79,3.37,3.37,1
38,38.00,-24.69,-21.32,0.64,9.47,6.14,3.73,3.73,1
39,39.00,-24.11,-21.22,0.59,7.92,5.69,4.17,4.17,1
40,40.00,-23.52,-20.90,0.66,6.43,5.31,4.78,4.78,1
41,41.01,-22.94,-20.50,0.70,4.96,5.05,5.45,4.96,1
42,42.00,-22.37,-20.17,0.66,3.52,4.95,6.16,3.52,1
43,43.00,-22.09,-20.06,0.30,2.32,5.33,6.96,2.32,1
44,44.00,-22.27,-20.08,0.18,1.45,6.24,7.42,1.45,2
45,45.00,-22.88,-20.32,0.66,1.02,7.56,7.11,1.02,2
46,46.00,-23.46,-20.67,0.67,0.92,9.09,6.53,0.92,2
47,47.00,-23.97,-21.10,0.67,1.43,10.54,5.74,1.43,2
48,48.00,-24.37,-21.67,0.70,2.32,12.14,4.67,2.32,2
49,49.00,-24.56,-22.30,0.66,3.44,12.86,3.36,3.36,2
50,50.00,-24.61,-22.97,0.67,4.60,12.58,1.99,1.99,2
51,51.00,-24.57,-23.33,0.36,4.34,11.99,0.87,0.87,2
52,52.00,-24.52,-23.47,0.15,4.07,11.22,0.65,0.65,3
53,53.00,-24.51,-23.43,0.04,3.80,10.34,1.16,1.16,3
54,54.00,-24.54,-22.98,0.45,3.45,9.18,1.21,1.21,3
55,55.00,-24.49,-22.93,0.07,3.74,8.40,1.69,1.69,3
56,56.00,-24.36,-22.52,0.43,4.00,7.37,2.26,2.26,3
57,57.00,-24.37,-23.11,0.60,4.95,7.12,3.60,3.60,3
58,58.02,-24.41,-23.37,0.25,5.83,6.71,3.51,3.51,3
59,59.00,-24.40,-23.35,0.02,6.61,6.26,2.85,2.85,3
60,60.00,-24.41,-23.35,0.00,7.45,5.93,2.46,2.46,3
61,61.00,-24.41,-23.35,0.00,8.34,5.73,2.43,2.43,3
62,62.01,-24.41,-23.35,0.00,9.26,5.69,2.79,2.79,3
63,63.00,-24.48,-23.42,0.10,10.24,5.86,3.49,3.49,3
64,64.00,-24.52,-23.45,0.05,10.87,6.12,4.33,4.33,3
65,65.00,-24.52,-23.45,0.00,9.92,6.17,5.16,5.16,3
66,66.00,-24.52,-23.46,0.00,9.02,5.90,6.02,5.90,3
67,67.00,-24.54,-23.47,0.02,8.15,5.81,6.97,5.81,3
68,68.00,-24.73,-23.64,0.25,7.51,6.07,8.09,6.07,3
69,69.00,-25.01,-23.88,0.37,7.04,6.62,8.68,6.62,3
70,70.00,-25.00,-23.85,0.03,6.28,6.97,7.93,6.28,3
71,71.00,-25.00,-23.85,0.00,5.61,7.45,6.92,5.61,3
72,72.00,-24.99,-23.82,0.03,5.03,8.00,5.78,5.03,3
73,73.00,-24.98,-23.80,0.03,4.56,8.55,4.55,4.55,3
74,74.00,-24.97,-23.79,0.01,4.31,9.32,3.29,3.29,3
75,75.00,-24.97,-23.79,0.00,4.30,10.05,2.06,2.06,3
76,76.00,-24.97,-23.79,0.00,4.51,10.87,0.99,0.99,3
77,77.00,-24.97,-23.79,0.00,4.92,11.62,0.18,0.18,3
78,78.01,-24.96,-23.79,0.01,5.14,12.54,0.63,0.63,3
79,79.00,-25.08,-23.55,0.27,4.42,13.29,0.89,0.89,3
80,80.00,-25.20,-23.29,0.28,3.92,14.01,1.48,1.48,3
81,81.00,-25.32,-23.00,0.32,3.72,13.82,2.12,2.12,3
82,82.00,-25.31,-22.98,0.02,4.02,12.91,3.10,3.10,3
83,83.00,-25.31,-22.95,0.04,4.52,12.04,2.91,2.91,3
84,84.00,-25.32,-22.93,0.02,5.21,11.20,2.50,2.50,3
85,85.00,-25.27,-22.87,0.08,5.89,10.36,2.38,2.38,3
86,86.00,-25.25,-22.84,0.04,6.65,9.57,2.69,2.69,3
87,87.00,-25.23,-22.83,0.02,7.51,8.85,3.31,3.31,3
88,88.01,-25.22,-22.84,0.01,8.41,8.23,4.05,4.05,3
89,89.00,-25.21,-22.84,0.01,9.30,7.71,4.92,4.92,3
90,90.00,-25.20,-22.85,0.01,10.19,7.20,5.80,5.80,3
91,91.00,-25.20,-22.83,0.01,11.18,6.84,6.73,6.73,3
92,92.00,-25.17,-22.84,0.03,11.31,6.59,7.61,6.59,3
93,93.00,-25.16,-22.83,0.01,10.39,6.50,8.57,6.50,3
94,94.00,-25.16,-22.82,0.01,9.43,6.53,9.00,6.53,3
95,95.00,-25.16,-22.82,0.01,8.49,6.70,8.28,6.70,3
96,96.00,-25.15,-22.80,0.01,7.59,7.02,7.31,7.02,3
97,97.00,-25.15,-22.79,0.01,6.73,7.06,6.20,6.20,3
98,98.00,-25.15,-22.78,0.01,5.90,6.70,4.97,4.97,3
99,99.00,-25.14,-22.78,0.01,5.10,6.51,3.78,3.78,3
100,100.00,-25.14,-22.77,0.01,4.39,6.47,2.65,2.65,3
