step,time_s,robot_x,robot_y,speed_mps,diag_actor_dist,linear_actor_dist,triangle_actor_dist,dmin,goals_count
1,6.67,-19.50,-22.10,nan,5.84,10.24,4.30,4.30,0
2,6.67,-19.50,-22.10,nan,5.84,10.24,4.30,4.30,0
3,6.67,-19.50,-22.10,nan,5.84,8.00,4.30,4.30,0
4,6.67,-19.50,-22.10,nan,1.41,8.00,4.30,1.41,0
5,6.67,-19.50,-22.10,nan,1.41,8.00,6.34,1.41,0
6,6.67,-19.50,-22.10,nan,1.41,7.95,6.34,1.41,0
7,7.00,-19.60,-22.10,0.29,1.05,7.37,6.37,1.05,0
8,8.00,-20.29,-22.03,0.70,1.07,6.50,5.98,1.07,0
9,9.00,-20.98,-21.89,0.70,1.14,5.69,5.32,1.14,0
10,10.00,-21.60,-21.62,0.68,1.15,4.98,3.66,1.15,0
11,11.00,-22.17,-21.23,0.69,1.13,4.45,2.02,1.13,0
12,12.00,-22.68,-20.87,0.62,1.30,4.33,0.69,0.69,0
13,13.00,-23.16,-20.57,0.57,1.62,4.64,1.28,1.28,0
14,14.00,-23.52,-20.37,0.41,2.14,5.14,2.70,2.14,0
15,15.00,-23.69,-20.25,0.21,2.90,5.65,3.88,2.90,0
16,16.00,-23.76,-20.15,0.12,2.32,6.19,4.97,2.32,1
17,17.00,-23.57,-20.68,0.56,1.86,6.25,5.50,1.86,1
18,18.00,-23.55,-21.14,0.47,1.55,6.52,6.23,1.55,1
19,19.00,-23.52,-21.23,0.09,1.37,6.94,7.17,1.37,1
20,20.00,-23.54,-21.24,0.03,1.77,6.30,8.09,1.77,1
21,21.00,-24.09,-21.44,0.58,3.10,6.11,7.92,3.10,1
22,22.00,-24.44,-21.56,0.37,4.31,6.05,7.34,4.31,1
23,23.00,-24.59,-21.61,0.17,5.37,6.04,6.43,5.37,2
24,24.00,-24.68,-21.68,0.10,6.38,6.11,5.37,5.37,2
25,25.00,-24.09,-21.87,0.61,6.72,5.70,3.69,3.69,2
26,26.00,-23.85,-22.21,0.43,7.42,5.99,2.36,2.36,2
27,27.00,-23.73,-22.74,0.54,8.23,6.74,1.33,1.33,2
28,28.00,-23.74,-23.03,0.29,9.18,7.65,1.31,1.31,2
29,29.00,-23.91,-23.21,0.24,10.29,8.65,1.64,1.64,2
30,30.00,-24.07,-23.27,0.18,9.80,9.62,1.60,1.60,2
31,31.00,-24.32,-23.21,0.26,9.11,10.55,1.73,1.73,3
32,32.00,-24.12,-23.39,0.28,8.01,11.45,2.74,2.74,3
33,33.00,-23.72,-23.42,0.40,6.76,12.18,3.85,3.85,3
34,34.00,-23.62,-23.39,0.11,5.82,13.02,4.21,4.21,3
35,35.00,-23.62,-23.39,0.00,5.07,13.68,3.39,3.39,3
36,36.00,-23.58,-23.35,0.05,4.35,12.71,2.64,2.64,3
37,37.00,-23.59,-23.36,0.01,3.82,11.79,2.16,2.16,3
38,38.00,-23.57,-23.34,0.03,3.45,10.86,2.03,2.03,3
39,39.00,-23.52,-23.26,0.09,3.30,9.89,2.31,2.31,3
40,40.00,-23.50,-23.23,0.04,3.50,8.99,2.96,2.96,3
41,41.00,-23.48,-23.18,0.05,3.93,8.12,3.76,3.76,3
42,42.00,-23.48,-23.17,0.01,4.57,7.42,4.65,4.57,3
43,43.00,-23.48,-23.17,0.00,5.33,6.62,5.56,5.33,3
44,44.00,-23.48,-23.17,0.00,4.62,5.99,6.51,4.62,3
45,45.00,-23.48,-23.17,0.00,3.96,5.46,7.38,3.96,3
46,46.00,-23.48,-23.16,0.00,3.47,5.06,6.85,3.47,3
47,47.00,-23.48,-23.16,0.00,3.20,4.84,5.96,3.20,3
48,48.00,-23.48,-23.16,0.00,3.24,4.78,4.89,3.24,3
49,49.00,-23.45,-23.15,0.03,3.54,4.90,3.69,3.54,3
50,50.00,-23.43,-23.14,0.02,4.06,5.23,2.49,2.49,3
