step,time_s,robot_x,robot_y,speed_mps,diag_actor_dist,linear_actor_dist,triangle_actor_dist,dmin,goals_count
1,5.38,-19.50,-22.10,nan,nan,nan,nan,nan,0
2,5.38,-19.51,-22.09,nan,nan,nan,nan,nan,0
3,5.38,-19.51,-22.09,nan,nan,nan,nan,nan,0
4,5.38,-19.51,-22.09,0.00,nan,nan,nan,nan,0
5,5.38,-19.51,-22.09,0.00,nan,nan,nan,nan,0
6,6.00,-19.78,-22.07,0.45,nan,nan,nan,nan,0
7,7.00,-20.40,-21.86,0.65,nan,nan,nan,nan,0
8,8.00,-20.83,-21.56,0.53,nan,nan,nan,nan,0
9,9.00,-20.87,-21.44,0.12,nan,nan,nan,nan,0
10,10.00,-20.85,-21.44,0.02,nan,nan,nan,nan,0
11,11.00,-20.83,-21.43,0.02,nan,nan,nan,nan,0
12,12.00,-20.82,-21.43,0.01,nan,nan,nan,nan,0
13,13.00,-20.82,-21.42,0.01,nan,nan,nan,nan,0
14,14.00,-20.81,-21.42,0.00,nan,nan,nan,nan,0
15,15.00,-20.81,-21.42,0.00,nan,nan,nan,nan,0
16,16.00,-20.81,-21.42,0.00,nan,nan,nan,nan,0
17,17.00,-20.80,-21.42,0.00,nan,nan,nan,nan,0
18,18.00,-20.80,-21.42,0.00,nan,nan,nan,nan,0
19,19.00,-20.80,-21.41,0.00,nan,nan,nan,nan,0
20,20.00,-20.80,-21.41,0.00,nan,nan,nan,nan,0
21,21.00,-20.79,-21.41,0.00,nan,nan,nan,nan,0
22,22.00,-20.79,-21.41,0.00,nan,nan,nan,nan,0
23,23.00,-20.79,-21.41,0.00,nan,nan,nan,nan,0
24,24.00,-20.79,-21.41,0.00,nan,nan,nan,nan,0
25,25.00,-20.79,-21.41,0.00,nan,nan,nan,nan,0
26,26.00,-20.79,-21.41,0.00,nan,nan,nan,nan,0
27,27.00,-20.79,-21.41,0.00,nan,nan,nan,nan,0
28,28.00,-20.79,-21.41,0.00,nan,nan,nan,nan,0
29,29.00,-20.78,-21.40,0.01,nan,nan,nan,nan,0
30,30.00,-20.78,-21.40,0.00,nan,nan,nan,nan,0
31,31.00,-20.78,-21.40,0.00,nan,nan,nan,nan,0
32,32.00,-20.78,-21.40,0.00,nan,nan,nan,nan,0
33,33.00,-20.78,-21.40,0.00,nan,nan,nan,nan,0
34,34.00,-20.78,-21.40,0.00,nan,nan,nan,nan,0
35,35.00,-20.78,-21.40,0.00,nan,nan,nan,nan,0
36,36.00,-20.78,-21.40,0.00,nan,nan,nan,nan,0
37,37.00,-20.78,-21.40,0.00,nan,nan,nan,nan,0
38,38.00,-20.78,-21.40,0.00,nan,nan,nan,nan,0
39,39.00,-20.78,-21.40,0.00,nan,nan,nan,nan,0
40,40.00,-20.78,-21.40,0.00,nan,nan,nan,nan,0
41,41.00,-20.78,-21.40,0.00,nan,nan,nan,nan,0
42,42.00,-20.78,-21.40,0.00,nan,nan,nan,nan,0
43,43.00,-20.78,-21.40,0.00,nan,nan,nan,nan,0
44,44.00,-20.78,-21.40,0.00,nan,nan,nan,nan,0
45,45.00,-20.78,-21.40,0.00,nan,nan,nan,nan,0
46,46.00,-20.78,-21.40,0.00,nan,nan,nan,nan,0
47,47.00,-20.78,-21.40,0.00,nan,nan,nan,nan,0
48,48.00,-20.78,-21.40,0.00,nan,nan,nan,nan,0
49,49.00,-19.50,-22.10,1.46,nan,nan,nan,nan,0
50,50.00,-19.99,-22.02,0.49,nan,nan,nan,nan,0
