step,time_s,robot_x,robot_y,speed_mps,diag_actor_dist,linear_actor_dist,triangle_actor_dist,dmin,goals_count
1,7.86,-19.51,-22.09,nan,nan,nan,nan,nan,0
2,7.86,-19.51,-22.09,nan,nan,nan,nan,nan,0
3,7.86,-19.51,-22.09,nan,nan,nan,nan,nan,0
4,7.87,-19.51,-22.09,0.00,nan,nan,nan,nan,0
5,7.87,-19.51,-22.09,0.00,nan,nan,nan,nan,0
6,7.88,-19.51,-22.09,0.00,nan,nan,nan,nan,0
7,7.88,-19.51,-22.09,nan,nan,nan,nan,nan,0
8,8.00,-19.51,-22.09,0.00,nan,nan,nan,nan,0
9,9.00,-19.48,-22.06,0.04,nan,nan,nan,nan,0
10,10.00,-19.24,-22.42,0.43,nan,nan,nan,nan,0
11,11.00,-19.26,-22.98,0.56,nan,nan,nan,nan,0
12,12.00,-19.52,-23.49,0.57,nan,nan,nan,nan,0
13,13.00,-20.06,-23.77,0.61,nan,nan,nan,nan,0
14,14.00,-20.73,-23.85,0.68,nan,nan,nan,nan,0
15,15.00,-21.33,-23.73,0.61,nan,nan,nan,nan,0
16,16.00,-21.61,-23.61,0.31,nan,nan,nan,nan,0
17,17.00,-21.70,-23.53,0.12,nan,nan,nan,nan,1
18,18.00,-21.65,-23.25,0.28,nan,nan,nan,nan,1
19,19.00,-21.55,-23.08,0.20,nan,nan,nan,nan,1
20,20.00,-21.52,-23.02,0.07,nan,nan,nan,nan,1
21,21.00,-21.52,-22.98,0.04,nan,nan,nan,nan,1
22,22.00,-21.53,-22.94,0.05,nan,nan,nan,nan,1
23,23.00,-21.54,-22.93,0.01,nan,nan,nan,nan,1
24,24.00,-21.55,-22.92,0.01,nan,nan,nan,nan,1
25,25.00,-21.56,-22.91,0.01,nan,nan,nan,nan,2
26,26.00,-21.53,-23.00,0.08,nan,nan,nan,nan,2
27,27.00,-21.66,-23.40,0.42,nan,nan,nan,nan,2
28,28.00,-22.01,-23.79,0.53,nan,nan,nan,nan,2
29,29.00,-22.36,-24.02,0.42,nan,nan,nan,nan,2
30,30.00,-22.47,-24.02,0.10,nan,nan,nan,nan,2
31,31.00,-22.61,-23.99,0.15,nan,nan,nan,nan,2
32,32.00,-22.84,-23.95,0.23,nan,nan,nan,nan,2
33,33.00,-23.51,-23.92,0.67,nan,nan,nan,nan,2
34,34.00,-24.17,-24.03,0.67,nan,nan,nan,nan,2
35,35.00,-24.80,-24.24,0.67,nan,nan,nan,nan,2
36,36.00,-25.43,-24.48,0.67,nan,nan,nan,nan,2
37,37.00,-26.01,-24.65,0.61,nan,nan,nan,nan,2
38,38.00,-26.32,-24.71,0.31,nan,nan,nan,nan,2
39,39.00,-26.48,-24.73,0.17,nan,nan,nan,nan,3
40,40.00,-26.54,-24.74,0.05,nan,nan,nan,nan,3
