step,time_s,robot_x,robot_y,speed_mps,diag_actor_dist,linear_actor_dist,triangle_actor_dist,dmin,goals_count
1,6.68,-19.50,-22.10,nan,3.56,8.45,2.41,2.41,0
2,6.68,-19.50,-22.10,nan,3.56,8.45,2.41,2.41,0
3,6.68,-19.50,-22.10,nan,3.56,9.74,2.41,2.41,0
4,6.68,-19.50,-22.10,nan,1.42,9.74,2.41,1.42,0
5,6.68,-19.50,-22.10,nan,1.42,9.74,6.18,1.42,0
6,6.68,-19.50,-22.10,nan,1.42,9.74,6.18,1.42,0
7,7.00,-19.58,-22.10,0.25,2.05,9.15,6.23,2.05,0
8,8.00,-20.23,-22.04,0.65,3.64,8.24,5.58,3.64,0
9,9.00,-20.58,-21.96,0.36,4.96,7.29,5.30,4.96,0
10,10.00,-20.73,-21.91,0.15,6.09,6.35,5.39,5.39,1
11,11.00,-20.90,-21.75,0.23,7.27,5.36,5.56,5.36,1
12,12.00,-20.93,-21.78,0.04,6.96,4.52,4.73,4.52,1
13,13.00,-20.98,-21.86,0.10,6.01,3.81,3.74,3.74,1
14,14.00,-21.26,-21.95,0.29,5.30,3.37,2.52,2.52,1
15,15.00,-21.77,-21.98,0.51,4.85,3.37,1.06,1.06,1
16,16.00,-21.82,-21.96,0.05,3.96,3.22,0.02,0.02,1
17,17.00,-21.81,-21.92,0.04,3.06,3.33,1.00,1.00,1
18,18.00,-21.84,-21.91,0.03,2.26,3.71,2.02,2.02,1
19,19.00,-21.84,-21.90,0.02,1.62,4.27,3.01,1.62,1
20,20.00,-21.93,-22.01,0.15,1.59,4.93,4.01,1.59,1
21,21.00,-22.33,-22.45,0.59,2.32,5.10,5.22,2.32,1
22,22.00,-22.90,-22.76,0.65,3.02,4.75,6.66,3.02,1
23,23.00,-23.48,-22.89,0.59,3.55,4.90,7.17,3.55,1
24,24.00,-24.05,-22.68,0.61,3.78,5.40,6.97,3.78,1
25,25.00,-24.52,-22.27,0.63,3.89,5.91,6.55,3.89,1
26,26.00,-24.76,-21.73,0.59,2.92,6.20,5.86,2.92,1
27,27.00,-24.63,-21.22,0.52,1.92,6.19,4.93,1.92,1
28,28.00,-24.38,-21.11,0.28,1.56,6.17,3.88,1.56,2
29,29.00,-24.17,-21.17,0.22,1.71,6.40,3.08,1.71,2
30,30.00,-23.92,-21.35,0.32,2.18,6.83,2.69,2.18,2
31,31.00,-23.90,-21.38,0.03,2.93,7.48,2.84,2.84,2
32,32.00,-23.89,-21.26,0.12,3.77,8.12,2.97,2.97,2
33,33.00,-23.62,-20.69,0.63,4.48,8.29,2.95,2.95,2
34,34.00,-23.29,-20.23,0.57,5.23,8.54,2.97,2.97,2
35,35.00,-23.38,-20.71,0.49,6.19,9.84,2.58,2.58,2
36,36.00,-23.30,-20.22,0.50,7.22,10.26,2.81,2.81,2
37,37.00,-22.93,-19.77,0.57,8.02,9.96,2.53,2.53,2
38,38.00,-22.58,-19.54,0.42,8.78,8.69,2.23,2.23,2
39,39.00,-22.54,-19.55,0.05,9.73,7.80,1.89,1.89,2
40,40.00,-22.52,-19.58,0.03,8.93,6.98,1.92,1.92,2
41,41.00,-22.41,-19.78,0.23,7.75,6.26,2.22,2.22,2
42,42.00,-22.11,-20.29,0.59,6.28,5.67,2.37,2.37,2
43,43.00,-21.62,-20.68,0.63,4.70,4.86,2.62,2.62,2
44,44.00,-21.36,-20.77,0.27,3.44,4.00,3.19,3.19,2
45,45.00,-21.35,-20.75,0.02,2.45,3.36,4.19,2.45,2
46,46.00,-21.30,-20.71,0.07,1.42,2.88,5.12,1.42,2
47,47.00,-21.26,-20.67,0.05,0.41,2.74,6.08,0.41,2
48,48.00,-21.26,-20.67,0.00,0.61,3.00,6.18,0.61,2
49,49.00,-21.26,-20.67,0.00,1.59,3.45,5.55,1.59,2
50,50.00,-21.26,-20.67,0.00,2.59,4.17,4.81,2.59,2
51,51.00,-21.26,-20.67,0.00,3.56,4.94,4.12,3.56,2
52,52.00,-21.26,-20.67,0.00,4.54,5.80,3.66,3.66,2
53,53.00,-21.22,-20.58,0.10,5.55,6.09,3.69,3.69,2
54,54.00,-20.79,-20.31,0.51,4.88,5.28,4.47,4.47,2
55,55.00,-20.79,-20.27,0.04,3.89,4.46,5.07,3.89,2
56,56.00,-21.27,-20.38,0.49,2.49,3.89,5.23,2.49,2
57,57.00,-20.62,-20.27,0.66,2.12,2.86,6.07,2.12,2
58,58.00,-19.94,-20.13,0.69,1.88,1.81,6.39,1.81,2
59,59.00,-19.26,-19.98,0.69,1.76,0.83,6.83,0.83,2
60,60.00,-19.09,-19.93,0.18,1.40,0.88,6.93,0.88,2
