step,time_s,robot_x,robot_y,speed_mps,diag_actor_dist,linear_actor_dist,triangle_actor_dist,dmin,goals_count
1,6.37,-19.50,-22.10,nan,nan,nan,nan,nan,0
2,6.37,-19.50,-22.10,nan,nan,nan,nan,nan,0
3,6.37,-19.50,-22.10,nan,nan,nan,nan,nan,0
4,6.38,-19.50,-22.10,0.00,nan,nan,nan,nan,0
5,6.38,-19.50,-22.10,0.00,nan,nan,nan,nan,0
6,6.38,-19.50,-22.10,nan,nan,nan,nan,nan,0
7,7.00,-19.23,-22.07,0.44,nan,nan,nan,nan,0
8,8.00,-18.62,-21.85,0.65,nan,nan,nan,nan,0
9,9.00,-18.04,-21.47,0.69,nan,nan,nan,nan,0
10,10.00,-17.53,-20.99,0.70,nan,nan,nan,nan,0
11,11.00,-17.06,-20.54,0.65,nan,nan,nan,nan,0
12,12.00,-16.53,-20.09,0.70,nan,nan,nan,nan,0
13,13.00,-16.02,-19.60,0.70,nan,nan,nan,nan,0
14,14.00,-15.64,-19.23,0.54,nan,nan,nan,nan,0
15,15.00,-15.46,-19.04,0.26,nan,nan,nan,nan,0
16,16.00,-15.47,-19.04,0.01,nan,nan,nan,nan,1
17,17.00,-15.92,-19.55,0.68,nan,nan,nan,nan,1
18,18.00,-16.39,-20.06,0.70,nan,nan,nan,nan,1
19,19.00,-16.89,-20.55,0.70,nan,nan,nan,nan,1
20,20.00,-17.09,-20.68,0.24,nan,nan,nan,nan,1
21,21.00,-17.12,-20.68,0.03,nan,nan,nan,nan,1
22,22.00,-17.10,-20.68,0.02,nan,nan,nan,nan,1
23,23.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
24,24.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
25,25.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
26,26.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
27,27.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
28,28.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
29,29.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
30,30.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
31,31.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
32,32.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
33,33.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
34,34.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
35,35.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
36,36.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
37,37.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
38,38.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
39,39.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
40,40.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
41,41.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
42,42.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
43,43.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
44,44.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
45,45.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
46,46.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
47,47.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
48,48.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
49,49.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
50,50.00,-17.10,-20.68,0.00,nan,nan,nan,nan,1
