step,time_s,robot_x,robot_y,speed_mps,diag_actor_dist,linear_actor_dist,triangle_actor_dist,dmin,goals_count
123,123.00,-23.25,-23.94,0.00,3.95,5.37,3.85,3.85,2
124,124.00,-23.25,-23.94,0.00,3.83,4.90,4.67,3.83,2
125,125.00,-23.25,-23.94,0.00,3.97,4.60,4.74,3.97,2
126,126.00,-23.25,-23.94,0.00,4.35,4.48,3.92,3.92,2
127,127.00,-23.25,-23.94,0.00,4.88,4.58,3.20,3.20,2
128,128.00,-23.25,-23.94,0.00,5.56,4.88,2.69,2.69,2
129,129.00,-23.25,-23.94,0.00,5.95,4.75,2.41,2.41,2
130,130.00,-23.25,-23.93,0.00,5.22,4.52,2.56,2.56,2
131,131.00,-23.25,-23.93,0.00,4.60,4.50,3.06,3.06,2
132,132.00,-23.25,-23.93,0.00,4.13,4.68,3.76,3.76,2
133,133.00,-23.25,-23.93,0.00,3.87,5.03,4.57,3.87,2
134,134.00,-23.23,-23.93,0.01,3.84,5.53,5.42,3.84,2
135,135.00,-23.21,-23.92,0.03,4.05,6.13,6.30,4.05,2
136,136.00,-23.21,-23.92,0.00,4.48,6.83,7.03,4.48,2
137,137.00,-23.21,-23.92,0.00,5.07,7.61,6.35,5.07,2
138,138.00,-23.17,-23.91,0.04,5.73,8.39,5.38,5.38,2
139,139.00,-23.12,-23.90,0.05,6.45,9.22,4.23,4.23,2
140,140.00,-23.09,-23.89,0.04,7.25,10.08,2.98,2.98,2
141,141.00,-23.05,-23.88,0.04,8.09,10.96,1.69,1.69,2
142,142.00,-23.02,-23.87,0.04,8.95,11.86,0.48,0.48,2
143,143.00,-23.49,-23.90,0.48,9.70,13.02,0.30,0.30,2
144,144.00,-23.56,-23.85,0.08,8.85,13.94,1.17,1.17,2
145,145.00,-23.55,-23.83,0.02,7.96,13.54,1.89,1.89,2
146,146.00,-23.55,-23.82,0.01,7.10,12.60,2.24,2.24,2
147,147.00,-23.55,-23.81,0.01,6.28,11.67,2.78,2.78,2
148,148.00,-23.54,-23.81,0.01,5.53,10.77,3.51,3.51,2
149,149.00,-23.55,-23.78,0.03,4.85,9.86,4.33,4.33,2
150,150.00,-23.51,-23.74,0.06,4.25,8.95,4.47,4.25,2
151,151.00,-23.50,-23.73,0.02,3.86,8.12,3.66,3.66,2
152,152.00,-23.50,-23.71,0.02,3.70,7.34,2.95,2.95,2
153,153.00,-23.49,-23.70,0.01,3.82,6.61,2.45,2.45,2
154,154.00,-23.49,-23.70,0.00,4.19,5.97,2.31,2.31,2
155,155.00,-23.49,-23.71,0.00,4.73,5.44,2.57,2.57,2
156,156.00,-23.48,-23.70,0.00,5.41,5.03,3.15,3.15,2
157,157.00,-23.48,-23.70,0.00,5.46,4.79,3.90,3.90,2
158,158.00,-23.48,-23.70,0.01,4.77,4.74,4.74,4.74,2
159,159.00,-23.48,-23.69,0.01,4.21,4.88,5.62,4.21,2
160,160.00,-23.47,-23.69,0.01,3.82,5.22,6.53,3.82,2
161,161.00,-23.47,-23.68,0.01,3.66,5.05,7.34,3.66,2
162,162.00,-23.48,-23.68,0.00,3.78,4.79,6.68,3.78,2
163,163.00,-23.47,-23.67,0.01,4.14,4.73,5.77,4.14,2
164,164.00,-23.47,-23.67,0.01,4.68,4.87,4.67,4.67,2
165,165.00,-23.47,-23.66,0.01,5.34,5.17,3.46,3.46,2
166,166.00,-23.46,-23.70,0.05,6.11,5.64,2.19,2.19,2
167,167.00,-23.42,-23.79,0.10,6.90,6.24,0.92,0.92,2
168,168.00,-23.51,-23.72,0.12,7.83,6.94,0.39,0.39,2
169,169.00,-23.95,-23.30,0.61,9.14,7.70,0.99,0.99,2
170,170.00,-23.72,-23.30,0.24,9.83,8.28,1.81,1.81,2
171,171.00,-23.54,-23.26,0.18,9.53,8.96,2.14,2.14,2
172,172.00,-23.55,-23.26,0.01,8.60,9.82,2.47,2.47,2
173,173.00,-23.55,-23.26,0.00,7.69,10.70,3.09,3.09,2
174,174.00,-23.55,-23.26,0.00,6.80,11.59,3.86,3.86,2
175,175.00,-23.55,-23.26,0.00,5.95,12.42,4.09,4.09,2
176,176.00,-23.55,-23.26,0.00,5.17,13.44,3.26,3.26,2
177,177.00,-23.55,-23.26,0.00,4.45,12.97,2.53,2.53,2
178,178.00,-23.53,-23.26,0.02,3.84,12.04,2.03,2.03,2
179,179.00,-23.47,-23.18,0.10,3.33,11.03,1.84,1.84,2
180,180.00,-23.46,-23.16,0.02,3.17,10.12,2.24,2.24,2
181,181.00,-23.44,-23.13,0.04,3.30,9.22,2.91,2.91,2
182,182.00,-23.42,-23.10,0.03,3.72,8.34,3.74,3.72,2
183,183.00,-23.39,-23.05,0.07,4.30,7.49,4.60,4.30,2
184,184.00,-23.30,-23.01,0.09,5.07,6.67,5.45,5.07,2
185,185.00,-23.15,-22.98,0.16,4.84,5.92,6.27,4.84,2
186,186.00,-22.79,-22.92,0.37,4.19,4.93,6.80,4.19,2
187,187.00,-22.15,-22.96,0.64,3.80,3.89,5.57,3.80,2
188,188.00,-21.51,-23.18,0.68,3.57,2.97,4.02,2.97,2
189,189.00,-20.92,-23.53,0.69,3.45,2.22,2.29,2.22,2
190,190.00,-20.43,-23.95,0.64,3.41,1.70,0.57,0.57,2
191,191.00,-20.32,-23.98,0.11,3.03,2.01,0.99,0.99,2
192,192.00,-20.35,-23.97,0.03,2.88,2.77,2.16,2.16,2
193,193.00,-20.39,-23.90,0.08,3.05,2.43,3.26,2.43,2
194,194.00,-20.41,-23.87,0.03,3.54,1.85,4.22,1.85,2
195,195.00,-20.41,-23.87,0.01,4.22,1.67,4.97,1.67,2
196,196.00,-20.41,-23.87,0.00,5.01,2.01,5.30,2.01,2
197,197.00,-20.41,-23.87,0.00,5.86,2.68,5.62,2.68,2
198,198.00,-20.41,-23.87,0.00,6.75,3.51,6.06,3.51,2
199,199.00,-20.41,-23.87,0.00,6.23,4.40,6.63,4.40,2
200,200.00,-20.41,-23.87,0.00,5.36,5.33,6.83,5.33,2
201,201.00,-20.41,-23.87,0.00,4.54,6.27,5.86,4.54,2
202,202.00,-20.41,-23.87,0.00,3.81,7.23,4.89,3.81,2
203,203.00,-20.41,-23.87,0.00,3.22,8.20,3.93,3.22,2
204,204.00,-20.41,-23.87,0.00,2.87,9.18,2.99,2.87,2
205,205.00,-20.41,-23.87,0.00,2.84,10.16,2.09,2.09,2
206,206.00,-20.41,-23.87,0.00,3.14,11.15,1.34,1.34,2
207,207.00,-20.41,-23.87,0.00,3.69,12.14,1.13,1.13,2
208,208.00,-20.41,-23.87,0.00,4.39,13.13,1.65,1.65,2
209,209.00,-20.41,-23.88,0.00,5.20,12.54,2.46,2.46,2
210,210.00,-20.41,-23.88,0.00,6.05,11.55,3.37,3.37,2
211,211.81,-20.16,-22.24,0.92,6.91,8.13,4.22,4.22,2
212,212.00,-20.24,-22.31,0.55,7.07,8.01,4.15,4.15,2
213,213.00,-20.42,-22.47,0.24,6.22,7.24,3.43,3.43,2
214,214.00,-20.49,-21.93,0.54,4.91,5.80,3.05,3.05,2
215,215.00,-20.64,-21.75,0.24,3.74,4.78,2.69,2.69,2
216,216.00,-20.70,-21.72,0.07,2.72,3.92,2.59,2.59,2
217,217.00,-20.79,-21.71,0.10,1.75,3.20,2.95,1.75,2
218,218.00,-20.93,-21.73,0.14,1.04,2.76,3.54,1.04,2
219,219.00,-21.02,-21.74,0.09,1.24,2.47,4.22,1.24,3
220,220.00,-21.04,-21.75,0.02,2.00,2.53,4.83,2.00,3
221,221.00,-20.89,-21.79,0.16,2.74,2.76,5.03,2.74,3
222,222.00,-20.51,-22.08,0.47,3.28,2.92,5.30,2.92,3
223,223.00,-20.02,-22.22,0.51,3.74,3.40,5.95,3.40,3
224,224.00,-19.41,-22.09,0.62,4.11,4.36,6.78,4.11,3
225,225.00,-18.82,-21.80,0.66,4.59,3.99,7.44,3.99,3
226,226.00,-18.47,-21.49,0.47,5.26,3.33,6.75,3.33,3
227,227.00,-18.20,-21.05,0.52,4.28,2.83,6.05,2.83,3
228,228.00,-18.08,-20.79,0.28,3.33,2.13,5.29,2.13,4
229,229.00,-18.08,-20.78,0.01,2.38,1.19,4.47,1.19,4
230,230.00,-18.16,-21.10,0.33,1.31,0.44,3.55,0.44,4
231,231.00,-18.19,-21.07,0.04,0.62,1.24,2.88,0.62,4
232,232.00,-18.28,-20.82,0.26,0.98,1.96,2.60,0.98,4
233,233.00,-18.58,-20.42,0.50,1.57,2.45,2.96,1.57,4
234,234.00,-19.19,-20.18,0.65,1.85,3.39,3.77,1.85,4
235,235.00,-18.93,-20.27,0.27,2.98,4.42,4.33,2.98,4
236,236.00,-18.43,-20.54,0.57,4.44,5.64,4.65,4.44,4
237,237.00,-17.95,-20.94,0.63,5.97,7.04,3.84,3.84,4
238,238.00,-17.53,-21.40,0.61,7.44,8.51,3.13,3.13,4
239,239.00,-17.41,-21.57,0.21,8.60,9.68,3.15,3.15,4
240,240.00,-17.39,-21.59,0.03,9.38,10.69,3.73,3.73,4
241,241.00,-17.39,-21.59,0.01,8.38,10.00,4.61,4.61,4
242,242.00,-17.39,-21.61,0.02,7.40,9.03,5.61,5.61,4
243,243.00,-17.40,-21.66,0.05,6.44,8.09,6.60,6.44,4
244,244.00,-17.42,-21.83,0.18,5.48,7.28,7.44,5.48,4
245,245.00,-17.48,-22.21,0.38,4.57,6.66,8.03,4.57,4
246,246.00,-17.49,-22.70,0.49,3.79,6.16,8.21,3.79,4
247,247.00,-17.44,-22.82,0.13,2.93,5.32,8.37,2.93,4
248,248.00,-17.10,-23.27,0.55,2.55,4.97,8.98,2.55,4
249,249.00,-16.63,-23.64,0.60,2.28,4.46,9.91,2.28,4
250,250.00,-16.35,-23.66,0.28,1.68,3.85,10.42,1.68,4
251,251.00,-16.13,-23.57,0.25,1.11,3.16,9.61,1.11,4
252,252.00,-16.06,-23.54,0.08,1.18,2.75,8.69,1.18,4
253,253.00,-15.63,-23.40,0.44,1.45,3.08,8.08,1.45,4
254,254.00,-15.13,-23.37,0.51,1.43,3.85,7.58,1.43,4
255,255.00,-14.94,-23.39,0.19,0.50,4.48,6.80,0.50,4
256,256.00,-14.93,-23.39,0.01,0.98,5.03,5.85,0.98,4
257,257.00,-14.95,-23.36,0.04,1.89,4.63,4.89,1.89,4
258,258.00,-14.95,-23.33,0.02,2.85,4.13,3.98,2.85,4
259,259.00,-14.93,-23.33,0.02,3.85,3.83,3.14,3.14,4
260,260.00,-14.89,-23.35,0.04,4.87,3.79,2.39,2.39,4
261,261.00,-14.82,-23.41,0.10,5.95,4.09,1.85,1.85,5
262,262.00,-14.83,-23.38,0.04,6.92,4.50,2.23,2.23,5
263,263.00,-15.36,-23.08,0.60,7.31,4.52,2.64,2.64,5
264,264.00,-15.97,-22.78,0.68,7.63,4.66,3.15,3.15,5
265,265.00,-16.42,-22.38,0.60,8.05,4.96,3.94,3.94,5
266,266.00,-16.54,-22.26,0.17,8.88,5.70,4.97,4.97,5
267,267.00,-16.45,-21.72,0.54,9.78,6.15,6.36,6.15,5
268,268.00,-16.35,-21.03,0.70,10.01,6.46,7.75,6.46,5
269,269.00,-16.38,-20.44,0.59,8.90,6.83,8.86,6.83,5
270,270.00,-16.71,-20.16,0.43,7.58,7.44,9.37,7.44,5
271,271.00,-16.93,-20.12,0.23,6.42,8.34,9.33,6.42,6
272,272.00,-17.50,-20.35,0.61,4.91,9.50,8.56,4.91,6
273,273.00,-18.15,-20.49,0.66,3.32,8.83,7.80,3.32,6
274,274.00,-18.81,-20.44,0.66,1.76,7.81,7.18,1.76,6
275,275.00,-19.46,-20.25,0.68,0.93,6.72,6.64,0.93,6
276,276.00,-20.15,-20.07,0.71,2.06,5.75,5.06,2.06,6
277,277.00,-20.83,-19.96,0.69,3.63,5.01,3.58,3.58,6
278,278.00,-21.52,-19.87,0.70,5.26,4.54,2.31,2.31,6
279,279.00,-22.21,-19.79,0.69,6.90,4.40,1.84,1.84,6
280,280.00,-22.90,-19.70,0.69,8.58,4.60,2.65,2.65,6
281,281.00,-23.43,-19.64,0.53,10.09,4.96,3.90,3.90,6
282,282.00,-23.68,-19.60,0.25,10.43,5.26,5.05,5.05,7
283,283.00,-23.38,-19.58,0.29,9.16,5.22,5.79,5.22,7
284,284.00,-22.81,-19.39,0.61,7.71,5.27,6.41,5.27,7
285,285.00,-22.64,-19.26,0.21,6.62,5.83,7.32,5.83,7
286,286.00,-22.57,-19.22,0.08,5.59,6.52,8.26,5.59,7
287,287.00,-22.52,-18.96,0.26,4.71,7.50,8.12,4.71,7
288,288.00,-22.45,-18.59,0.38,3.94,8.67,7.72,3.94,8
289,289.00,-22.20,-18.14,0.52,3.24,8.23,7.28,3.24,8
290,290.00,-21.64,-18.00,0.58,2.55,7.27,6.63,2.55,8
291,291.00,-21.24,-18.04,0.40,2.41,6.21,6.23,2.41,8
292,292.00,-21.14,-18.02,0.10,2.81,5.34,6.25,2.81,8
293,293.00,-21.13,-18.37,0.35,3.26,4.32,6.16,3.26,8
294,294.00,-21.08,-19.05,0.68,4.01,3.08,5.99,3.08,8
295,295.00,-20.93,-19.74,0.70,5.18,2.45,6.03,2.45,8
296,296.00,-20.68,-20.18,0.51,5.39,2.65,5.97,2.65,8
297,297.00,-20.10,-20.53,0.67,5.04,3.25,6.02,3.25,8
298,298.00,-19.46,-20.74,0.68,4.75,4.01,6.47,4.01,8
299,299.00,-19.71,-20.84,0.27,3.56,5.24,6.29,3.56,8
300,300.00,-20.23,-21.18,0.62,2.19,6.59,6.00,2.19,8
301,301.00,-20.49,-21.76,0.64,1.42,8.28,5.00,1.42,8
302,302.00,-20.56,-22.37,0.62,1.48,9.87,4.17,1.48,8
303,303.00,-20.54,-22.68,0.31,1.83,11.15,3.33,1.83,8
304,304.00,-20.40,-23.34,0.67,2.61,12.75,2.81,2.61,8
305,305.00,-20.28,-23.86,0.54,3.35,12.35,2.32,2.32,8
306,306.00,-20.20,-24.09,0.25,4.03,11.57,1.74,1.74,8
307,307.00,-20.17,-24.18,0.09,4.77,10.66,1.32,1.32,9
308,308.00,-20.37,-23.80,0.43,5.70,9.34,1.44,1.44,9
309,309.00,-20.76,-23.25,0.67,6.96,7.94,2.67,2.67,9
310,310.00,-20.97,-23.07,0.28,6.86,6.90,3.78,3.78,9
311,311.00,-21.19,-23.00,0.23,6.14,6.02,5.10,5.10,9
312,312.00,-21.87,-22.82,0.71,5.89,5.39,5.54,5.39,9
313,313.00,-22.47,-22.61,0.63,5.56,4.96,5.35,4.96,9
314,314.00,-22.79,-22.46,0.35,4.97,4.64,4.71,4.64,9
315,315.00,-22.96,-22.36,0.20,4.27,4.45,3.82,3.82,10
316,316.00,-22.78,-22.50,0.23,3.35,4.15,2.54,2.54,10
317,317.00,-22.22,-22.73,0.60,2.50,3.62,1.45,1.45,10
318,318.00,-21.69,-22.75,0.54,2.29,3.42,2.15,2.15,10
319,319.00,-21.56,-22.63,0.18,2.67,3.98,3.16,2.67,10
320,320.00,-21.53,-22.54,0.09,3.36,4.77,3.94,3.36,10
321,321.00,-21.54,-22.51,0.04,4.17,4.09,4.22,4.09,10
322,322.00,-21.52,-22.34,0.17,4.96,3.56,4.27,3.56,10
323,323.00,-21.46,-21.83,0.51,5.67,3.30,4.42,3.30,10
324,324.00,-21.41,-21.76,0.09,5.12,2.93,4.72,2.93,10
325,325.00,-21.25,-21.87,0.19,4.35,2.68,5.22,2.68,10
326,326.00,-20.66,-22.04,0.62,4.00,2.52,4.98,2.52,10
327,327.00,-20.12,-22.04,0.54,3.48,2.84,4.51,2.84,10
328,328.00,-19.57,-21.85,0.58,2.88,3.33,4.03,2.88,10
329,329.00,-19.09,-21.52,0.58,2.15,3.85,3.55,2.15,10
330,330.00,-18.81,-20.96,0.62,1.31,4.14,3.11,1.31,10
331,331.00,-18.71,-20.34,0.62,1.09,4.61,3.03,1.09,10
332,332.00,-18.75,-20.00,0.34,1.73,5.28,3.10,1.73,10
333,333.00,-18.86,-19.82,0.21,2.66,6.10,3.47,2.66,10
334,334.00,-18.99,-19.73,0.16,3.68,7.03,4.03,3.68,11
335,335.00,-19.55,-19.74,0.57,5.04,8.12,4.92,4.92,11
336,336.00,-20.15,-19.98,0.64,6.40,9.36,5.91,5.91,11
337,337.00,-20.72,-20.36,0.69,7.75,9.00,5.92,5.92,11
338,338.00,-20.66,-20.39,0.07,6.90,8.04,5.26,5.26,11
339,339.00,-20.83,-20.39,0.17,6.06,7.15,4.70,4.70,11
340,340.00,-21.10,-20.52,0.29,5.25,6.44,4.12,4.12,11
341,341.00,-21.01,-20.55,0.09,4.17,5.52,3.73,3.73,11
342,342.00,-21.00,-20.58,0.03,3.15,4.75,3.78,3.15,11
343,343.00,-21.00,-20.59,0.01,2.17,3.88,4.20,2.17,11
344,344.00,-21.05,-20.64,0.07,1.21,3.25,4.71,1.21,11
345,345.00,-21.18,-20.74,0.16,0.33,2.89,5.13,0.33,11
346,346.00,-21.59,-20.97,0.48,0.62,3.08,4.81,0.62,11
347,347.00,-21.94,-21.28,0.46,1.45,3.39,4.06,1.45,11
348,348.00,-21.99,-21.39,0.12,2.36,3.60,3.89,2.36,11
349,349.00,-21.99,-21.39,0.00,3.27,3.99,4.06,3.27,11
350,350.00,-21.99,-21.39,0.00,4.22,4.55,4.40,4.22,11
351,351.00,-21.99,-21.39,0.00,5.20,5.25,3.55,3.55,11
352,352.00,-21.99,-21.39,0.00,4.22,5.99,2.58,2.58,11
353,353.00,-21.99,-21.39,0.00,3.27,5.21,1.61,1.61,11
354,354.00,-21.99,-21.39,0.00,2.36,4.52,0.70,0.70,11
355,355.00,-21.97,-21.36,0.04,1.51,3.96,0.64,0.64,11
356,356.00,-21.95,-21.33,0.04,0.96,3.57,1.52,0.96,11
357,357.00,-21.92,-21.28,0.06,1.20,3.37,2.39,1.20,11
358,358.00,-21.91,-21.40,0.12,2.02,3.47,3.37,2.02,11
359,359.00,-21.89,-21.63,0.23,2.91,3.94,4.20,2.91,11
360,360.00,-21.84,-21.70,0.09,3.79,4.56,5.11,3.79,11
361,361.00,-21.83,-21.77,0.07,4.71,5.36,6.06,4.71,11
362,362.00,-21.84,-21.83,0.06,5.69,6.23,5.97,5.69,11
363,363.00,-22.01,-22.34,0.53,6.77,7.61,5.13,5.13,11
364,364.00,-22.23,-22.99,0.69,7.92,9.20,4.09,4.09,11
365,365.00,-22.37,-23.38,0.41,8.78,10.55,2.95,2.95,11
