sequence,timestamp,concat_min,concat_max,concat_mean,concat_std
1,1732071502017,0.0,0.13894975185394287,0.02594190090894699,0.03275536000728607
2,1732071502255,0.0,0.13964371383190155,0.025879068300127983,0.032822512090206146
3,1732071502259,0.0,0.13996005058288574,0.025851530954241753,0.03285536542534828
4,1732071502261,0.0,0.14013805985450745,0.025835037231445312,0.032875362783670425
5,1732071502264,0.0,0.1402568519115448,0.02582172490656376,0.03288827836513519
6,1732071502267,0.0,0.14034336805343628,0.025818902999162674,0.03290155529975891
7,1732071502270,0.0,0.14044363796710968,0.025812523439526558,0.03290928155183792
8,1732071502272,0.0,0.14048531651496887,0.02580702304840088,0.032914210110902786
9,1732071502275,0.0,0.14052894711494446,0.025804447010159492,0.032921724021434784
10,1732071502277,0.0,0.14059054851531982,0.025801073759794235,0.032929133623838425
11,1732071502280,0.0,0.14062677323818207,0.025797180831432343,0.032931361347436905
12,1732071502283,0.0,0.1406674087047577,0.025795646011829376,0.032937511801719666
13,1732071502285,0.0,0.1406693309545517,0.026143621653318405,0.03275880962610245
14,1732071502321,0.0,0.3133465647697449,0.03626080974936485,0.050140757113695145
15,1732071502371,0.0,0.23204904794692993,0.035124268382787704,0.04547753185033798
16,1732071502427,0.0,0.2893427312374115,0.03748427331447601,0.05190674960613251
17,1732071502479,0.0,0.1585865467786789,0.029185764491558075,0.03605630621314049
18,1732071502530,0.0,0.13859164714813232,0.026995087042450905,0.033667560666799545
19,1732071502576,0.0,0.18503965437412262,0.028619730845093727,0.03615335747599602
20,1732071502622,0.0,0.20217645168304443,0.03336473926901817,0.04178055375814438
21,1732071502673,0.0,0.1748986393213272,0.03446037694811821,0.042728543281555176
22,1732071502720,0.0,0.2760230004787445,0.039289090782403946,0.05210006982088089
23,1732071502773,0.0,0.1573651283979416,0.029592914506793022,0.035753052681684494
24,1732071502824,0.0,0.25131478905677795,0.029496701434254646,0.038901329040527344
25,1732071502873,0.0,0.37086161971092224,0.03140685334801674,0.04845786467194557
26,1732071502927,0.0,0.14084619283676147,0.03063853271305561,0.03717796504497528
27,1732071502981,0.0,0.15594236552715302,0.031753700226545334,0.039034053683280945
28,1732071503029,0.0,0.15458944439888,0.029736002907156944,0.03738781809806824
29,1732071503077,0.0,0.13538749516010284,0.02636713907122612,0.033055439591407776
30,1732071503126,0.0,0.18659795820713043,0.028514957055449486,0.03598976507782936
31,1732071503173,0.0,0.15910124778747559,0.026769252493977547,0.033854059875011444
32,1732071503229,0.0,0.23910143971443176,0.035086438059806824,0.04727133363485336
33,1732071503278,0.0,0.24618756771087646,0.03823947161436081,0.0517895333468914
34,1732071503331,0.0,0.2886808216571808,0.040006544440984726,0.05501718074083328
35,1732071503383,0.0,0.18671002984046936,0.034443821758031845,0.04513776674866676
36,1732071503433,0.0,0.25825345516204834,0.038755014538764954,0.05083689093589783
37,1732071503473,0.0,0.3478299677371979,0.04385090246796608,0.06188756227493286
38,1732071503532,0.0,0.27535635232925415,0.037201110273599625,0.051922328770160675
39,1732071503583,0.0,0.2093031406402588,0.029232751578092575,0.03811153396964073
40,1732071503634,0.0,0.33041253685951233,0.03335658088326454,0.04674762114882469
41,1732071503685,0.0,0.2989906668663025,0.0302289929240942,0.04215984791517258
42,1732071503735,0.0,0.5066419839859009,0.03512058034539223,0.05870238319039345
43,1732071503779,0.0,0.5783825516700745,0.041083335876464844,0.07124044746160507
44,1732071503833,0.0,0.8179551959037781,0.04797174409031868,0.09146089851856232
45,1732071503885,0.0,0.8330594897270203,0.049904435873031616,0.09375197440385818
46,1732071503936,0.0,0.8341596126556396,0.05030960962176323,0.09429412335157394
47,1732071503986,0.0,0.7309473752975464,0.042080409824848175,0.08111990243196487
48,1732071504035,0.0,0.48181870579719543,0.03452623263001442,0.057563528418540955
49,1732071504086,0.0,0.2863142490386963,0.032429780811071396,0.04565868899226189
50,1732071504135,0.0,0.1986720860004425,0.03415133059024811,0.04422137141227722
51,1732071504186,0.0,0.20889440178871155,0.03381025046110153,0.04438592866063118
52,1732071504230,0.0,0.2237752377986908,0.03455492481589317,0.04556284472346306
53,1732071504288,0.0,0.37143033742904663,0.04492003470659256,0.06610405445098877
54,1732071504339,0.0,0.3878229558467865,0.04641597345471382,0.06855549663305283
55,1732071504389,0.0,0.3691949248313904,0.04543890431523323,0.0653555691242218
56,1732071504438,0.0,0.36414438486099243,0.05054477974772453,0.07443259656429291
57,1732071504491,0.0,0.36939579248428345,0.05311577767133713,0.07781435549259186
58,1732071504534,0.0,0.3616645336151123,0.048010338097810745,0.07031062990427017
59,1732071504582,0.0,0.3753485083580017,0.05273064970970154,0.0756387785077095
60,1732071504635,0.0,0.372689813375473,0.050378262996673584,0.07398048043251038
61,1732071504686,0.0,0.3929494023323059,0.051075395196676254,0.0759052038192749
62,1732071504739,0.0,0.3850475549697876,0.04865094646811485,0.07036394625902176
63,1732071504786,0.0,0.366090327501297,0.05001303181052208,0.07117735594511032
64,1732071504835,0.0,0.36834007501602173,0.05076070502400398,0.07890009135007858
65,1732071504891,0.0,0.37943899631500244,0.05805332213640213,0.08489485830068588
66,1732071504941,0.0,0.3314551115036011,0.052580494433641434,0.07631976902484894
67,1732071504992,0.0,0.2901022732257843,0.04945916309952736,0.06984693557024002
68,1732071505042,0.0,0.30197206139564514,0.04746938869357109,0.0679023489356041
69,1732071505090,0.0,0.3094499111175537,0.04237701743841171,0.06186370179057121
70,1732071505135,0.0,0.2940833270549774,0.03716597333550453,0.05325090512633324
71,1732071505190,0.0,0.30709385871887207,0.041592493653297424,0.05738376826047897
72,1732071505237,0.0,0.27773886919021606,0.03939392417669296,0.05290310084819794
73,1732071505292,0.0,0.27702242136001587,0.0345635823905468,0.04783698916435242
74,1732071505340,0.0,0.2746760845184326,0.04131172224879265,0.05548255145549774
75,1732071505390,0.0,0.27405327558517456,0.04190913215279579,0.05631577968597412
76,1732071505443,0.0,0.2947810888290405,0.041571926325559616,0.057005614042282104
77,1732071505488,0.0,0.3202578127384186,0.04191916063427925,0.06368032842874527
78,1732071505538,0.0,0.32853367924690247,0.04500911012291908,0.06732071191072464
79,1732071505588,0.0,0.42791831493377686,0.04914252087473869,0.0762665718793869
80,1732071505643,0.0,0.4179917573928833,0.04805036261677742,0.07665152847766876
81,1732071505688,0.0,0.45796605944633484,0.04679436609148979,0.07590661942958832
