sequence,timestamp,lidar_min,lidar_max,lidar_mean,lidar_std,pose_min,pose_max,pose_mean,pose_std,imu_min,imu_max,imu_mean,imu_std,target_min,target_max,target_mean,target_std
20,1732071502622,-1.8273346424102783,1.7320284843444824,0.08935287594795227,0.45169463753700256,-0.7171326875686646,1.311535120010376,0.20909631252288818,1.0257488489151,-0.07638490945100784,0.5042579174041748,0.24036738276481628,0.29390865564346313,-0.1723347306251526,0.14201344549655914,-0.015160642564296722,0.2222777158021927
21,1732071502673,-2.1832494735717773,2.4494779109954834,0.13139639794826508,0.565248429775238,-0.7947832345962524,1.3704941272735596,0.20236334204673767,1.0927183628082275,-0.028065629303455353,0.7081154584884644,0.29965144395828247,0.37467411160469055,-0.2525065541267395,0.15677116811275482,-0.04786769300699234,0.2894030511379242
22,1732071502720,-2.3746724128723145,2.2457592487335205,0.158310666680336,0.6657681465148926,-0.9392021894454956,1.5887656211853027,0.22745506465435028,1.2751755714416504,0.022766415029764175,0.8897947669029236,0.4567416310310364,0.43351489305496216,-0.3236806094646454,0.1916196197271347,-0.06603049486875534,0.36437228322029114
23,1732071502773,-1.369264006614685,1.3692950010299683,0.07769379019737244,0.3145959973335266,-0.20446455478668213,0.3001617193222046,0.045298755168914795,0.2523517906665802,-0.05673806741833687,0.4337942600250244,0.1866684854030609,0.24528729915618896,-0.16634106636047363,0.03970661759376526,-0.06331722438335419,0.1456977128982544
24,1732071502824,-1.2907401323318481,1.2909847497940063,0.03795815631747246,0.15656033158302307,-0.1586979478597641,0.19395680725574493,0.010593305341899395,0.17674803733825684,-0.2633204162120819,0.2643119692802429,0.0661332756280899,0.28726962208747864,-0.07453959435224533,0.028109559789299965,-0.023215018212795258,0.07258391380310059
25,1732071502873,-1.2246209383010864,0.38109371066093445,-0.024551039561629295,0.14624930918216705,-0.3814926743507385,0.5344947576522827,0.059986412525177,0.4588860869407654,-0.1844329535961151,0.45790019631385803,0.08150388300418854,0.3351103365421295,0.02109535038471222,0.07046186178922653,0.045778606086969376,0.034907396882772446
26,1732071502927,-1.2040088176727295,1.2649024724960327,0.0585891492664814,0.37273284792900085,-0.8630377054214478,1.3312249183654785,0.1692425012588501,1.102866291999817,0.02067818120121956,0.43731218576431274,0.22065947949886322,0.20881672203540802,-0.1503690481185913,0.17163489758968353,0.010632924735546112,0.227691188454628
27,1732071502981,-1.3371015787124634,1.2953119277954102,0.06721394509077072,0.41325879096984863,-0.8636964559555054,1.3034396171569824,0.16005265712738037,1.088510274887085,0.011925781145691872,0.5045047402381897,0.2582908570766449,0.24628952145576477,-0.17788109183311462,0.17382317781448364,-0.0020289570093154907,0.24869248270988464
28,1732071503029,-1.394888997077942,1.3055428266525269,0.08160416781902313,0.4155770540237427,-0.7659558057785034,1.127948522567749,0.13584277033805847,0.9501762986183167,-0.05360667034983635,0.5619751811027527,0.23979023098945618,0.30879899859428406,-0.20499438047409058,0.15479923784732819,-0.025097571313381195,0.2544125020503998
29,1732071503077,-1.0350261926651,1.1093944311141968,0.017644327133893967,0.16108456254005432,-0.33644723892211914,0.5325633883476257,0.06608279794454575,0.4380206763744354,-0.059904795140028,0.16866494715213776,0.09079860150814056,0.13053719699382782,-0.05643147602677345,0.07268329709768295,0.00812591053545475,0.0912979319691658
30,1732071503126,-0.9998767971992493,1.0690395832061768,0.018900960683822632,0.1461731642484665,-0.27948758006095886,0.4466281831264496,0.059463899582624435,0.365450918674469,-0.09956704825162888,0.22767987847328186,0.09199510514736176,0.17062927782535553,-0.04963814839720726,0.061227042227983475,0.005794446915388107,0.07839352637529373
31,1732071503173,-0.9854360222816467,1.0327906608581543,0.071847103536129,0.2388160526752472,-0.05611638352274895,0.08676392585039139,0.01250094547867775,0.07160726934671402,-0.14218400418758392,0.35059458017349243,0.08275878429412842,0.24917373061180115,-0.13874688744544983,0.013508479110896587,-0.06261920183897018,0.10766080021858215
32,1732071503229,-5.557409763336182,2.3237833976745605,0.17740491032600403,0.6931936740875244,-0.8616893291473389,1.3944271802902222,0.1981533020734787,1.134229063987732,0.08319047093391418,0.9942710995674133,0.41391655802726746,0.5042348504066467,-0.3780064284801483,0.19114920496940613,-0.0934286117553711,0.40245380997657776
33,1732071503278,-3.9372262954711914,2.300243854522705,0.21104764938354492,0.8026445508003235,-0.9004207253456116,1.4306671619415283,0.1866944134235382,1.1734334230422974,0.03398045152425766,1.2213753461837769,0.5043280124664307,0.6309692859649658,-0.4798131585121155,0.2022997885942459,-0.13875669240951538,0.4823266863822937
34,1732071503331,-3.2178752422332764,2.3136672973632812,0.23129454255104065,0.8280339241027832,-0.7465354800224304,1.1615521907806396,0.1518113911151886,0.9589087963104248,-0.09554189443588257,1.3087986707687378,0.5034257769584656,0.7245656847953796,-0.5341557264328003,0.16838835179805756,-0.18288367986679077,0.49677368998527527
35,1732071503383,-2.7778279781341553,1.8371148109436035,0.13582299649715424,0.6375938057899475,-1.1357585191726685,1.741233229637146,0.20790910720825195,1.4478424787521362,0.19646301865577698,0.9272505044937134,0.44469141960144043,0.41796615719795227,-0.36094409227371216,0.26218879222869873,-0.049377650022506714,0.4406214654445648
36,1732071503433,-2.491642713546753,1.8846181631088257,0.1964339315891266,0.7145100831985474,-0.5408735275268555,0.8614456653594971,0.11575178802013397,0.7053897380828857,0.0481787845492363,1.1464958190917969,0.504970133304596,0.5719878673553467,-0.4827052056789398,0.1301669478416443,-0.17626912891864777,0.4333660304546356
37,1732071503473,-5.992452621459961,5.997158527374268,0.2703287899494171,0.9043301939964294,-0.37890610098838806,0.6463566422462463,0.09436606615781784,0.5171444416046143,-0.16052289307117462,1.3950650691986084,0.49246925115585327,0.8072732090950012,-0.610368549823761,0.09659533202648163,-0.2568866014480591,0.4998989701271057
38,1732071503532,-2.105534791946411,2.0325710773468018,0.21191687881946564,0.6268795728683472,-0.44415226578712463,0.3345694839954376,-0.049494992941617966,0.3894689381122589,-0.1815856397151947,0.9793648719787598,0.2431953400373459,0.6400575637817383,-0.4527730643749237,-0.06899481266736984,-0.2608839273452759,0.2713721990585327
39,1732071503583,-1.9672551155090332,1.4999991655349731,0.11535745859146118,0.3846876323223114,-0.26049473881721497,0.4310612976551056,0.06096974015235901,0.3483330011367798,-0.02676808461546898,0.6182053089141846,0.1954900473356247,0.3662444055080414,-0.2705243229866028,0.06578347086906433,-0.10237042605876923,0.2378055304288864
40,1732071503634,-0.9005298018455505,1.441152811050415,0.06314191967248917,0.3902469873428345,-0.8592832684516907,1.2700649499893188,0.15018413960933685,1.0689594745635986,0.0012507796054705977,0.5052264332771301,0.331417441368103,0.28606581687927246,-0.200886532664299,0.20043647289276123,-0.00022502988576889038,0.28377822041511536
41,1732071503685,-0.7599983215332031,0.8861522078514099,0.0009424329036846757,0.41147753596305847,-1.1596111059188843,1.6886030435562134,0.17942480742931366,1.4317095279693604,0.12370088696479797,0.29205450415611267,0.19670133292675018,0.08637400716543198,-0.09235745668411255,0.2752563953399658,0.09144946932792664,0.2599422335624695
42,1732071503735,-1.0162779092788696,1.3131537437438965,0.013267857022583485,0.5926893949508667,-1.923453688621521,2.6084859371185303,0.21172162890434265,2.277266263961792,0.06563164293766022,0.49311891198158264,0.279504656791687,0.21374374628067017,-0.15855728089809418,0.4672318696975708,0.15433728694915771,0.4424997568130493
43,1732071503779,-6.472934246063232,1.942263126373291,-0.011364007368683815,0.8581286072731018,-2.130699634552002,2.7587077617645264,0.18729695677757263,2.4545347690582275,0.21060392260551453,0.6246691942214966,0.38514381647109985,0.21454569697380066,-0.2091779261827469,0.5444551110267639,0.1676385998725891,0.532899022102356
44,1732071503833,-4.579955577850342,1.7416787147521973,-0.09139173477888107,0.9585222005844116,-2.4640591144561768,3.012887716293335,0.1678808629512787,2.744683027267456,0.002038621576502919,0.28969982266426086,0.1506522297859192,0.14406898617744446,-0.0380503349006176,0.6687367558479309,0.3153432011604309,0.49977394938468933
45,1732071503885,-3.7402493953704834,1.6366456747055054,-0.1066303476691246,0.9629177451133728,-2.310692071914673,2.740814447402954,0.13066761195659637,2.5299794673919678,-0.052946943789720535,0.2542761564254761,0.13436248898506165,0.16432635486125946,0.0022523021325469017,0.6649810671806335,0.3336166739463806,0.4686200022697449
46,1732071503936,-3.2395243644714355,1.684738039970398,-0.09601093083620071,0.9566554427146912,-2.226161003112793,2.57684588432312,0.10649275779724121,2.4044623374938965,-0.07724568247795105,0.32577019929885864,0.1666432023048401,0.21446184813976288,-0.019268296658992767,0.6743124723434448,0.3275220990180969,0.4904356598854065
47,1732071503986,-2.897366523742676,1.3231860399246216,-0.08818550407886505,0.8181843161582947,-1.8563214540481567,2.1262426376342773,0.07471152395009995,1.9940145015716553,-0.17826448380947113,0.17900699377059937,-0.0214410237967968,0.18258711695671082,0.0017815966857597232,0.5835475921630859,0.2926645874977112,0.4113706946372986
48,1732071504035,-1.0836820602416992,1.2604533433914185,-0.018603546544909477,0.6409266591072083,-1.3430912494659424,1.563918948173523,0.0603465661406517,1.456089735031128,0.16808894276618958,0.540579080581665,0.37826693058013916,0.1908024549484253,-0.13215824961662292,0.43702253699302673,0.1524321436882019,0.4024716019630432
49,1732071504086,-1.1986111402511597,1.5811368227005005,0.06460582464933395,0.5371488928794861,-1.0321356058120728,1.184382438659668,0.04230634495615959,1.109805703163147,-0.03466895967721939,0.6993459463119507,0.35839515924453735,0.3697719871997833,-0.2753089964389801,0.3369769752025604,0.03083398938179016,0.43295156955718994
50,1732071504135,-2.1334640979766846,1.5275235176086426,0.15215739607810974,0.6098559498786926,-0.5781229734420776,0.6457790732383728,0.03559877723455429,0.6119587421417236,0.22669443488121033,1.0609861612319946,0.537480354309082,0.45601317286491394,-0.47083064913749695,0.1865900307893753,-0.14212030172348022,0.46486663818359375
51,1732071504186,-2.024937152862549,1.4790184497833252,0.1623256802558899,0.5942938327789307,-0.5707004070281982,0.6287276744842529,0.020388662815093994,0.5999000668525696,0.04607894644141197,1.0612337589263916,0.45950865745544434,0.5331286787986755,-0.47643619775772095,0.18312034010887146,-0.14665792882442474,0.4663768708705902
52,1732071504230,-1.9320740699768066,1.4836394786834717,0.17562656104564667,0.610630214214325,-0.5043132305145264,0.5442278981208801,0.01657835766673088,0.5243032574653625,0.0865856260061264,1.103805422782898,0.4711613655090332,0.5521208047866821,-0.5053746104240417,0.1601741909980774,-0.17260020971298218,0.47061407566070557
53,1732071504288,-5.146795272827148,5.048334121704102,0.30644938349723816,0.9705113172531128,-0.0897282212972641,0.034742921590805054,-0.008221854455769062,0.07062122225761414,-0.023826785385608673,1.6313915252685547,0.5540966987609863,0.9337911009788513,-0.8004173636436462,-0.019330086186528206,-0.40987372398376465,0.5523121356964111
54,1732071504339,-4.229302406311035,4.122320175170898,0.33188360929489136,1.0060093402862549,-0.13975147902965546,0.08117952197790146,-0.008470120839774609,0.11620037257671356,-0.043962810188531876,1.708269476890564,0.5531002283096313,1.0005955696105957,-0.857732355594635,-0.034449826925992966,-0.44609108567237854,0.5821486711502075
55,1732071504389,-3.6056199073791504,3.570195436477661,0.3054824769496918,0.9160619378089905,-0.061419110745191574,0.026650605723261833,-0.006158270873129368,0.048136647790670395,-0.3044450283050537,1.5782790184020996,0.5359708070755005,0.9574617147445679,-0.8035558462142944,-0.012380129657685757,-0.4079679846763611,0.5594457387924194
56,1732071504438,-7.406423091888428,7.412769317626953,0.35108327865600586,1.1841100454330444,-0.3446216881275177,0.24346870183944702,-0.030458658933639526,0.2961026132106781,-0.1374405473470688,1.8251575231552124,0.5191476941108704,1.1310433149337769,-0.9622319936752319,-0.09147979319095612,-0.5268558859825134,0.6157147884368896
57,1732071504491,-5.241063594818115,5.243103981018066,0.350413054227829,1.0996778011322021,-0.3693386912345886,0.26756125688552856,-0.03760279342532158,0.31928035616874695,-0.50360107421875,1.783424973487854,0.5941787958145142,1.146253228187561,-0.9609963297843933,-0.09891961514949799,-0.5299579501152039,0.6095802783966064
58,1732071504534,-4.279661178588867,4.2812724113464355,0.3335343301296234,1.0338314771652222,-0.4010038375854492,0.2933827340602875,-0.04903976246714592,0.34729161858558655,-0.18359868228435516,1.6906368732452393,0.4429325461387634,1.0805469751358032,-0.9294237494468689,-0.10794558376073837,-0.5186846852302551,0.5808728337287903
59,1732071504582,-3.7120306491851807,7.6110405921936035,0.39792630076408386,1.2286003828048706,-0.1874454766511917,0.1688137948513031,-0.0012348195305094123,0.1786786913871765,-0.20445406436920166,2.0410678386688232,0.7346243858337402,1.1669660806655884,-1.124694585800171,0.05389814451336861,-0.5353982448577881,0.8333908915519714
60,1732071504635,-3.3198447227478027,5.383464813232422,0.38008296489715576,1.1630529165267944,-0.15720927715301514,0.13145782053470612,-0.002304618712514639,0.14549027383327484,-0.014414496719837189,1.9995769262313843,0.7146865725517273,1.1161167621612549,-1.130387544631958,0.043436046689748764,-0.5434757471084595,0.8300186395645142
61,1732071504686,-3.032625198364258,4.396028995513916,0.3953534662723541,1.1781831979751587,-0.04073910042643547,0.015121901407837868,-0.013344548642635345,0.027945922687649727,-0.01660645194351673,2.0374062061309814,0.7185589075088501,1.14466392993927,-1.1859740018844604,0.0026369099505245686,-0.5916685461997986,0.8404748439788818
62,1732071504739,-2.7992045879364014,3.81036376953125,0.2758820950984955,0.8964758515357971,-0.5620319247245789,0.5318164825439453,-0.004573802463710308,0.5472284555435181,0.1013258844614029,1.5792983770370483,0.7904600501060486,0.7440137267112732,-0.9129935503005981,0.1644950807094574,-0.3742492198944092,0.7618995308876038
63,1732071504786,-2.828181266784668,3.4054272174835205,0.35358092188835144,1.065845012664795,-0.15627460181713104,0.004121292848140001,-0.05531950294971466,0.08788793534040451,-0.16984140872955322,1.8609243631362915,0.6933974027633667,1.0490213632583618,-1.1267842054367065,-0.03001200594007969,-0.5783981084823608,0.7755350470542908
64,1732071504835,-7.9362406730651855,3.108778953552246,0.3995266854763031,1.3119124174118042,-0.34800171852111816,0.19744017720222473,-0.05519382283091545,0.2749312222003937,-0.1652984470129013,2.088308334350586,0.6194667220115662,1.2730499505996704,-1.2979964017868042,-0.08797333389520645,-0.6929848790168762,0.855615496635437
65,1732071504891,-5.613074779510498,7.99945068359375,0.4668848216533661,1.4270176887512207,-0.30081185698509216,0.24438489973545074,-0.024568205699324608,0.27267149090766907,-0.13894252479076385,2.339994192123413,0.7981253862380981,1.345592737197876,-1.4700896739959717,0.08075862377882004,-0.6946655511856079,1.0966153144836426
66,1732071504941,-4.583969593048096,5.652953147888184,0.3813965320587158,1.2343815565109253,-0.8143944144248962,0.8032821416854858,-0.00555264949798584,0.8088383078575134,0.13260017335414886,2.1183629035949707,0.8502613306045532,1.101386308670044,-1.3399982452392578,0.2456437051296234,-0.547177255153656,1.121218204498291
67,1732071504992,-3.9655439853668213,4.611137866973877,0.29778486490249634,1.0519276857376099,-1.078756332397461,1.1694120168685913,0.02354498766362667,1.124717116355896,0.4167197048664093,1.778483271598816,1.0113146305084229,0.6970913410186768,-1.1228772401809692,0.3490019738674164,-0.38693761825561523,1.0407757759094238
68,1732071505042,-4.001199722290039,3.997734785079956,0.32455068826675415,1.07042396068573,-0.770980715751648,0.8201433420181274,0.015359918586909771,0.7957223653793335,-0.028368590399622917,1.8271790742874146,0.7234983444213867,0.976521372795105,-1.1856602430343628,0.24771292507648468,-0.46897366642951965,1.0135478973388672
69,1732071505090,-3.239760160446167,2.297818899154663,0.2870694398880005,0.8912330865859985,-0.047404807060956955,0.051512159407138824,-0.003949250094592571,0.05053955689072609,-0.0917297825217247,1.5255835056304932,0.5906369090080261,0.8377189040184021,-1.0256093740463257,0.002972650108858943,-0.5113183856010437,0.7273172736167908
70,1732071505135,-1.9965883493423462,1.9940948486328125,0.21216821670532227,0.6610305309295654,-0.3704368770122528,0.24816569685935974,-0.026808669790625572,0.3149639666080475,-0.5863431692123413,1.0316057205200195,0.18410444259643555,0.8117219805717468,-0.7100212574005127,-0.09965824335813522,-0.40483975410461426,0.43159183859825134
71,1732071505190,-1.9285850524902344,2.232236862182617,0.20901218056678772,0.665020763874054,-0.35734111070632935,0.34548383951187134,0.007536818739026785,0.35218560695648193,-0.05298887938261032,1.1302002668380737,0.5251145362854004,0.5920558571815491,-0.7541033625602722,0.10862495005130768,-0.32273921370506287,0.6100410223007202
72,1732071505237,-1.7939908504486084,2.1422343254089355,0.20324161648750305,0.6470140218734741,-0.404570609331131,0.4016471803188324,0.006355117075145245,0.40333616733551025,0.06648141890764236,1.1127653121948242,0.5108720064163208,0.540631890296936,-0.74396151304245,0.1250583678483963,-0.3094515800476074,0.6144898533821106
73,1732071505292,-1.4442802667617798,1.5225054025650024,0.17531590163707733,0.5428746342658997,-0.2057550996541977,0.1579768806695938,-0.020365526899695396,0.18196837604045868,-0.3494461178779602,0.9418215155601501,0.29966282844543457,0.6456618905067444,-0.6388522386550903,0.05483609437942505,-0.29200807213783264,0.4905117154121399
74,1732071505340,-1.901208758354187,2.0733678340911865,0.22641339898109436,0.7284347414970398,-0.5189337730407715,0.5759746432304382,0.000998377799987793,0.5495257377624512,0.2980203330516815,1.249869465827942,0.6640970706939697,0.5125464797019958,-0.8380810618400574,0.17269428074359894,-0.3326933979988098,0.7147260904312134
75,1732071505390,-1.8447283506393433,2.00100040435791,0.2279902994632721,0.7362847328186035,-0.5617841482162476,0.6223006844520569,0.010334531776607037,0.5930473208427429,0.31331944465637207,1.2650089263916016,0.6835778951644897,0.5097780227661133,-0.852142870426178,0.18702153861522675,-0.332560658454895,0.7348002195358276
76,1732071505443,-1.7940727472305298,1.936395525932312,0.2520323693752289,0.7750658392906189,-0.4254433214664459,0.4614648222923279,0.00907202623784542,0.44372427463531494,0.27173754572868347,1.338671326637268,0.647015392780304,0.5997151136398315,-0.9150255918502808,0.14009889960289001,-0.3874633312225342,0.7460857033729553
77,1732071505488,-3.7941133975982666,1.8785840272903442,0.3092091381549835,0.9484430551528931,-0.022196920588612556,0.020523613318800926,-0.005484243389219046,0.022826766595244408,-0.0006364413420669734,1.5666617155075073,0.5669914484024048,0.8683901429176331,-1.1002845764160156,-0.0018221838399767876,-0.5510534048080444,0.7767301797866821
78,1732071505538,-3.463637590408325,1.8427187204360962,0.31800732016563416,0.9537356495857239,-0.02186080999672413,0.02139878086745739,-0.004125119186937809,0.022657012566924095,-0.2633100152015686,1.5729458332061768,0.578027606010437,0.9277117848396301,-1.1134105920791626,0.001045308425091207,-0.5561826229095459,0.7880393266677856
79,1732071505588,-8.815600395202637,2.0628011226654053,0.3435356318950653,1.1063321828842163,-0.2622130215167999,0.17747128009796143,-0.042550455778837204,0.2198423594236374,-0.29031580686569214,1.6917716264724731,0.4273233413696289,1.0983705520629883,-1.2175931930541992,-0.07101733982563019,-0.6443052887916565,0.8107515573501587
80,1732071505643,-6.239258289337158,1.7677524089813232,0.2923438251018524,0.951134979724884,-0.869670569896698,0.6645310521125793,-0.0749618262052536,0.7685897946357727,-0.3460778594017029,1.340615153312683,0.28343451023101807,0.9210909008979797,-0.9940904378890991,-0.2472122460603714,-0.620651364326477,0.5281226634979248
81,1732071505688,-5.095779895782471,1.7014408111572266,0.27704253792762756,0.8994414806365967,-0.90227210521698,0.6795066595077515,-0.10151779651641846,0.7910739183425903,-0.6645254492759705,1.2377561330795288,0.18084174394607544,0.9686242938041687,-0.9256402850151062,-0.25648972392082214,-0.591064989566803,0.47316092252731323
82,1732071505736,-4.414656639099121,1.7752902507781982,0.296149343252182,0.9502050280570984,-1.049980878829956,0.8093645572662354,-0.09815089404582977,0.930464506149292,-0.410920113325119,1.307896614074707,0.27978724241256714,0.9077239632606506,-0.9857739806175232,-0.3023220896720886,-0.6440480351448059,0.4832734763622284
83,1732071505787,-1.5206794738769531,1.5633974075317383,0.1800183206796646,0.5591311454772949,-0.4022698998451233,0.1653764396905899,-0.08031298220157623,0.29140719771385193,-0.3377548158168793,0.8733231425285339,0.3653758466243744,0.6286889910697937,-0.6520368456840515,-0.09969006478786469,-0.3758634626865387,0.3905681371688843
84,1732071505845,-1.490186333656311,1.5295354127883911,0.15351076424121857,0.48480018973350525,-0.22291670739650726,0.058041639626026154,-0.06090162321925163,0.14534711837768555,-0.15667274594306946,0.7672883868217468,0.25446033477783203,0.4703004062175751,-0.5684276819229126,-0.0511634424328804,-0.3097955584526062,0.36576104164123535
85,1732071505893,-1.4622324705123901,1.2247134447097778,0.14397114515304565,0.46825698018074036,-0.31001612544059753,0.13719569146633148,-0.05862162262201309,0.22872740030288696,-0.10256429761648178,0.7198210954666138,0.21892380714416504,0.4395681917667389,-0.5375769734382629,-0.07767840474843979,-0.30762767791748047,0.32519739866256714
86,1732071505944,-1.0871039628982544,1.2070913314819336,0.1136697307229042,0.410822331905365,-0.790379524230957,0.6011186242103577,-0.05069917440414429,0.6998975872993469,-0.23661619424819946,0.449843168258667,0.0017074396600946784,0.3883586823940277,-0.35676008462905884,-0.2274520844221115,-0.29210609197616577,0.09143456816673279
87,1732071505995,-1.4509910345077515,1.5309888124465942,0.20116440951824188,0.7062010169029236,-1.5287187099456787,1.2662489414215088,-0.11005429923534393,1.3979651927947998,-0.19446562230587006,0.8000755906105042,0.13813500106334686,0.573259711265564,-0.6384586095809937,-0.4571613371372223,-0.5478099584579468,0.12819653749465942
