Timestamp,Total Collisions,Smoothness of Route,Obstacle Clearance
1730059445.277764723,0,3680.02255666284,1.6047088
1730059445.381463890,0,3737.3362755403355,1.6124123
1730059445.485588481,0,3803.5278299520337,1.6198673
1730059445.592380134,0,3853.1965303704997,1.6278012
1730059445.699449441,0,3900.0889645511024,1.6181384
1730059445.811018710,0,3972.433917333885,1.6096164
1730059445.916784818,0,4029.0249617709237,1.605061
1730059446.27391019,0,4079.4070105875353,1.6103921
1730059446.141122288,0,4137.052684135874,1.6123799
1730059446.251938566,0,4186.9011487986645,1.6134478
1730059446.371910041,0,4247.997626422237,1.6154579
1730059446.476580701,0,4297.95193861471,1.6144087
1730059446.572731214,0,4348.606514689024,1.6132945
1730059446.680560295,0,4398.020989204793,1.611677
1730059446.771418390,0,4447.030194188452,1.6150016
1730059446.871749181,0,4495.974001886048,1.6195872
1730059446.968537998,0,4535.14282579983,1.6238211
1730059447.73224429,0,4587.526089420222,1.6291407
1730059447.179485952,0,4643.251146395303,1.6347172
1730059447.284226895,0,4692.154484581088,1.6403284
1730059447.374269161,0,4738.098062798714,1.6447002
1730059447.480691818,0,4797.403176690819,1.648229
1730059447.582349192,0,4847.956671230329,1.6535519
1730059447.681698852,0,4904.773169931214,1.6561642
1730059447.775360077,0,4950.684480260559,1.6580983
1730059447.881549544,0,5015.828562239197,1.6610417
1730059447.980196658,0,5055.148765831092,1.6633247
1730059448.79920053,0,5110.516935252052,1.6681129
1730059448.178251952,0,5156.0446917504205,1.6764767
1730059448.278682211,0,5205.152474607606,1.6823274
1730059448.382612414,0,5261.848090826929,1.6838813
1730059448.490140277,0,5311.553280742114,1.6902225
1730059448.589967076,0,5360.535128534953,1.6938719
1730059448.693491785,0,5409.66580509212,1.6989352
1730059448.796799263,0,5458.972033998677,1.7046001
1730059448.907856756,0,5508.341900156944,1.7031896
1730059449.18629101,0,5554.795781134578,1.7031546
1730059449.125791965,0,5620.939774958202,1.7064898
1730059449.232655754,0,5668.098760191642,1.7083286
1730059449.341895016,0,5717.395400012106,1.7126786
1730059449.457895127,0,5770.2699912371,1.7163538
1730059449.573794557,0,5819.471283319233,1.716914
1730059449.689918150,0,5873.347324378185,1.7206466
1730059449.809880998,0,5936.947734017155,1.7251247
1730059449.907900267,0,5986.488430983712,1.730108
1730059450.8919838,0,6035.844849172223,1.7314029
1730059450.107804631,0,6090.174360875353,1.7378451
1730059450.205943195,0,6131.357399373808,1.7412263
1730059450.308734389,0,6187.143497853541,1.7496876
1730059450.418757149,0,6229.755716575639,1.7562923
1730059450.518493278,0,6278.9575786210435,1.761674
1730059450.621802430,0,6332.969722716715,1.7647969
1730059450.722999846,0,6384.868764303956,1.7683969
1730059450.826268611,0,6435.30568850706,1.7754548
1730059450.924864609,0,6485.074179292044,1.7773095
1730059451.22383233,0,6534.454209244022,1.7775209
1730059451.116861540,0,6573.94981955342,1.7763426
1730059451.216332178,0,6627.323894636201,1.7744906
1730059451.318963320,0,6676.383283227144,1.7701278
1730059451.419521190,0,6725.174563883498,1.7707167
1730059451.515843607,0,6774.262667082847,1.77362
1730059451.620869057,0,6829.397594058793,1.7696791
1730059451.721686006,0,6876.494062146754,1.7588931
1730059451.817457102,0,6928.998758759656,1.7534642
1730059451.927429748,0,6988.958891165912,1.7552671
1730059452.34321370,0,7038.06447703323,1.7521721
1730059452.142170559,0,7087.398082563132,1.7507942
1730059452.253269771,0,7136.63371792711,1.7454276
1730059452.356551881,0,7186.793827348124,1.7408247
1730059452.459472180,0,7234.229553042002,1.742538
1730059452.570046922,0,7289.73528046742,1.735375
1730059452.678875359,0,7338.112671295043,1.735941
1730059452.791339286,0,7394.156903026184,1.7314937
1730059452.905688131,0,7449.971134467556,1.7326318
1730059453.15301919,0,7499.236064602544,1.7384827
1730059453.127560940,0,7544.944745969225,1.7290565
1730059453.246606777,0,7607.448849557574,1.7319492
1730059453.350252454,0,7658.897526764129,1.7272035
1730059453.445560817,0,7707.513185853664,1.7237151
1730059453.552464792,0,7761.44334870117,1.7177546
1730059453.650275538,0,7816.8444252646095,1.7098212
1730059453.753277730,0,7873.059100961428,1.7048469
1730059453.849004523,0,7927.810216834792,1.7016152
1730059453.950038662,0,7967.407589557949,1.6975485
1730059454.55362655,0,8019.024722862146,1.6998338
1730059454.155115746,0,8065.560413819995,1.6952798
1730059454.258172852,0,8115.254614138321,1.6974847
1730059454.353520480,0,8173.918856702153,1.7004089
1730059454.455868638,0,8223.144936872091,1.696434
1730059454.560482221,0,8282.122917434375,1.696073
1730059454.658986956,0,8322.336606965424,1.6966228
1730059454.757430175,0,8372.426498796678,1.6988896
1730059454.855473620,0,8415.48231144347,1.6938235
1730059454.963152006,0,8460.003397360784,1.6868675
1730059455.62373865,0,8509.257731007332,1.6756529
1730059455.159312104,0,8567.68137885024,1.6703802
1730059455.260798676,0,8626.170683035938,1.664935
1730059455.362003837,0,8676.749227677783,1.6606082
1730059455.469108451,0,8732.349303956178,1.6519331
1730059455.578031887,0,8781.68543121955,1.6496841
1730059455.683433457,0,8830.890900845108,1.6447217
1730059455.787823408,0,8880.051084042512,1.6421647
1730059455.896993750,0,8929.418570937061,1.6376147
1730059456.2252030,0,8978.666451717414,1.6372243
1730059456.113080661,0,9024.502329855204,1.6402167
1730059456.220556134,0,9073.879970322769,1.6407882
1730059456.330089181,0,9123.312206456543,1.6371418
1730059456.444412066,0,9174.315289777303,1.6417364
1730059456.555235858,0,9223.708523442996,1.6317844
1730059456.673459354,0,9283.210026395094,1.6304735
1730059456.777851690,0,9330.976629470202,1.6204574
1730059456.873656449,0,9373.722752146186,1.6174409
1730059456.975201171,0,9422.757378284628,1.6058954
1730059457.78081133,0,9472.579726154456,1.6112013
1730059457.181205736,0,9523.022241653813,1.6040772
1730059457.276713817,0,9572.705388491557,1.6023247
1730059457.376846344,0,9619.352255321106,1.6135573
1730059457.477288284,0,9669.920219004058,1.6139591
1730059457.584905265,0,9735.77092715564,1.6223434
1730059457.685245063,0,9792.45349343169,1.6245292
1730059457.785640636,0,9839.185626466351,1.6300832
1730059457.880161534,0,9881.691235850876,1.6369215
1730059457.977933286,0,9936.80820217605,1.6504275
1730059458.80281013,0,10000.58614172443,1.6469592
1730059458.187231736,0,10061.641220386606,1.6551737
1730059458.280664851,0,10101.215087206674,1.6583261
1730059458.387100974,0,10153.012388451907,1.6702726
1730059458.487820017,0,10199.089130950846,1.6693636
1730059458.591760681,0,10248.83908513017,1.680605
1730059458.689325181,0,10294.837320608425,1.6729388
1730059458.798564674,0,10343.910070765809,1.6792843
1730059458.897159599,0,10393.715366585011,1.6756116
1730059459.5206,0,10444.963658438492,1.6715364
1730059459.104624059,0,10497.167415443946,1.6624116
1730059459.209972248,0,10554.861586568919,1.6624993
1730059459.313869249,0,10613.768271432262,1.6558086
1730059459.420680028,0,10669.359974206778,1.6475574
1730059459.530307753,0,10718.512539579391,1.6556138
1730059459.639470431,0,10768.082852602323,1.6512805
1730059459.748488486,0,10817.500112381207,1.6622353
1730059459.865529820,0,10865.439916521333,1.6602184
1730059459.981385508,0,10921.275104728264,1.6484494
1730059460.108216337,0,10980.448320803715,1.6585574
1730059460.200966713,0,11040.474126172112,1.6532167
1730059460.299321776,0,11090.583074786264,1.6581608
1730059460.408290407,0,11140.865981851903,1.668144
1730059460.502915561,0,11203.814441963912,1.6724868
1730059460.599699128,0,11250.286251008116,1.6856382
1730059460.701895610,0,11306.940815090013,1.6920443
1730059460.799734649,0,11346.844019747072,1.7009572
1730059460.901970976,0,11396.00027245515,1.7049007
1730059461.9014525,0,11457.038310971271,1.6978834
1730059461.109982959,0,11507.49020059811,1.6877712
1730059461.211635174,0,11569.063888856215,1.6790973
1730059461.310069937,0,11619.354593561138,1.6701956
1730059461.409888301,0,11671.537298088031,1.6649727
1730059461.508206113,0,11711.467098952471,1.6575948
1730059461.613636348,0,11777.16757838129,1.6560476
1730059461.714960533,0,11816.881673938266,1.6577564
1730059461.816533518,0,11866.142843131547,1.6564418
1730059461.915123114,0,11915.823959459392,1.6607151
1730059462.18454577,0,11981.090106865777,1.6657678
1730059462.116108367,0,12022.176978458,1.6710769
1730059462.219307471,0,12060.583566210933,1.6842908
1730059462.320523803,0,12107.800959213291,1.6923014
1730059462.426090495,0,12158.090812582168,1.6994426
1730059462.530182854,0,12205.151933859055,1.7108533
1730059462.641556744,0,12247.385025983856,1.7168329
1730059462.749310954,0,12297.980061875236,1.7332349
1730059462.858791962,0,12340.599254140114,1.7379988
1730059462.970092845,0,12399.288529232997,1.7490771
1730059463.75243952,0,12451.14228679232,1.7472458
1730059463.192385446,0,12497.955056489582,1.7295792
1730059463.308150071,0,12545.979901279461,1.7105812
1730059463.416061638,0,12617.299021230056,1.6923771
1730059463.542519833,0,12677.562286340419,1.6819603
1730059463.640421801,0,12747.233481545869,1.693093
1730059463.736537939,0,12820.203072680108,1.7090791
1730059463.845860638,0,12866.618052810352,1.7118413
1730059463.943698786,0,12916.098289384641,1.7010845
1730059464.43173261,0,12970.73741452053,1.6895326
1730059464.134563711,0,13009.498166791636,1.6786542
1730059464.237130712,0,13063.97402551802,1.6695511
1730059464.343917666,0,13125.715268889333,1.6604072
1730059464.442241931,0,13160.850149257643,1.6513063
1730059464.550891791,0,13223.047083352703,1.6374924
1730059464.652166032,0,13276.323466410116,1.6280142
1730059464.750408102,0,13329.925106352213,1.6182365
1730059464.842503612,0,13373.476245554286,1.6079746
1730059464.944179572,0,13424.236489345569,1.6001502
1730059465.45565995,0,13473.802796296173,1.5934238
1730059465.145194100,0,13520.971461324445,1.5863975
1730059465.245374828,0,13577.802912420671,1.5756626
1730059465.348097122,0,13628.200363440925,1.5614706
1730059465.452760359,0,13671.687690114688,1.5470413
1730059465.556670394,0,13722.136473471784,1.5345746
1730059465.663794364,0,13771.742651032719,1.5242313
1730059465.770018587,0,13819.738647036416,1.5138121
1730059465.871707871,0,13863.67361949154,1.5019916
1730059465.983149660,0,13912.405533381652,1.4886916
1730059466.91851167,0,13972.224322744023,1.4772902
1730059466.203622497,0,14020.544589840732,1.4660293
1730059466.310536551,0,14070.230894821832,1.458515
1730059466.422009518,0,14119.048024014995,1.4511074
1730059466.533878733,0,14183.571621483721,1.4445513
1730059466.643873040,0,14238.19377181593,1.4393506
1730059466.752543860,0,14292.816551585589,1.4342887
1730059466.863308219,0,14343.713652862027,1.4271989
1730059466.983466296,0,14408.355546022563,1.4159051
1730059467.80816723,0,14462.22049416947,1.4008778
1730059467.180233810,0,14508.330052631667,1.3860716
1730059467.285807164,0,14556.686243688264,1.3713768
1730059467.383747554,0,14606.236132102877,1.3620491
1730059467.486042592,0,14655.124918124688,1.3548949
1730059467.586410463,0,14704.024635304158,1.3468872
1730059467.690311822,0,14755.039581327019,1.3396243
1730059467.788426812,0,14799.977685478578,1.3281114
1730059467.888983419,0,14848.990230179657,1.3163482
1730059467.982176000,0,14901.995627481281,1.3061174
1730059468.86536035,0,14951.050981859935,1.2984864
1730059468.187108852,0,15003.709137553788,1.293787
1730059468.290655963,0,15052.859845995343,1.289648
1730059468.388341011,0,15101.554682813625,1.2844392
1730059468.489750348,0,15150.490234907833,1.2753118
1730059468.595010611,0,15199.720039277483,1.2666316
1730059468.693535124,0,15255.537457747729,1.2592577
1730059468.792903228,0,15304.836911835422,1.2537665
1730059468.897872362,0,15353.664254609292,1.2494828
1730059468.996717329,0,15402.3826574385,1.2455798
1730059469.101636489,0,15459.82713515326,1.2412179
1730059469.201249826,0,15522.97069975981,1.2388809
1730059469.304676449,0,15581.010559842067,1.2369504
1730059469.415310373,0,15632.930574708507,1.2322822
1730059469.525929138,0,15687.88726948965,1.2248722
1730059469.628829669,0,15739.051683453012,1.2183706
1730059469.736339377,0,15783.50640127217,1.2121893
1730059469.842902729,0,15833.482990009661,1.2080266
1730059469.949538949,0,15879.467937988898,1.2041268
1730059470.57371527,0,15927.381159096316,1.1987059
1730059470.167537658,0,15961.194596996867,1.1944046
1730059470.276344283,0,16000.498659372215,1.1914891
1730059470.394199604,0,16062.926034938084,1.1862758
1730059470.493976350,0,16111.995301964698,1.1804966
1730059470.590527909,0,16154.747671671066,1.1776717
1730059470.697258618,0,16221.627858736874,1.1767703
1730059470.798290392,0,16269.37055938362,1.1745262
1730059470.898854633,0,16318.70270856579,1.1722307
1730059470.996775967,0,16369.03588905718,1.1706246
1730059471.96740267,0,16420.187676093432,1.1694907
1730059471.195289336,0,16469.400824547516,1.1684453
1730059471.298304493,0,16529.441539561056,1.1682585
1730059471.396392461,0,16574.61050465405,1.171366
1730059471.495264149,0,16624.47422258379,1.1729324
1730059471.598569443,0,16674.044996778568,1.1758225
1730059471.697627803,0,16720.509141070634,1.1783322
1730059471.799725358,0,16771.588746321984,1.1781164
1730059471.898218321,0,16834.24951648212,1.1785558
1730059471.999783542,0,16880.193012172942,1.1793894
1730059472.99299806,0,16929.963382545495,1.1802901
1730059472.207146470,0,16986.44037544699,1.1823769
1730059472.309485892,0,17043.309956273402,1.183886
1730059472.407590281,0,17089.79340543065,1.1850172
1730059472.512871284,0,17139.249565271155,1.1858059
1730059472.617102986,0,17187.174060935817,1.1881399
1730059472.717778297,0,17238.836112842833,1.1942211
1730059472.821550072,0,17289.732390807927,1.2010754
1730059472.926777683,0,17339.02225895291,1.2033539
1730059473.30023525,0,17388.065997485726,1.2044597
1730059473.138508444,0,17437.28603563702,1.2026607
1730059473.252306168,0,17486.68114069179,1.2004322
1730059473.366899193,0,17537.638389527914,1.1968974
1730059473.476871518,0,17587.653747360542,1.1956393
1730059473.588884254,0,17637.166703751966,1.1962591
1730059473.698221080,0,17685.379260435,1.1973397
1730059473.824193178,0,17744.67254520789,1.1996816
1730059473.915440168,0,17793.82078575908,1.2010914
1730059474.10775452,0,17829.94154789912,1.2021824
1730059474.119069671,0,17888.962431242868,1.2033471
1730059474.219277870,0,17939.353280443163,1.2033362
1730059474.316581909,0,17989.14248674415,1.2025608
1730059474.425832854,0,18038.27418581209,1.2013158
1730059474.520063033,0,18077.651707390247,1.2005564
1730059474.618064548,0,18123.70599310189,1.2006637
1730059474.720502055,0,18172.958289045288,1.2004637
1730059474.824719951,0,18232.56356304463,1.2010331
1730059474.927577951,0,18281.584244970647,1.2009178
1730059475.28010103,0,18337.054169761897,1.2001636
1730059475.122485104,0,18376.291047992163,1.1994427
1730059475.220794080,0,18427.55361675955,1.1992539
1730059475.329123185,0,18492.786820481928,1.1994686
1730059475.430627360,0,18532.35428481859,1.2010951
1730059475.524171975,0,18582.052811604357,1.2028694
1730059475.630631992,0,18634.57831844404,1.206544
1730059475.735227962,0,18683.674715716683,1.2116021
1730059475.839298160,0,18734.29093587993,1.2208813
1730059475.940065595,0,18784.312185102517,1.2271737
1730059476.40276981,0,18833.597729814992,1.2284462
1730059476.141055356,0,18882.543135880675,1.2273113
1730059476.243733617,0,18931.783692494086,1.2277651
1730059476.354463382,0,18989.450023626196,1.2278094
1730059476.463623234,0,19038.345017771535,1.2278912
1730059476.577178421,0,19087.59071345567,1.2268436
1730059476.683817205,0,19142.213454754852,1.2259054
1730059476.791079256,0,19191.839201596107,1.2253847
1730059476.903149711,0,19240.96169272271,1.2242621
1730059477.12006992,0,19291.175414416935,1.2228552
1730059477.123094161,0,19346.809310104312,1.2228065
1730059477.249547828,0,19403.630869735312,1.2226782
1730059477.346890530,0,19461.68348480811,1.2237679
1730059477.437443851,0,19499.419834946886,1.2224181
1730059477.544876834,0,19558.23999617507,1.2211046
1730059477.647010067,0,19607.52750913872,1.2210648
1730059477.751392804,0,19655.064080178956,1.2214233
1730059477.849855801,0,19707.4013534776,1.2213316
1730059477.951022599,0,19755.52455963138,1.221648
1730059478.54675319,0,19814.172232605924,1.2210829
1730059478.150226160,0,19856.557277976495,1.2188731
1730059478.254555557,0,19921.16440725647,1.2162596
1730059478.355450272,0,19970.436143600586,1.216011
1730059478.456103321,0,20019.762403688394,1.2181118
1730059478.553033455,0,20052.96208016325,1.2187862
1730059478.648753485,0,20102.222439899946,1.2209287
1730059478.752502497,0,20154.217798624995,1.222174
1730059478.851270198,0,20203.244325382333,1.2235085
1730059478.958358572,0,20244.513507616004,1.2242572
1730059479.62310095,0,20286.367827051876,1.2254319
1730059479.160109019,0,20337.84589905038,1.2260401
1730059479.257949861,0,20388.12917567049,1.2242266
1730059479.367296405,0,20438.66099385858,1.2227361
1730059479.468854042,0,20489.61709039768,1.2234429
1730059479.575471526,0,20538.909992565787,1.222825
1730059479.680807943,0,20593.126175938563,1.2221696
1730059479.790020395,0,20643.993568097994,1.221845
1730059479.898735488,0,20688.568259854816,1.2248632
1730059480.13144285,0,20738.109382381397,1.2279143
1730059480.122308726,0,20792.495434132325,1.2308173
1730059480.234953223,0,20841.644233218965,1.2297351
1730059480.351634229,0,20888.11013948927,1.2281553
1730059480.467110059,0,20937.272454860024,1.2273074
1730059480.575727698,0,20986.634851466875,1.2290121
1730059480.694262602,0,21049.1311625632,1.2308569
1730059480.796654092,0,21100.29621071512,1.2318103
1730059480.894162437,0,21146.72886957291,1.232149
1730059480.997054240,0,21201.045052265454,1.2326945
1730059481.95403031,0,21246.67562826425,1.2333386
1730059481.196637878,0,21295.56195218184,1.2327495
1730059481.294402868,0,21340.99629400849,1.2329108
1730059481.401484478,0,21397.142003289082,1.2325776
1730059481.502640717,0,21445.363427744967,1.2326643
1730059481.603467975,0,21497.78530061973,1.2341571
1730059481.702461933,0,21542.000365051754,1.241091
1730059481.805280479,0,21616.209055547868,1.2510879
1730059481.904139383,0,21656.81370470524,1.263385
1730059482.245672,0,21710.961395512022,1.2702197
1730059482.98238551,0,21760.29545289179,1.2716804
1730059482.203392534,0,21810.612592366248,1.2725943
1730059482.303827832,0,21866.69450481164,1.2730901
1730059482.402237207,0,21911.473757667132,1.2721392
1730059482.507901042,0,21960.507784583217,1.2721362
1730059482.607933941,0,22009.595373745084,1.27228
1730059482.707228066,0,22058.5427463163,1.273076
1730059482.808571719,0,22110.86919109236,1.2740523
1730059482.908311224,0,22160.37787905767,1.2753121
1730059483.14097259,0,22205.7948819838,1.2764041
1730059483.118775424,0,22258.40111055409,1.2749524
1730059483.226122265,0,22307.68642144738,1.2742316
1730059483.330704820,0,22357.03977426746,1.2750657
1730059483.442396870,0,22402.807710477133,1.2767888
1730059483.554907636,0,22451.87915793446,1.2783737
1730059483.667192926,0,22502.19473015506,1.280911
1730059483.779477284,0,22553.721306445816,1.2821587
1730059483.887979415,0,22609.434083040152,1.283692
1730059483.998564547,0,22662.887692582168,1.2842871
1730059484.115696353,0,22721.84339200486,1.2848111
1730059484.215794535,0,22761.12773802029,1.2854173
1730059484.316665776,0,22821.73056736931,1.2868937
1730059484.421981864,0,22878.107774785127,1.2856323
1730059484.522926955,0,22927.137387185743,1.286576
1730059484.621508345,0,22976.50579540435,1.2875031
1730059484.719190147,0,23026.054652637005,1.2886269
1730059484.820904980,0,23063.557739827407,1.289777
1730059484.919539780,0,23115.17561209241,1.2923009
1730059485.19882965,0,23163.85930307988,1.294997
1730059485.118985879,0,23207.049781369216,1.297448
1730059485.223014127,0,23255.44857991645,1.2992657
1730059485.323847477,0,23304.48140757001,1.3005729
1730059485.419906878,0,23353.989230091684,1.3019453
1730059485.521678367,0,23404.772839471178,1.3037593
1730059485.630491295,0,23454.108739824118,1.3073899
1730059485.727554089,0,23500.19133924294,1.311037
1730059485.826208907,0,23555.796739493006,1.3157834
1730059485.930468683,0,23604.43062104968,1.3176538
1730059486.32925636,0,23654.575996264324,1.3206669
1730059486.131585173,0,23702.448123985076,1.3243233
1730059486.234207128,0,23751.507457432126,1.3266486
1730059486.335773330,0,23805.551456461584,1.3269788
1730059486.436543210,0,23853.46116554349,1.3279346
1730059486.537477590,0,23903.57811751578,1.3302265
1730059486.644905664,0,23952.423271781434,1.333689
1730059486.752287762,0,24000.93606472679,1.3407915
1730059486.862759079,0,24050.809572278045,1.3472177
1730059486.970032662,0,24099.46000937433,1.3484217
1730059487.76640728,0,24148.426732173237,1.350765
1730059487.186614045,0,24197.445585721824,1.352056
1730059487.298242255,0,24246.66236950985,1.3528394
1730059487.407017422,0,24295.74725817434,1.3570102
1730059487.526860734,0,24354.849386640995,1.3656094
1730059487.623505229,0,24396.55862173578,1.3686572
1730059487.721335512,0,24446.105939199064,1.3721732
1730059487.825963232,0,24504.97001763004,1.3732209
1730059487.932972976,0,24561.543289867812,1.3770801
1730059488.29490842,0,24600.16945756014,1.3809086
1730059488.125558558,0,24639.861272372334,1.3875827
1730059488.227066641,0,24694.364413376912,1.3930924
1730059488.334579806,0,24757.972184752096,1.4005729
1730059488.432392655,0,24800.103201909315,1.4033862
1730059488.534829230,0,24850.805565641258,1.4073405
1730059488.633595569,0,24906.09062480447,1.4124922
1730059488.734138541,0,24955.75428486442,1.415015
1730059488.828918367,0,25002.015199981935,1.4119906
1730059488.929623905,0,25051.361057893053,1.4099005
1730059489.32312325,0,25100.74758181582,1.4060543
1730059489.145465393,0,25150.182276192652,1.4012923
1730059489.239230634,0,25193.37328984868,1.4022157
1730059489.340978770,0,25242.741827920985,1.3993137
1730059489.440040356,0,25293.461827400428,1.4051188
1730059489.542432798,0,25342.41752736515,1.4072741
1730059489.644635381,0,25389.51576501968,1.4132073
1730059489.743111853,0,25438.33643822223,1.4200306
1730059489.850114214,0,25493.51735596139,1.4224204
1730059489.956239730,0,25542.235770825562,1.4258095
1730059490.64791344,0,25591.092973730403,1.4325986
1730059490.170815859,0,25638.369226724302,1.4341002
1730059490.280774780,0,25703.863413832325,1.4405423
1730059490.389847167,0,25752.755880920602,1.4444519
1730059490.505571547,0,25808.787916772573,1.4498109
1730059490.628682966,0,25857.716807394678,1.4515932
1730059490.739948522,0,25906.64102899675,1.457891
1730059490.861553529,0,25949.421073586465,1.4539598
1730059490.981828025,0,26010.616493970778,1.4532372
1730059491.80635402,0,26060.071648133297,1.4593178
1730059491.183666839,0,26115.339372419738,1.4600863
1730059491.283682636,0,26164.35950885955,1.461745
1730059491.381907783,0,26210.416810817616,1.4634953
1730059491.489087018,0,26259.612127133798,1.466277
1730059491.590438615,0,26308.66800489036,1.4708812
1730059491.693717580,0,26357.201313812537,1.4724969
1730059491.794730258,0,26406.266704253623,1.4724864
1730059491.895294169,0,26457.739392129653,1.4784657
1730059491.997355055,0,26506.76945222269,1.4801888
1730059492.90708339,0,26545.895837701737,1.4872679
1730059492.197093565,0,26601.575751193166,1.4890058
1730059492.290967021,0,26646.04728703773,1.4958843
1730059492.390603492,0,26695.31951135574,1.4970285
1730059492.490631281,0,26744.51938129189,1.5018619
1730059492.590431631,0,26793.795718054113,1.5100898
1730059492.694125809,0,26842.76409516797,1.5109793
1730059492.798861843,0,26898.34307776558,1.5134106
1730059492.897306445,0,26946.155135188426,1.5202932
1730059492.998602558,0,26995.0549328724,1.5235955
1730059493.96541054,0,27044.217941982446,1.5244235
1730059493.198555062,0,27090.033329743066,1.5251362
1730059493.301957229,0,27148.93715814208,1.5267282
1730059493.405156333,0,27201.146118879402,1.5275323
1730059493.510217600,0,27254.951061127995,1.5316852
1730059493.615804119,0,27304.840895097226,1.5265115
1730059493.722429138,0,27354.263230521654,1.528423
1730059493.829629573,0,27403.453377843238,1.5306542
1730059493.936703509,0,27452.608555537372,1.5319021
1730059494.46981050,0,27502.80361135349,1.5298452
1730059494.157009151,0,27550.843053987992,1.5242873
1730059494.265825775,0,27611.33589637356,1.5212107
1730059494.390819787,0,27678.327782516866,1.5201787
1730059494.500753249,0,27725.217991135894,1.5127083
1730059494.614162510,0,27775.65055243534,1.5137135
1730059494.706321000,0,27826.00995571819,1.5140655
1730059494.794721868,0,27866.435162184862,1.5153027
1730059494.909260671,0,27928.358068051748,1.5142258
1730059495.16246631,0,27977.940748687397,1.5154219
1730059495.115119691,0,28034.103398673204,1.5110719
1730059495.210424097,0,28073.901780909022,1.5066935
1730059495.334116323,0,28133.502821917384,1.5057716
1730059495.431208823,0,28179.28184867718,1.5018095
1730059495.531346610,0,28229.19826044243,1.4955841
