Timestamp,Total Collisions,Current Collision Status,Smoothness Metric,Current Smoothness,Obstacle Clearance,Distance Traveled,Current Velocity,IMU Acceleration Magnitude,Is Rough Terrain,Notes
1736121894,0,0,217.16,10.858,2.3945,0.1493,0.1519,15.5772,1,Normal operation
1736121895,0,0,445.3012,11.418,2.4471,0.4584,0.2142,13.8211,0,Normal operation
1736121896,0,0,668.3451,11.3279,2.5279,0.8742,0.3255,1.8692,0,Normal operation
1736121897,0,0,852.0812,10.7858,2.5734,1.6297,0.5467,4.702,0,Normal operation
1736121898,0,0,1116.7719,11.3956,2.677,1.964,0.5146,10.6383,0,Normal operation
1736121899,0,0,1369.9391,11.8014,2.754,2.1958,0.2775,9.2989,0,Normal operation
1736121900,0,0,1612.344,11.8173,2.8165,2.4609,0.2382,3.6968,0,Normal operation
1736121901,0,0,1876.6377,12.1038,2.9089,2.958,0.3476,10.363,0,Normal operation
1736121902,0,0,2109.3135,12.6227,2.9964,3.3758,0.4383,12.7275,0,Normal operation
1736121903,0,0,2412.1425,12.9537,2.9228,3.6472,0.3392,8.2248,0,Normal operation
1736121904,0,0,2624.8461,12.5491,2.8753,3.8381,0.2248,9.4849,0,Normal operation
1736121905,0,0,2837.7426,12.254,2.8698,4.2781,0.2972,10.1644,0,Normal operation
1736121906,0,0,3090.9221,12.1428,2.8286,4.7296,0.4236,13.7187,0,Normal operation
1736121907,0,0,3266.8539,11.5754,2.7143,5.0873,0.3977,4.8304,0,Normal operation
1736121908,0,0,3484.0556,10.7191,2.7186,5.562,0.4013,4.4757,0,Normal operation
1736121909,0,0,3720.2348,10.9539,2.7168,6.0008,0.4345,9.1886,0,Normal operation
1736121910,0,0,3933.4131,10.9567,2.6314,6.3582,0.3808,14.511,0,Normal operation
1736121911,0,0,4195.1849,11.0426,2.5567,6.7462,0.3518,6.5643,0,Normal operation
1736121912,0,0,4418.7197,11.5187,2.5337,6.9826,0.301,9.5035,0,Normal operation
1736121913,0,0,4683.4867,11.9943,2.4926,7.1908,0.2126,9.4089,0,Normal operation
1736121914,0,0,4900.2334,11.8,2.4596,7.5707,0.2709,8.4419,0,Normal operation
1736121915,0,0,5157.8535,12.2444,2.4449,7.7693,0.2702,11.7607,0,Normal operation
1736121916,0,0,5347.1605,11.5198,2.4065,7.9863,0.1826,6.1205,0,Normal operation
1736121917,0,0,5673.7387,12.6511,2.4163,8.2642,0.2117,7.5188,0,Normal operation
1736121918,0,0,5910.8601,12.3823,2.4169,8.5595,0.2554,11.8664,0,Normal operation
1736121919,0,0,6122.9582,12.3153,2.4086,8.8412,0.2736,8.8257,0,Normal operation
1736121920,0,0,6326.5428,11.8105,2.4286,9.1466,0.2853,5.7646,0,Normal operation
1736121921,0,0,6567.1105,12.2656,2.4752,9.5563,0.3064,13.769,0,Normal operation
1736121922,0,0,6814.7482,11.4101,2.5403,10.2349,0.4709,15.4634,1,Normal operation
1736121923,0,0,7029.1522,11.1829,2.5536,10.699,0.528,9.232,0,Normal operation
1736121924,0,0,7240.5709,11.1761,2.6484,10.8626,0.3039,10.1228,0,Normal operation
1736121925,0,0,7446.6893,11.2015,2.7802,11.1361,0.2122,6.0174,0,Normal operation
1736121926,0,0,7696.7515,11.2964,2.9259,11.4943,0.3018,8.5647,0,Normal operation
1736121927,0,0,7949.4517,11.347,3.0344,11.7369,0.2973,8.8213,0,Normal operation
1736121928,0,0,8057.6975,10.4672,2.9907,12.3339,0.1459,9.7998,0,Normal operation
1736121929,0,0,8637.7074,14.1718,2.6876,12.538,0.0524,8.9005,0,Normal operation
1736121930,0,0,8878.6769,14.5078,2.4525,12.7298,0.1274,13.2493,0,Normal operation
1736121931,0,0,9086.9653,14.0882,2.2878,12.8983,0.1783,9.7589,0,Normal operation
1736121932,0,0,9299.3561,14.0064,2.0055,12.9836,0.1218,9.7998,0,Normal operation
1736121933,0,0,9492.2563,14.3456,1.8949,13.0238,0.0594,9.7984,0,Normal operation
1736121934,0,0,9693.0106,10.553,2.0319,13.0732,0.041,9.7965,0,Normal operation
1736121935,0,0,9889.2636,10.1059,2.0609,13.1088,0.0395,9.7978,0,Normal operation
1736121936,0,0,10077.7192,10.0067,2.0304,13.1569,0.0371,9.721,0,Normal operation
1736121937,0,0,10272.8168,9.8326,2.1141,13.2223,0.0508,9.7866,0,Normal operation
1736121938,0,0,10464.1273,9.8168,2.1421,13.2879,0.061,9.675,0,Normal operation
1736121939,0,0,10660.6237,9.7743,2.1741,13.3507,0.0603,9.8834,0,Normal operation
1736121940,0,0,10862.6393,9.8318,2.2455,13.4361,0.0711,9.512,0,Normal operation
1736121941,0,0,11074.382,9.9666,2.2465,13.6874,0.1501,9.1983,0,Normal operation
1736121942,0,0,11306.7783,10.3396,2.1773,13.8962,0.1865,3.717,0,Normal operation
1736121943,0,0,11540.895,10.7677,2.1147,14.4603,0.3228,1.9315,0,Normal operation
1736121944,0,0,11739.4823,10.7886,2.1101,14.9841,0.5028,8.259,0,Normal operation
1736121945,0,0,11942.9707,10.8033,2.063,15.2993,0.4078,15.9509,1,Normal operation
1736121946,0,0,12173.0437,10.9866,2.0778,15.7077,0.3473,10.6045,0,Normal operation
1736121947,0,0,12408.7661,11.0657,2.1872,16.0733,0.3776,9.0962,0,Normal operation
1736121948,0,0,12603.7558,10.6504,2.3609,16.3245,0.3035,18.4286,1,Normal operation
1736121949,0,0,12853.2366,11.2223,2.4317,16.6199,0.2647,18.091,1,Normal operation
1736121950,0,0,13057.1049,11.3016,2.494,16.8864,0.2702,6.2463,0,Normal operation
1736121951,0,0,13265.8358,11.0348,2.4793,17.041,0.2036,9.5775,0,Normal operation
1736121952,0,0,13465.3263,10.6572,2.4024,17.1795,0.1475,11.1515,0,Normal operation
1736121953,0,0,13677.0806,11.0857,2.3347,17.3708,0.1604,9.6206,0,Normal operation
1736121954,0,0,13868.4749,10.5706,2.2951,17.6509,0.2378,5.2389,0,Normal operation
1736121955,0,0,14075.5107,10.4424,2.3416,17.9352,0.2725,1.7304,0,Normal operation
1736121956,0,0,14266.243,10.3007,2.473,18.2028,0.2659,11.0524,0,Normal operation
1736121957,0,0,14484.6161,10.3981,2.6015,18.4183,0.2341,9.5804,0,Normal operation
