Timestamp,Total Collisions,Current Collision Status,Smoothness Metric,Current Smoothness,Obstacle Clearance,Distance Traveled,Current Velocity,IMU Acceleration Magnitude,Is Rough Terrain,Notes
1736121958,0,0,14695.9402,10.1886,2.714,18.7146,0.245,9.0455,0,Normal operation
1736121959,0,0,14907.2189,10.3874,2.8226,19.0148,0.2852,9.5394,0,Normal operation
1736121960,0,0,15108.5979,10.3309,2.879,19.3458,0.3049,8.5422,0,Normal operation
1736121961,0,0,15342.836,10.7659,2.8663,19.8679,0.4115,6.907,0,Normal operation
1736121962,0,0,15601.082,11.1647,2.7569,20.2806,0.4475,9.5908,0,Normal operation
1736121963,0,0,15830.197,11.3426,2.6546,20.4713,0.2817,9.6842,0,Normal operation
1736121964,0,0,16053.0428,11.5544,2.5611,20.6417,0.1645,5.5826,0,Normal operation
1736121965,0,0,16263.2143,11.6324,2.4414,20.7863,0.141,9.6766,0,Normal operation
1736121966,0,0,16491.1022,11.5554,2.2957,20.9346,0.1315,13.5595,0,Normal operation
1736121967,0,0,16726.5748,11.3563,2.2934,21.0955,0.142,10.6912,0,Normal operation
1736121968,0,0,16927.123,11.0681,2.2906,21.2419,0.1363,9.7217,0,Normal operation
1736121969,0,0,17118.2397,10.7107,2.2802,21.3736,0.1278,9.63,0,Normal operation
1736121970,0,0,17335.4379,10.8214,2.3189,21.5622,0.1469,9.6291,0,Normal operation
1736121971,0,0,17547.5859,10.702,2.35,21.7141,0.1522,11.4839,0,Normal operation
1736121972,0,0,17740.4777,10.2467,2.3821,21.9119,0.1644,9.8001,0,Normal operation
1736121973,0,0,17941.325,10.2422,2.4282,22.1145,0.1864,9.718,0,Normal operation
1736121974,0,0,18150.7061,10.3247,2.4814,22.2969,0.1754,7.7476,0,Normal operation
1736121975,0,0,18383.0452,10.4761,2.481,22.5273,0.1942,13.3274,0,Normal operation
1736121976,0,0,18605.5616,10.5798,2.5281,22.7279,0.2,8.3384,0,Normal operation
1736121977,0,0,18807.3148,10.6684,2.5144,22.9206,0.1821,7.5869,0,Normal operation
1736121978,0,0,19035.0893,10.9376,2.5454,23.137,0.1926,9.5018,0,Normal operation
1736121979,0,0,19250.9805,11.0027,2.5164,23.3273,0.1914,9.5679,0,Normal operation
1736121980,0,0,19421.2303,10.5182,2.53,23.5648,0.1962,9.5078,0,Normal operation
1736121981,0,0,19626.0793,10.2927,2.516,23.7377,0.1924,9.6358,0,Normal operation
1736121982,0,0,19830.3771,10.3108,2.4852,23.8553,0.1319,9.4311,0,Normal operation
