step,heading_rad,heading_deg
1,-1.5495233535766602,-88.78114841690022
2,-1.7016545534133911,-97.49762409980623
3,-1.293043613433838,-74.08594177610443
4,1.1447155475616455,65.58736961828934
5,-1.3731364011764526,-78.67492048319339
6,-3.1415927410125732,-180.00000500895632
7,-0.707771360874176,-40.55231183832101
8,2.13421368598938,122.28143678625023
9,1.2880266904830933,73.79849326488444
10,0.5459775924682617,31.28221175714504
11,-1.434026837348938,-82.16368548858752
12,0.6659516096115112,38.15621659068342
13,0.6300643682479858,36.1000291221861
14,-2.1064603328704834,-120.69128678520121
15,-2.181058883666992,-124.96546890363345
16,-2.348769187927246,-134.57456151860092
17,-1.5624562501907349,-89.52214880976574
18,-2.1707539558410645,-124.37504003102087
19,-0.9188868403434753,-52.64833780179264
20,-1.1124893426895142,-63.740944089392286
21,-1.8194901943206787,-104.24910900001292
22,-1.7531118392944336,-100.44590940598808
23,-1.9228001832962036,-110.16833534985356
24,-1.669805884361267,-95.6728297800106
25,-1.8783499002456665,-107.62152173289589
26,-1.5926512479782104,-91.25219474539495
27,-0.3769034743309021,-21.59497836297805
28,-0.9913742542266846,-56.80156068511854
29,-1.2540000677108765,-71.84891138895269
30,-1.8605003356933594,-106.59881701790236
31,-1.6245660781860352,-93.08077982017993
32,-1.3569588661193848,-77.74801600149847
33,-0.3989346921443939,-22.85727416122457
34,0.7454098463058472,42.7088382008204
35,0.401879221200943,23.02598324881847
36,-0.6929712891578674,-39.704330192485585
37,-1.4447321891784668,-82.77705696662217
38,-1.6398242712020874,-93.95500988299571
39,-1.8800660371780396,-107.71984913618739
40,-2.001067876815796,-114.65274386074962
41,-2.644706964492798,-151.53054711429257
42,-2.4581706523895264,-140.84280370484004
43,-2.1287026405334473,-121.96567714092053
44,-2.796393394470215,-160.22153936140526
45,-2.770203113555908,-158.72094680075347
46,-3.1415927410125732,-180.00000500895632
47,-3.0877556800842285,-176.91536863637353
48,-2.3227288722991943,-133.082561335925
49,-2.3138952255249023,-132.5764306580487
50,-1.9969747066497803,-114.41822248540807
51,-1.405149221420288,-80.50911997347612
52,-0.539111852645874,-30.888833842087326
53,-0.3852992057800293,-22.076018340938294
54,-0.25232648849487305,-14.45724285011255
55,0.01778792217373848,1.019172866862388
56,-0.5750221014022827,-32.94633953709445
57,-0.549824595451355,-31.502628791850523
58,-1.1216765642166138,-64.26733310834683
59,-0.9921161532402039,-56.84406836741812
60,-2.126891613006592,-121.8619129070497
61,-1.8063029050827026,-103.49353298345859
62,-2.091871500015259,-119.85540823457505
63,-2.4925830364227295,-142.81448807292594
64,-2.588191032409668,-148.29242273068124
65,-2.919041872024536,-167.2487794889729
66,-2.809211015701294,-160.9559349613434
67,-2.2101190090179443,-126.63049143836415
68,-2.5004358291625977,-143.26441995431136
69,-2.643958568572998,-151.48766718668324
70,-2.8623507022857666,-164.00061472728163
71,-1.9920156002044678,-114.13408661593553
72,-2.2803030014038086,-130.65173799145248
73,-2.2086668014526367,-126.54728607389505
74,-2.1703381538391113,-124.35121633119587
75,-2.461092472076416,-141.01021164139704
76,-2.7831733226776123,-159.4640850428292
77,-2.4306790828704834,-139.26765279920838
78,-2.4210336208343506,-138.7150085330843
79,-2.5718727111816406,-147.35745179557654
80,-2.6674680709838867,-152.8346624532798
81,-2.6356565952301025,-151.0119991525052
82,-2.7613353729248047,-158.21286268877455
83,-2.6294548511505127,-150.65666539112448
84,-2.47757625579834,-141.95466287906973
85,-2.541161060333252,-145.5978038200845
86,-2.34837007522583,-134.55169404525972
87,-2.240480422973633,-128.37007231807468
88,-1.5769948959350586,-90.35515185075133
89,-1.125959873199463,-64.51274863541455
90,-1.177094578742981,-67.44255144970235
91,-0.9449443221092224,-54.141321531709046
92,-0.8645398616790771,-49.5344852950351
93,-0.8402078151702881,-48.14036172316545
94,-0.8766697645187378,-50.2294775336514
95,-1.9453301429748535,-111.45920695204012
96,-1.185206651687622,-67.90733899253256
97,-0.6258651614189148,-35.85943229357782
98,-1.1938567161560059,-68.40295117908701
99,-1.1378095149993896,-65.19168309929216
100,-1.380079746246338,-79.07274485140077
101,-0.8173552751541138,-46.83100762908484
102,-0.7879725694656372,-45.147502602460094
103,-1.1804131269454956,-67.63269025581717
104,-1.8891104459762573,-108.23805558851626
105,-3.1415927410125732,-180.00000500895632
106,-2.756077766418457,-157.9116240256203
107,-2.489684581756592,-142.64841885344626
108,0.6421698331832886,36.79362117202256
109,-0.03988848626613617,-2.2854419142151503
110,-0.4348503053188324,-24.91508721474435
111,-0.8688480257987976,-49.78132491654477
112,-0.9892982244491577,-56.68261294072277
113,-0.9751450419425964,-55.87169531641842
114,-1.228552222251892,-70.39085724645172
115,-1.2858234643936157,-73.67225770864427
116,-1.1382240056991577,-65.2154316670363
117,-0.9101121425628662,-52.145584652460926
118,-0.40955132246017456,-23.465562270969443
119,-0.6504598259925842,-37.268602772189
120,-0.6668192148208618,-38.20592670746277
121,-0.7600365877151489,-43.54688875160262
122,-0.944180428981781,-54.097553679507605
123,-0.9175207614898682,-52.57006724899888
124,-0.24776549637317657,-14.195917251146923
125,0.3705670237541199,21.231926487835192
126,1.0672122240066528,61.146756280351404
127,1.6115355491638184,92.33418550238417
128,1.9091668128967285,109.38720076542505
129,1.7606568336486816,100.87820573893653
130,1.7821463346481323,102.10946345004722
131,1.9381051063537598,111.04524284682398
132,1.7400364875793457,99.6967469370644
133,1.7382056713104248,99.59184889179134
134,1.9379769563674927,111.03790039346622
135,1.9841750860214233,113.68485824403463
136,1.9867451190948486,113.83211029235093
137,1.9190478324890137,109.95334148534907
138,1.8651288747787476,106.86401277280645
139,1.9293086528778076,110.54124318796875
140,2.6278140544891357,150.56265466738841
141,2.275319814682007,130.3662224237676
142,2.498072624206543,143.12901828420505
143,2.770289659500122,158.7259055180909
144,2.6435441970825195,151.46392544912828
145,3.1415927410125732,180.00000500895632
146,3.1415927410125732,180.00000500895632
147,3.1382410526275635,179.80796741025225
148,3.120804786682129,178.80894296111117
149,2.8147075176239014,161.27086132359432
150,2.766721725463867,158.52147795623242
151,2.151492118835449,123.27141806493022
152,2.228383779525757,127.67698570223682
153,1.9778419733047485,113.32199761418853
154,1.9918569326400757,114.12499563415024
155,1.9604389667510986,112.32487878782588
156,2.0117979049682617,115.26752918794247
157,2.2617340087890625,129.58781308481792
158,2.122993230819702,121.63855206081195
159,2.0585131645202637,117.94411639913038
160,2.1783857345581055,124.81230874168509
161,1.7069143056869507,97.79898570636553
162,1.681854248046875,96.36315016923461
163,1.2762733697891235,73.1250775938562
164,1.2812128067016602,73.40808648211568
165,1.2364609241485596,70.84399248655788
166,2.063615560531616,118.23646215598527
167,2.3473219871520996,134.49164302207694
168,2.3678481578826904,135.66770597450477
169,2.2810683250427246,130.69558780592396
170,3.0612058639526367,175.39417622518496
171,3.1415927410125732,180.00000500895632
172,3.0214245319366455,173.11487379726
173,3.0424675941467285,174.32055244992898
174,3.1415927410125732,180.00000500895632
175,3.1415927410125732,180.00000500895632
176,3.1415927410125732,180.00000500895632
177,3.1415927410125732,180.00000500895632
178,3.1415927410125732,180.00000500895632
179,3.094467878341675,177.29994926778025
180,3.1415927410125732,180.00000500895632
181,2.6113035678863525,149.61667346734166
182,2.7336506843566895,156.6266468766875
183,0.37430474162101746,21.446081946619064
184,0.1795579493045807,10.287912673176468
185,-0.5452646613121033,-31.241363810813777
186,-2.3703503608703613,-135.81107164518335
187,-2.313288927078247,-132.54169231593002
188,-2.3592402935028076,-135.1745116749165
189,-2.9346513748168945,-168.1431381192727
190,-3.1415927410125732,-180.00000500895632
191,-3.0054948329925537,-172.20216927884954
192,-0.1263454556465149,-7.2390613692026395
193,-0.12290935218334198,-7.042187142792545
194,0.15293383598327637,8.762463346587698
195,0.06212767958641052,3.559653831242403
196,0.22076386213302612,12.648837569230368
197,-0.05690577253699303,-3.2604605963011677
198,0.16071613132953644,9.208356024852701
199,0.34623757004737854,19.83795147258
200,0.35281914472579956,20.215047924203695
201,0.24634747207164764,14.114670443422328
202,0.3717992901802063,21.302530153285613
203,0.5625609159469604,32.232366202774685
204,0.9943002462387085,56.969207678296506
205,0.9123140573501587,52.271745076620235
206,0.7238768339157104,41.47508747066266
207,0.3558196723461151,20.386965493160208
208,0.2956554889678955,16.939811707737086
209,0.1448858082294464,8.30134532288909
210,0.13460616767406464,7.712365304154196
211,0.2023412138223648,11.59329757357566
212,0.20656660199165344,11.835394482480407
213,0.12533777952194214,7.181325780148521
214,-0.007222872227430344,-0.4138400945940148
215,-0.6524900794029236,-37.384927723943484
216,-1.2901020050048828,-73.9174000281452
217,-1.174384355545044,-67.28726709892211
218,-1.3990668058395386,-80.16062323145457
219,-1.4525341987609863,-83.22407918742117
220,-0.1149965226650238,-6.588815407386378
221,-0.2857896089553833,-16.37453842183766
222,-0.3113570809364319,-17.83944665917073
223,-0.7225005626678467,-41.39623293669486
224,0.07993689924478531,4.580046954088696
225,1.250947117805481,71.67399024430865
226,1.1589092016220093,66.40060609181691
227,1.0633151531219482,60.92347056619452
228,1.0702875852584839,61.322961500559394
229,1.6486750841140747,94.46212410811248
230,1.7139708995819092,98.20329875428443
231,1.6349126100540161,93.67359242881284
232,0.3271537721157074,18.744530394014753
233,-0.5009315013885498,-28.701260854715642
234,0.3921983540058136,22.471310416510903
235,0.4052749276161194,23.220542894873574
236,0.2510921061038971,14.38651794880436
237,-0.14902101457118988,-8.538275193686724
238,0.1417713165283203,8.122898093086045
239,-0.21613383293151855,-12.383556436961658
240,-0.2676258087158203,-15.333829328191985
241,-0.027482248842716217,-1.5746168702159302
242,-0.4042679965496063,-23.16284999450177
243,-0.9042893648147583,-51.81196406245166
244,-1.5950586795806885,-91.39013041568336
245,-1.7461419105529785,-100.04656190559577
246,-1.8882182836532593,-108.18693845276788
247,-2.609951972961426,-149.53923278253205
248,-3.1330342292785645,-179.50963840768443
249,-3.1415927410125732,-180.00000500895632
250,-3.1415927410125732,-180.00000500895632
251,-3.1415927410125732,-180.00000500895632
252,-3.1415927410125732,-180.00000500895632
253,-3.1415927410125732,-180.00000500895632
254,-3.1415927410125732,-180.00000500895632
255,-3.1415927410125732,-180.00000500895632
256,-3.1415927410125732,-180.00000500895632
257,-3.1415927410125732,-180.00000500895632
258,-3.1415927410125732,-180.00000500895632
259,-3.1415927410125732,-180.00000500895632
260,-3.1415927410125732,-180.00000500895632
261,-3.1415927410125732,-180.00000500895632
262,-3.1415927410125732,-180.00000500895632
263,-3.1257855892181396,-179.09432192501265
264,-3.1415927410125732,-180.00000500895632
265,-3.1415927410125732,-180.00000500895632
266,-3.115710973739624,-178.5170889778765
267,-3.1415927410125732,-180.00000500895632
268,-3.1415927410125732,-180.00000500895632
269,-3.1415927410125732,-180.00000500895632
270,-3.1415927410125732,-180.00000500895632
271,-3.1415927410125732,-180.00000500895632
272,-3.1415927410125732,-180.00000500895632
273,-3.1415927410125732,-180.00000500895632
274,-3.1415927410125732,-180.00000500895632
275,-3.1415927410125732,-180.00000500895632
276,-3.1415927410125732,-180.00000500895632
277,-3.1415927410125732,-180.00000500895632
278,-3.1415927410125732,-180.00000500895632
279,-3.1415927410125732,-180.00000500895632
280,-3.1415927410125732,-180.00000500895632
281,-3.01492977142334,-172.74275143089938
282,-2.6745846271514893,-153.2424110863512
283,-1.7317779064178467,-99.22356509174426
284,-1.7366222143173218,-99.50112348904607
285,-2.5432286262512207,-145.7162666210492
286,-3.1415927410125732,-180.00000500895632
287,-2.3446996212005615,-134.341392520715
288,-1.6272844076156616,-93.23652862382373
289,-2.1631815433502197,-123.94117275456333
290,-1.8421924114227295,-105.54985022555014
291,-1.9159492254257202,-109.77580437825293
292,-0.8349959254264832,-47.84174243755791
293,-1.3869153261184692,-79.46439472859848
294,-1.7059098482131958,-97.74143453241899
295,-1.2530428171157837,-71.79406496991749
296,-0.4546935558319092,-26.052021720964454
297,-0.03724583610892296,-2.13402921347725
298,0.630261242389679,36.11130917960038
299,-1.1004160642623901,-63.04919619063173
300,-1.386901617050171,-79.46360925684392
301,-1.6139425039291382,-92.4720938519159
302,-2.6621737480163574,-152.5313200918612
303,-2.120216131210327,-121.47943597390733
304,-2.717925548553467,-155.72566296289276
305,-2.6060290336608887,-149.31446491732527
306,-2.2048473358154297,-126.32844681288783
307,-3.1415927410125732,-180.00000500895632
308,-3.1415927410125732,-180.00000500895632
309,-3.1415927410125732,-180.00000500895632
310,-3.1415927410125732,-180.00000500895632
311,-3.1415927410125732,-180.00000500895632
312,-2.6144676208496094,-149.79796034829212
313,-2.6234254837036133,-150.31120808328356
314,-2.7131428718566895,-155.45163577339184
315,-2.9245059490203857,-167.5618480397696
