sequence,timestamp,lidar_min,lidar_max,lidar_mean,lidar_std,pose_min,pose_max,pose_mean,pose_std,imu_min,imu_max,imu_mean,imu_std,target_min,target_max,target_mean,target_std
184,1732382301165,1.808,12.0,7.313,3.645,-0.021,0.001,-0.013,0.013,-1.376,0.002,-0.458,0.795,-2.553,12.729,5.088,10.806
185,1732382301213,1.82,12.0,7.301,3.644,-0.023,0.002,-0.01,0.012,-1.367,0.001,-0.456,0.79,-2.561,12.717,5.078,10.804
186,1732382301271,1.834,12.0,7.343,3.643,-0.026,0.005,-0.006,0.017,-1.359,0.0,-0.453,0.785,-2.569,12.706,5.069,10.801
187,1732382301319,1.838,12.0,7.338,3.638,-0.027,0.01,-0.005,0.019,-1.358,0.002,-0.452,0.784,-2.57,12.702,5.066,10.799
188,1732382301372,1.851,12.0,7.341,3.635,-0.03,0.025,-0.001,0.028,-1.356,0.001,-0.452,0.783,-2.571,12.689,5.059,10.79
189,1732382301424,1.866,12.0,7.343,3.627,-0.034,0.042,0.003,0.038,-1.35,0.0,-0.45,0.779,-2.577,12.674,5.049,10.784
190,1732382301470,1.881,12.0,7.363,3.631,-0.036,0.053,0.006,0.045,-1.341,0.001,-0.446,0.775,-2.585,12.665,5.04,10.784
191,1732382301520,1.897,12.0,7.379,3.618,-0.04,0.069,0.01,0.055,-1.33,0.0,-0.443,0.768,-2.595,12.651,5.028,10.78
192,1732382301571,1.914,12.0,7.387,3.623,-0.043,0.086,0.015,0.065,-1.317,0.001,-0.439,0.76,-2.608,12.637,5.014,10.78
193,1732382301623,1.927,12.0,7.391,3.614,-0.045,0.097,0.018,0.072,-1.302,0.002,-0.433,0.752,-2.623,12.628,5.003,10.784
194,1732382301667,1.932,12.0,7.386,3.611,-0.045,0.1,0.019,0.074,-1.289,0.002,-0.429,0.745,-2.635,12.625,4.995,10.791
