step,time_s,rx,ry,speed_mps,d1_linear,d2_triangle,d3_diag,dmin,goals
1,1757785697.803835,-19.74618885637059,-22.520097150305656,nan,3.63343169173856,6.836076567892516,2.8577606083979368,2.8577606083979368,0
2,1757785698.796277,-20.42925264023231,-22.59252130186872,0.6921235401616135,5.136749310907229,5.808609563793463,1.7540062290676437,1.7540062290676437,0
3,1757785699.8034446,-21.076775419327042,-22.724229306106736,0.656079421276645,6.660842160789424,4.193330074842959,2.226944490085841,2.226944490085841,0
4,1757785700.7983396,-21.703394270580056,-22.796157750695972,0.6339700381354477,8.13094503190431,2.774495998598996,3.6209774428898087,2.774495998598996,0
5,1757785701.79886,-22.248935334757206,-22.806926447596158,0.5453634939490374,9.377691971342335,1.5546379469132896,5.152095203852044,1.5546379469132896,1
6,1757785702.795952,-22.89200923709441,-22.69874755878412,0.6540112947140998,10.519674401202408,1.1950886522574626,6.786248153250033,1.1950886522574626,1
7,1757785703.798599,-23.541355135671207,-22.714614408446568,0.6478249810098888,11.682361423244897,2.389800955538506,8.371073085785454,2.389800955538506,1
8,1757785704.8004205,-24.13411020875836,-22.57674708807728,0.607470489627247,12.537633309639263,3.8752649672535893,9.774387669412418,3.8752649672535893,1
9,1757785705.7983618,-24.69981477910024,-22.39185536188187,0.5963803897941898,13.246360701684209,5.361538205752056,11.00521162574671,5.361538205752056,1
10,1757785706.800635,-25.149859120854213,-22.133963429396896,0.5175220298238663,12.761033488052686,6.813502641690296,11.112930117694143,6.813502641690296,1
11,1757785707.7976031,-25.671570881249536,-21.840688694863456,0.6003125943763634,11.983093045504305,8.30643593214131,10.699385846278656,8.30643593214131,1
12,1757785708.8015378,-26.098511488706528,-21.50031590240198,0.5438746376797851,11.261473979894303,9.794663879913193,10.19993136586089,9.794663879913193,2
13,1757785709.7979422,-26.141744839352633,-20.946162655160308,0.5578429308353559,10.21034267848519,10.485554949560143,9.33367609016398,9.33367609016398,2
14,1757785710.7987537,-25.99460393560023,-20.37620960985542,0.5881625503081502,9.151059146814141,9.86583555261095,8.321449844419284,8.321449844419284,2
