sequence,timestamp,lidar_min,lidar_max,lidar_mean,lidar_std,pose_min,pose_max,pose_mean,pose_std,imu_min,imu_max,imu_mean,imu_std,target_min,target_max,target_mean,target_std
1,1732111607294,1.9997482299804688,12.0,7.349391460418701,3.5340664386749268,-1.6408749843321857e-06,0.0017823929665610194,0.0005934957880526781,0.0010296154068782926,-0.001142191467806697,0.0009006988257169724,-7.996852218639106e-05,0.001023884047754109,2.3561928272247314,12.727921485900879,7.542057037353516,7.333920001983643
2,1732111607537,1.9997482299804688,12.0,7.349391460418701,3.5340664386749268,-1.6408749843321857e-06,0.0017823929665610194,0.0005934957880526781,0.0010296154068782926,-0.001142191467806697,0.0009006988257169724,-7.996852218639106e-05,0.001023884047754109,2.3561928272247314,12.727921485900879,7.542057037353516,7.333920001983643
3,1732111607542,1.9997482299804688,12.0,7.349391460418701,3.5340664386749268,-1.6408749843321857e-06,0.0017823929665610194,0.0005934957880526781,0.0010296154068782926,-0.001142191467806697,0.0009006988257169724,-7.996852218639106e-05,0.001023884047754109,2.3561928272247314,12.727921485900879,7.542057037353516,7.333920001983643
4,1732111607546,1.9997482299804688,12.0,7.349391460418701,3.5340664386749268,-1.6408749843321857e-06,0.0017823929665610194,0.0005934957880526781,0.0010296154068782926,-0.0011421950766816735,0.0009006972541101277,-7.997024658834562e-05,0.0010238852119073272,2.3561928272247314,12.727921485900879,7.542057037353516,7.333920001983643
5,1732111607550,1.9997482299804688,12.0,7.349391460418701,3.5340664386749268,-1.6408749843321857e-06,0.0017823929665610194,0.0005934957880526781,0.0010296154068782926,-0.001142195425927639,0.000900697079487145,-7.997042121132836e-05,0.001023885328322649,2.3561928272247314,12.727921485900879,7.542057037353516,7.333920001983643
6,1732111607554,1.9997482299804688,12.0,7.349391460418701,3.5340664386749268,-9.996622793551069e-06,0.0017376599134877324,0.000654924544505775,0.0009457813575863838,-0.0011421957751736045,0.0009006969048641622,-7.99705958343111e-05,0.0010238854447379708,2.356205463409424,12.728096961975098,7.54215145111084,7.334034442901611
7,1732111607558,1.9997482299804688,12.0,7.349391460418701,3.5340664386749268,-9.996622793551069e-06,0.0017376599134877324,0.000654924544505775,0.0009457813575863838,-0.00114219612441957,0.0009006967884488404,-7.9970748629421e-05,0.0010238855611532927,2.356205463409424,12.728096961975098,7.54215145111084,7.334034442901611
8,1732111607563,1.9997482299804688,12.0,7.349391460418701,3.5340664386749268,-9.996622793551069e-06,0.0017376599134877324,0.000654924544505775,0.0009457813575863838,-0.0011421963572502136,0.0009006966720335186,-7.997086504474282e-05,0.0010238856775686145,2.356205463409424,12.728096961975098,7.54215145111084,7.334034442901611
9,1732111607569,1.9997482299804688,12.0,7.349391460418701,3.5340664386749268,-9.996622793551069e-06,0.0017376599134877324,0.000654924544505775,0.0009457813575863838,-0.0011421965900808573,0.0009006966138258576,-7.997096690814942e-05,0.0010238857939839363,2.356205463409424,12.728096961975098,7.54215145111084,7.334034442901611
10,1732111607573,1.9997482299804688,12.0,7.349391460418701,3.5340664386749268,-1.8678651031223126e-05,0.001696238643489778,0.000713670568075031,0.000884416454937309,-0.001142196706496179,0.0009006964974105358,-7.997103966772556e-05,0.0010238856775686145,2.356217622756958,12.728262901306152,7.542240142822266,7.33414363861084
11,1732111607577,1.9997482299804688,12.0,7.349391460418701,3.5340664386749268,-1.8678651031223126e-05,0.001696238643489778,0.000713670568075031,0.000884416454937309,-0.0011421969393268228,0.0009006964392028749,-7.997114153113216e-05,0.0010238859103992581,2.356217622756958,12.728262901306152,7.542240142822266,7.33414363861084
12,1732111607582,1.9997482299804688,12.0,7.349391460418701,3.5340664386749268,-1.8678651031223126e-05,0.001696238643489778,0.000713670568075031,0.000884416454937309,-0.0011421970557421446,0.000900696380995214,-7.997119973879308e-05,0.0010238859103992581,2.356217622756958,12.728262901306152,7.542240142822266,7.33414363861084
13,1732111607586,2.0000782012939453,12.0,7.349353313446045,3.534034490585327,-1.8678651031223126e-05,0.001696238643489778,0.000713670568075031,0.000884416454937309,-0.0011421971721574664,0.0009006963227875531,-7.997125794645399e-05,0.0010238859103992581,2.356217622756958,12.728262901306152,7.542240142822266,7.33414363861084
14,1732111607630,1.9996321201324463,12.0,7.326458930969238,3.5277247428894043,-0.0008793884189799428,0.0017360842321068048,0.0002924340369645506,0.0013287558685988188,-0.0014225916238501668,0.001114811166189611,-0.00023295253049582243,0.0012760704848915339,2.3565378189086914,12.727285385131836,7.541911602020264,7.333226203918457
15,1732111607678,1.9999971389770508,12.0,7.349325656890869,3.534092426300049,-3.035164627362974e-05,0.0019488829420879483,0.0012032771483063698,0.0010760888690128922,-1.1841052582894918e-05,5.795129618491046e-05,2.1068917703814805e-05,3.50653390341904e-05,2.3563129901885986,12.729321479797363,7.542817115783691,7.334825038909912
16,1732111607732,1.9999417066574097,12.0,7.3494133949279785,3.5340940952301025,-3.298676892882213e-05,0.0019062799401581287,0.001192811643704772,0.0010663256980478764,-0.0003252107708249241,0.0002497268433216959,1.932761188072618e-05,0.00030398869421333075,2.3561651706695557,12.729293823242188,7.542729377746582,7.334909915924072
17,1732111607781,1.999981164932251,12.0,7.336650371551514,3.531827688217163,-2.8715912776533514e-05,0.0017334393924102187,0.0008280023466795683,0.0008820872753858566,-0.0002067697496386245,0.0001523360115243122,-3.7322122807381675e-05,0.00018040393479168415,2.356442928314209,12.728493690490723,7.542468070983887,7.334147930145264
18,1732111607839,1.9999140501022339,12.0,7.320256233215332,3.524482011795044,-0.00010793114051921293,0.002415509195998311,0.0013414109125733376,0.0013028982793912292,-0.0011001968523487449,0.0004708196211140603,-0.00040070473914965987,0.0007995120831765234,2.3574228286743164,12.729706764221191,7.543564796447754,7.334312438964844
19,1732111607882,1.999574065208435,12.0,7.324353218078613,3.5239977836608887,-0.00021070477669127285,0.00530205899849534,0.002238599816337228,0.002807228360325098,-0.002217039233073592,8.388543938053772e-05,-0.0012361034750938416,0.0011873421026393771,2.3580524921417236,12.731821060180664,7.544936656951904,7.335362434387207
20,1732111607939,1.9995918273925781,12.0,7.336642742156982,3.5317347049713135,-8.326493843924254e-05,0.00606790604069829,0.0025250366888940334,0.003180297091603279,-0.0035785390064120293,5.459629028337076e-05,-0.0014766447711735964,0.001882591750472784,2.360105514526367,12.732272148132324,7.546188831329346,7.334229469299316
21,1732111608095,1.999567985534668,12.0,7.340644836425781,3.5260860919952393,-9.261296509066597e-05,0.007568305358290672,0.0030228549148887396,0.004025674425065517,-0.003772200085222721,0.0004356947902124375,-0.0014326502569019794,0.0021431564819067717,2.360381841659546,12.7333402633667,7.546861171722412,7.334788799285889
22,1732111608100,1.9992491006851196,12.0,7.340603828430176,3.5261502265930176,-9.261296509066597e-05,0.007568305358290672,0.0030228549148887396,0.004025674425065517,-0.003772200085222721,0.0004356947902124375,-0.0014326502569019794,0.0021431564819067717,2.360381841659546,12.7333402633667,7.546861171722412,7.334788799285889
