step,time_s,rx,ry,speed_mps,d1_lower,d2_upper,dmin,goals
1,1758732673.2249174,-7.571383821015033,0.9545009891787456,nan,2.527058021747414,5.201714195830668,2.527058021747414,0
2,1758732674.2319703,-7.570667600217174,1.4225799730967001,0.4648013352752853,3.5409111548299887,5.22086227681622,3.5409111548299887,0
3,1758732675.2304265,-7.40033806474857,1.964085075346359,0.5685394950749206,4.702977352054128,5.183886774285029,4.702977352054128,0
4,1758732676.2307444,-7.363316022546858,2.410331065621363,0.44763682789749315,4.73899740018695,5.181282247925553,4.73899740018695,1
5,1758732677.2245994,-7.328449895368373,2.5307236941725155,0.12611464036677064,4.327679112660656,5.036221555591982,4.327679112660656,2
6,1758732678.2238984,-7.322125210026035,2.534872113466119,0.007569102716520216,3.89116058381477,4.943643534609908,3.89116058381477,2
7,1758732679.2223363,-7.258503370727128,2.3446093496751574,0.20093206861677212,3.0881178502081514,4.832398795184215,3.0881178502081514,2
8,1758732680.2254608,-7.317480042614869,1.815975086725347,0.5302571572062775,2.471948484998686,5.0319024412759195,2.471948484998686,2
9,1758732681.2238245,-7.376994252719759,1.2367967789020864,0.5831822498358148,2.790882696963351,5.607357239602097,2.790882696963351,2
10,1758732682.2232137,-7.342955310565974,0.6425333516213492,0.5956013011008999,3.6899034085213662,5.9484892199190105,3.6899034085213662,2
11,1758732683.2266333,-7.470543775973145,0.021155486247870375,0.632179776258418,4.952202019834934,5.787145329209347,4.952202019834934,2
12,1758732684.2250051,-7.5650379712940605,-0.5901936245193707,0.6196176699358782,6.167962258286394,5.4378740573884485,5.4378740573884485,2
13,1758732685.2268345,-7.644255056852528,-1.1875221130228268,0.6014581379013836,6.944534226536821,4.986494343350901,4.986494343350901,2
14,1758732686.2237566,-7.543783454023011,-1.7060979276804924,0.529849970524615,6.376865158652404,4.328893149918955,4.328893149918955,2
15,1758732687.224065,-7.416895956111199,-2.3005003354490476,0.6076074604577072,5.795150964630087,3.5648728976193698,3.5648728976193698,2
16,1758732688.2236967,-7.480412493978823,-2.843195790121928,0.54660111276562,5.365485233120615,2.9773252900995573,2.9773252900995573,3
17,1758732689.2226458,-7.451943349031555,-3.388745676477315,0.546866931994992,4.956399917918301,2.39033946928697,2.39033946928697,3
18,1758732690.232303,-7.201641991572307,-3.9013203929025586,0.5649680826464188,4.411850013893038,1.6460746425165786,1.6460746425165786,3
19,1758732691.2278504,-6.9405099922465485,-4.276164340304238,0.45887779757591585,3.8921417666826965,1.211330607837175,1.211330607837175,3
20,1758732692.2242866,-7.212667200711332,-4.01247987127408,0.38029999066583353,2.934791599196367,1.940900092504142,1.940900092504142,3
21,1758732693.2228491,-7.204773507133755,-4.024593189977409,0.014479128211510858,2.3458313152078953,2.3567988287004997,2.3458313152078953,3
22,1758732694.2245867,-6.956719820005277,-4.315037539237104,0.3812910695976825,2.3500192644442928,1.5895249628255455,1.5895249628255455,3
23,1758732695.2237625,-7.215963644000972,-4.091683584860928,0.34247278649587815,1.9089381611675051,1.5387448796522665,1.5387448796522665,3
24,1758732696.223004,-7.242416956411251,-4.125793662394024,0.043198432799610616,2.0608330104272112,1.612009493615008,1.612009493615008,3
25,1758732697.2310915,-6.9413992822762465,-4.575434454088961,0.5367583493552419,2.9673553673170603,2.012796853175739,2.012796853175739,3
26,1758732698.2254393,-6.624498188386616,-4.899354695586166,0.4557321778214628,3.887132292277949,2.755577864511702,2.755577864511702,3
27,1758732699.2276025,-6.404885430344536,-5.186406590350716,0.3606455853938225,4.862060408450189,3.6561834372934854,3.6561834372934854,3
28,1758732700.225014,-6.3617858188864815,-5.402838875037816,0.22125464120609303,5.946639971456634,4.737689573811745,4.737689573811745,3
29,1758732701.2258677,-6.490825181329513,-5.56735038352601,0.20890342966341582,7.043361588553534,5.804389309217434,5.804389309217434,4
30,1758732702.223374,-6.872024461267535,-5.360215215970925,0.43492547585280267,7.972753014926289,6.758200330202752,6.758200330202752,4
31,1758732703.2281468,-7.198796064227585,-5.012941223594479,0.47457753127621455,8.659637361237916,7.565676020450485,7.565676020450485,4
32,1758732704.2228916,-7.239966805261028,-4.486938189906657,0.5303991749333447,8.91434030611972,7.994678799816612,7.994678799816612,4
33,1758732705.224242,-7.3688776446371556,-3.86924607031466,0.6301494873860741,8.569268474228721,8.507827365007103,8.507827365007103,4
34,1758732706.22585,-7.50863949004775,-3.271631846089281,0.6127540776295184,7.295046125477413,7.950659973546348,7.295046125477413,4
35,1758732707.231143,-7.787319247919133,-2.7141113294271983,0.6200092480407482,6.117877053495157,7.1002052808804255,6.117877053495157,4
36,1758732708.222926,-8.053946718242447,-2.2320750181868645,0.5554262361754867,5.179702487110988,6.368581287949672,5.179702487110988,4
37,1758732709.2276967,-8.23236286225303,-1.6851489782509839,0.5725600459269752,4.074667796763567,5.470521904676392,4.074667796763567,4
38,1758732710.2310753,-8.238759288961335,-1.2043095590022888,0.479262710779841,3.059812378709684,4.755297285206583,3.059812378709684,4
39,1758732711.2312498,-8.069770110491415,-0.7160871924957763,0.5165513328740052,1.9049689279392221,4.099621102640465,1.9049689279392221,4
40,1758732712.231423,-7.79794314405502,-0.2973240405616984,0.49916551597051095,1.2587825130973938,3.949705998260244,1.2587825130973938,4
41,1758732713.229274,-7.535032653820552,0.1376840264209527,0.5093798875057044,1.8029033466491595,4.386641511452518,1.8029033466491595,4
42,1758732714.2234995,-7.378488432761119,0.5460502256220178,0.43988327215531187,2.738558143905419,5.122858413022206,2.738558143905419,4
43,1758732715.22759,-7.205797882575265,1.1360831368419886,0.6122806533819259,3.9604150414375194,6.326595502728135,3.9604150414375194,4
44,1758732716.2237535,-7.185306346755034,1.6576096077080842,0.5239390479785386,3.9561439361392026,7.4616773460985755,3.9561439361392026,4
45,1758732717.2299013,-7.140618503954873,2.0954504018289324,0.43742616337319656,3.77911515560798,8.379948180886812,3.77911515560798,4
46,1758732718.2253957,-6.943110105150164,2.340107816380414,0.3158540661992747,3.4241369869553404,8.24350451011174,3.4241369869553404,5
47,1758732719.2283483,-6.566977484069883,2.405291984584203,0.3806152835550528,2.8041915343125994,7.543333522170323,2.8041915343125994,5
48,1758732720.2265096,-6.243550590379113,2.5606188832536083,0.3594525039644735,2.372016159252934,6.937860568340919,2.372016159252934,5
49,1758732721.229977,-6.303818648818371,2.3580358027703503,0.21062754278751586,2.2428614416993624,6.019319508662528,2.2428614416993624,5
50,1758732722.2252715,-6.696296864680218,2.4409171919802617,0.40303041689206515,3.099942758102249,5.609414710722219,3.099942758102249,5
